Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Quincy Acy,22,29,342,42,75,1,2,31,38,30,77,11,13,15,17,53,116,.560,.500,.816
Josh Akognon,26,3,9,2,4,1,2,0,0,0,1,1,0,0,0,3,5,.500,.500,0.0
Harrison Barnes,20,81,2058,276,628,52,145,144,190,53,333,98,52,14,101,140,748,.439,.359,.758
Will Barton,22,73,894,118,309,9,65,50,65,36,145,58,34,9,60,56,295,.382,.138,.769
Aron Baynes,26,16,141,18,36,0,1,7,12,12,32,5,1,6,11,23,43,.500,.000,.583
Kent Bazemore,23,61,267,43,116,10,34,27,44,5,22,22,17,4,18,27,123,.371,.294,.614
Bradley Beal,19,56,1745,282,687,91,236,125,159,43,211,137,50,29,90,113,780,.410,.386,.786
Patrick Beverley,24,41,713,79,189,36,96,34,41,45,109,117,37,21,44,83,228,.418,.375,.829
Victor Claver,24,49,812,74,189,25,87,14,30,31,119,43,26,12,43,75,187,.392,.287,.467
Chris Copeland,28,56,862,182,380,59,140,63,83,34,119,27,16,12,50,104,486,.479,.421,.759
Jae Crowder,22,78,1353,141,367,63,192,47,73,35,187,94,63,17,49,128,392,.384,.328,.644
Jared Cunningham,21,8,26,6,14,2,3,2,2,1,3,1,1,0,2,3,16,.429,.667,1.000
Anthony Davis,19,64,1846,349,676,0,6,169,225,165,522,63,75,112,89,158,867,.516,.000,.751
Nando De Colo,25,72,920,105,241,31,82,35,44,23,138,138,41,6,81,87,276,.436,.378,.795
Andre Drummond,19,60,1243,208,342,1,2,59,159,169,457,30,59,95,57,144,476,.608,.500,.371
Kim English,24,41,407,42,112,14,50,21,29,8,37,26,16,3,19,46,119,.375,.280,.724
Festus Ezeli,23,78,1120,74,169,0,0,43,81,141,313,22,23,74,63,157,191,.438,0.0,.531
Evan Fournier,20,38,428,75,152,22,54,30,39,6,35,44,19,1,32,65,202,.493,.407,.769
Joel Freeland,25,51,477,58,142,0,0,18,27,40,119,13,13,11,19,67,134,.408,0.0,.667
Diante Garrett,24,19,149,16,49,3,15,5,10,5,15,31,10,0,16,5,40,.327,.200,.500
Draymond Green,22,79,1061,84,257,14,67,45,55,58,260,53,42,25,51,159,227,.327,.209,.818
Ben Hansbrough,25,28,200,15,45,6,23,21,27,2,18,21,7,2,18,23,57,.333,.261,.778
Maurice Harkless,19,76,1974,260,564,32,117,73,128,122,335,50,88,62,69,144,625,.461,.274,.570
John Henson,22,63,827,162,336,0,3,56,105,116,297,31,19,42,47,83,380,.482,.000,.533
Justin Holiday,23,9,142,16,48,4,16,6,8,0,14,15,3,6,9,7,42,.333,.250,.750
Bernard James,27,46,457,53,103,0,2,25,41,52,131,6,12,38,18,64,131,.515,.000,.610
John Jenkins,21,61,902,131,294,53,138,59,70,17,94,56,12,10,40,37,374,.446,.384,.843
Chris Johnson,22,8,102,11,25,6,18,1,2,5,11,2,4,0,3,5,29,.440,.333,.500
Orlando Johnson,23,51,619,72,180,36,94,23,32,20,110,47,11,9,29,51,203,.400,.383,.719
Darius Johnson-Odom,23,4,6,0,4,0,1,0,0,1,4,1,0,0,0,0,0,.000,.000,0.0
DeQuan Jones,22,63,803,95,218,9,35,34,51,17,105,16,19,22,30,55,233,.436,.257,.667
Kevin Jones,23,32,334,43,107,0,0,9,15,38,78,10,9,5,8,25,95,.402,0.0,.600
Perry Jones,21,38,280,39,99,0,2,10,15,12,62,10,5,6,15,23,88,.394,.000,.667
Terrence Jones,21,19,276,43,94,5,19,13,17,28,65,15,12,19,13,21,104,.457,.263,.765
Kris Joseph,24,10,54,2,14,0,3,5,8,1,7,1,3,0,2,3,9,.143,.000,.625
Michael Kidd-Gilchrist,19,78,2025,281,613,2,9,140,187,131,455,117,54,70,101,164,704,.458,.222,.749
Viacheslav Kravtsov,25,25,224,33,46,0,0,11,37,24,45,9,5,9,14,32,77,.717,0.0,.297
Doron Lamb,21,47,577,60,163,14,37,20,34,8,46,32,13,0,26,52,154,.368,.378,.588
Jeremy Lamb,20,23,147,24,68,9,30,14,14,5,18,5,2,2,6,13,71,.353,.300,1.000
Meyers Leonard,20,69,1206,151,277,3,7,72,89,80,255,33,11,38,49,168,377,.545,.429,.809
Damian Lillard,22,82,3167,553,1288,185,503,271,321,42,257,531,74,19,243,172,1562,.429,.368,.844
Scott Machado,22,6,21,3,6,0,1,2,2,0,1,6,2,0,8,0,8,.500,.000,1.000
Kendall Marshall,21,48,702,56,151,23,73,8,14,4,42,143,22,4,57,48,143,.371,.315,.571
Fab Melo,22,6,36,3,6,0,0,1,4,0,3,0,2,2,1,7,7,.500,0.0,.250
Khris Middleton,21,27,475,62,141,14,45,27,32,4,50,28,15,4,11,53,165,.440,.311,.844
Darius Miller,22,52,694,44,108,22,56,8,8,8,78,44,17,12,23,89,118,.407,.393,1.000
Quincy Miller,20,7,26,4,12,0,1,1,2,1,2,3,1,0,1,3,9,.333,.000,.500
Donatas Motiejūnas,22,44,538,97,213,24,83,32,51,36,93,31,7,10,37,73,250,.455,.289,.627
Arnett Moultrie,22,47,542,78,134,0,0,18,28,76,145,10,17,10,19,43,174,.582,0.0,.643
Kevin Murphy,22,17,52,7,28,1,5,0,0,0,4,2,1,0,3,4,15,.250,.200,0.0
Andrew Nicholson,23,75,1249,256,486,0,0,75,94,69,258,44,24,32,79,133,587,.527,0.0,.798
Kyle O'Quinn,22,57,638,101,197,0,1,30,45,65,209,52,11,26,37,107,232,.513,.000,.667
Tim Ohlbrecht,24,3,12,1,3,0,0,1,1,0,1,1,1,0,4,1,3,.333,0.0,1.000
Miles Plumlee,24,14,55,5,21,0,0,3,4,12,22,2,0,3,3,5,13,.238,0.0,.750
Pablo Prigioni,35,78,1263,100,220,53,134,22,25,41,143,236,69,2,86,127,275,.455,.396,.880
Austin Rivers,20,61,1418,145,390,28,86,59,108,16,109,127,26,9,74,122,377,.372,.326,.546
Brian Roberts,27,78,1324,213,511,59,153,70,77,17,97,219,37,3,71,108,555,.417,.386,.909
Thomas Robinson,21,70,1056,138,321,0,1,57,109,122,315,46,41,26,88,124,333,.430,.000,.523
Terrence Ross,21,73,1239,186,457,65,196,30,42,35,144,53,43,14,48,122,467,.407,.332,.714
Robert Sacre,23,32,203,18,48,0,0,7,11,9,34,6,0,10,10,38,43,.375,0.0,.636
Mike Scott,24,40,376,70,147,0,1,43,56,39,110,12,4,2,21,32,183,.476,.000,.768
Tornike Shengelia,21,19,93,10,23,1,2,9,16,9,23,3,3,1,11,11,30,.435,.500,.563
Alexey Shved,24,77,1840,236,635,85,288,108,150,41,175,286,54,27,147,117,665,.372,.295,.720
Henry Sims,22,2,5,2,3,0,0,0,0,2,2,0,0,0,1,1,4,.667,0.0,0.0
