Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Lari Ketner,22,22,132,13,32,0,0,8,12,12,34,1,4,3,10,20,34,.406,0.0,.667
Trajan Langdon,23,10,145,15,40,8,19,11,11,4,15,11,5,0,6,16,49,.375,.421,1.000
Quincy Lewis,22,74,896,111,298,23,63,38,52,46,113,40,24,15,46,158,283,.372,.365,.731
Todd MacCulloch,24,56,528,89,161,0,0,28,54,48,146,13,11,37,26,94,206,.553,0.0,.519
Corey Maggette,20,77,1370,224,469,2,11,196,261,123,303,61,24,26,138,169,646,.478,.182,.751
Shawn Marion,21,51,1260,222,471,4,22,72,85,105,332,69,38,53,51,113,520,.471,.182,.847
Andre Miller,23,82,2093,339,755,10,49,226,292,85,280,476,84,17,166,194,914,.449,.204,.774
Jason Miskiri,24,1,3,0,1,0,1,0,0,0,0,1,0,0,0,2,0,.000,.000,0.0
Lamar Odom,20,76,2767,449,1024,59,164,302,420,159,595,317,91,95,258,291,1259,.438,.360,.719
Scott Padgett,23,47,432,44,140,13,44,19,27,24,88,25,14,8,22,55,120,.314,.295,.704
Milt Palacio,21,53,394,43,98,0,2,22,37,17,51,48,20,0,44,32,108,.439,.000,.595
James Posey,23,81,2052,230,536,82,220,120,150,85,317,146,98,33,95,207,662,.429,.373,.800
Laron Profit,22,33,225,21,59,3,17,4,10,2,26,25,7,4,19,26,49,.356,.176,.400
Aleksandar Radojević,23,3,24,2,7,0,0,3,6,2,8,1,2,1,5,5,7,.286,0.0,.500
Ryan Robertson,23,1,25,2,6,0,2,1,1,0,0,0,0,0,0,0,5,.333,.000,1.000
Eddie Robinson,23,67,1112,212,386,0,4,47,64,54,184,32,48,25,39,67,471,.549,.000,.734
Michael Ruffin,23,71,975,58,138,0,0,43,88,117,250,44,26,26,59,170,159,.420,0.0,.489
Wally Szczerbiak,22,73,2171,342,669,28,78,133,161,89,272,201,58,23,83,175,845,.511,.359,.826
Jason Terry,22,81,1888,249,600,46,157,113,140,24,166,346,90,10,156,133,657,.415,.293,.807
Jamel Thomas,26,7,46,8,18,0,3,1,1,1,5,6,1,0,5,2,17,.444,.000,1.000
Kenny Thomas,22,72,1797,212,531,32,122,138,209,147,437,113,54,22,112,167,594,.399,.262,.660
Mirsad Türkcan,23,17,90,14,38,0,6,5,8,13,33,5,3,1,8,14,33,.368,.000,.625
Wayne Turner,23,3,41,1,6,0,0,2,6,1,3,5,0,0,3,4,4,.167,0.0,.333
Dedric Willoughby,25,25,508,61,179,29,98,39,51,11,51,66,23,2,37,32,190,.341,.296,.765
Metta World Peace,20,72,2238,309,759,60,191,188,279,62,308,202,119,39,166,159,866,.407,.314,.674
Tim Young,23,25,137,13,39,0,0,28,36,13,35,5,2,1,9,18,54,.333,0.0,.778
