Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Bruce Kuczenski,22,15,119,10,37,0,0,8,12,7,23,8,1,1,15,18,28,.270,0.0,.667
Darrell Lockhart,23,2,14,2,2,0,0,0,0,0,3,0,0,0,2,5,4,1.000,0.0,0.0
Sidney Lowe,24,78,1238,107,259,2,18,108,139,30,122,269,93,5,106,112,324,.413,.111,.777
Jeff Malone,22,81,1976,408,918,24,74,142,172,57,155,151,23,13,110,162,982,.444,.324,.826
Pace Mannion,23,57,469,50,126,3,13,18,23,23,59,47,25,2,23,63,121,.397,.231,.783
Rodney McCray,22,79,2081,335,672,1,4,182,249,173,450,176,53,54,120,205,853,.499,.250,.731
Scooter McCray,23,47,520,47,121,0,0,35,50,45,115,44,11,19,34,73,129,.388,0.0,.700
Larry Micheaux,23,39,332,49,90,0,0,21,39,40,113,19,21,11,21,46,119,.544,0.0,.538
Bob Miller,27,2,8,2,3,0,0,0,0,2,5,1,0,1,0,5,4,.667,0.0,0.0
John Paxson,23,49,458,61,137,4,22,16,26,4,33,149,10,2,32,47,142,.445,.182,.615
John Pinone,22,7,65,7,13,0,0,6,10,0,10,3,2,1,5,11,20,.538,0.0,.600
Tom Piotrowski,23,18,78,12,26,0,0,6,6,6,16,5,1,3,6,22,30,.462,0.0,1.000
Leo Rautins,23,28,196,21,58,0,0,6,10,9,33,29,9,2,19,31,48,.362,0.0,.600
Doc Rivers,22,81,1938,250,541,2,12,255,325,72,220,314,127,30,174,286,757,.462,.167,.785
Fred Roberts,23,79,1531,214,399,1,4,144,172,102,304,98,52,38,100,219,573,.536,.250,.837
Ralph Sampson*,23,82,2693,716,1369,1,4,287,434,293,913,163,70,197,294,339,1720,.523,.250,.661
Byron Scott,22,74,1637,334,690,8,34,112,139,50,164,177,81,19,116,174,788,.484,.235,.806
Steve Stipanovich,23,81,2426,392,816,3,16,183,243,116,562,170,73,67,161,303,970,.480,.188,.753
Jon Sundvold,22,73,1284,217,488,9,37,64,72,23,91,239,29,1,81,81,507,.445,.243,.889
Dane Suttle,22,40,469,109,214,0,3,40,47,21,46,46,20,0,32,46,258,.509,.000,.851
Jim Thomas,23,72,1219,187,403,1,11,80,110,59,149,130,60,6,69,115,455,.464,.091,.727
Paul Thompson,22,82,1731,309,662,9,39,115,149,120,312,122,70,37,73,192,742,.467,.231,.772
Sedale Threatt,22,45,464,62,148,1,8,23,28,17,40,41,13,2,33,65,148,.419,.125,.821
Granville Waiters,23,78,1040,123,238,0,1,31,51,64,227,60,24,85,65,164,277,.517,.000,.608
Darrell Walker,22,82,1324,216,518,4,15,208,263,74,167,284,127,15,194,202,644,.417,.267,.791
Brant Weidner,23,8,38,2,9,0,0,4,4,4,11,0,0,2,2,5,8,.222,0.0,1.000
Mark West,23,34,202,15,42,0,0,7,22,19,46,13,1,15,12,55,37,.357,0.0,.318
Ennis Whatley,21,80,2159,261,556,0,2,146,200,63,197,662,119,17,268,223,668,.469,.000,.730
Mitchell Wiggins,24,82,2123,399,890,7,29,213,287,138,328,187,106,11,139,278,1018,.448,.241,.742
Kevin Williams,22,19,200,25,58,0,1,25,32,4,13,43,8,4,22,42,75,.431,.000,.781
Michael Wilson,24,6,26,0,2,0,1,1,2,1,1,3,0,0,3,5,1,.000,.000,.500
Randy Wittman,24,78,1071,160,318,2,5,28,46,14,71,71,17,0,32,82,350,.503,.400,.609
