Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Trevor Hudgins,23,5,28,2,9,2,8,3,3,0,0,3,0,0,1,1,9,.222,.250,1.000
Jaden Ivey,20,74,2304,409,983,120,350,266,356,73,288,387,61,17,237,242,1204,.416,.343,.747
Quenton Jackson,24,9,135,19,42,1,12,17,22,2,8,15,4,1,4,10,56,.452,.083,.773
Nikola Jović,19,15,204,28,69,8,35,18,19,9,31,10,7,2,10,19,82,.406,.229,.947
Johnny Juzang,21,18,232,35,104,15,63,2,4,8,39,8,4,3,3,13,87,.337,.238,.500
Trevor Keels,19,3,8,1,4,1,4,0,0,0,2,0,0,0,0,0,3,.250,.250,0.0
Walker Kessler,21,74,1703,298,414,1,3,82,159,231,620,69,26,173,58,169,679,.720,.333,.516
Christian Koloko,22,58,802,72,150,1,12,37,59,84,171,31,21,57,20,128,182,.480,.083,.627
Jake LaRavia,21,35,414,37,95,24,71,7,9,19,63,21,12,4,18,49,105,.389,.338,.778
A.J. Lawson,22,15,108,22,44,10,25,2,8,6,21,2,2,0,3,11,56,.500,.400,.250
Kenneth Lofton Jr.,20,24,176,49,93,6,17,16,27,19,51,20,5,2,12,28,120,.527,.353,.593
Tyrese Martin,23,16,66,9,23,1,7,2,2,5,12,2,1,0,2,2,21,.391,.143,1.000
Bennedict Mathurin,20,78,2222,413,951,100,310,376,454,87,318,116,48,13,152,162,1302,.434,.323,.828
Bryce McGowens,20,46,787,80,202,26,80,60,80,20,93,54,15,6,43,48,246,.396,.325,.750
Justin Minaya,23,4,89,7,23,3,12,0,1,3,15,4,2,5,4,9,17,.304,.250,.000
Josh Minott,20,15,96,18,36,2,6,8,8,5,25,5,4,6,3,10,46,.500,.333,1.000
Isaiah Mobley,23,12,84,12,28,3,8,4,4,4,20,3,4,3,1,8,31,.429,.375,1.000
Chima Moneke,27,2,8,1,2,0,0,0,2,2,2,1,0,0,2,2,2,.500,0.0,.000
Wendell Moore Jr.,21,29,153,18,43,2,17,4,5,4,18,18,8,5,8,13,42,.419,.118,.800
Keegan Murray,22,80,2382,354,782,206,501,62,81,89,371,98,61,42,60,162,976,.453,.411,.765
Andrew Nembhard,23,75,2073,284,644,92,263,49,62,35,199,341,70,13,126,179,709,.441,.350,.790
Scotty Pippen Jr.,22,6,32,4,12,1,3,5,9,2,4,2,2,1,2,3,14,.333,.333,.556
Jason Preston,23,14,124,18,41,5,18,0,2,2,22,27,2,0,10,7,41,.439,.278,.000
Lester Quinones,22,4,18,2,5,2,4,4,6,1,3,2,1,0,5,0,10,.400,.500,.667
Jared Rhoden,23,14,198,17,44,5,20,6,6,11,37,4,4,1,3,23,45,.386,.250,1.000
Orlando Robinson,22,31,425,47,89,0,6,22,31,48,126,25,12,12,16,53,116,.528,.000,.710
David Roddy,21,70,1258,180,420,65,212,41,65,50,193,59,29,19,57,107,466,.429,.307,.631
Ryan Rollins,20,12,62,7,20,3,9,6,6,3,12,6,1,1,16,10,23,.350,.333,1.000
Dereon Seabron,22,5,12,2,5,0,0,0,0,1,1,0,0,0,0,1,4,.400,0.0,0.0
Shaedon Sharpe,19,80,1779,306,648,102,283,75,105,63,236,94,38,24,83,136,789,.472,.360,.714
Dru Smith,25,15,158,18,45,5,19,3,3,2,24,22,10,4,3,23,44,.400,.263,1.000
Jabari Smith Jr.,19,79,2451,364,892,120,391,162,206,122,569,101,43,74,104,227,1010,.408,.307,.786
Jeremy Sochan,19,56,1458,250,552,33,134,81,116,95,295,142,43,23,97,138,614,.453,.246,.698
Cole Swider,23,7,41,3,9,3,8,0,0,1,7,4,0,0,0,3,9,.333,.375,0.0
Dalen Terry,20,38,214,32,72,7,27,14,21,12,37,22,11,5,8,24,85,.444,.259,.667
Stanley Umude,23,1,2,0,1,0,1,2,2,0,0,0,1,1,0,0,2,.000,.000,1.000
Jabari Walker,20,56,619,83,198,16,56,34,45,48,131,34,10,13,29,69,216,.419,.286,.756
TyTy Washington Jr.,21,31,433,58,160,19,80,10,18,2,45,47,15,2,14,29,145,.363,.238,.556
Peyton Watson,20,23,186,29,59,6,14,11,20,8,37,11,2,11,8,14,75,.492,.429,.550
Blake Wesley,19,37,669,69,215,20,52,26,44,11,81,99,25,5,65,67,184,.321,.385,.591
Jack White,25,17,66,8,19,3,9,2,3,6,17,4,3,2,2,9,21,.421,.333,.667
Alondes Williams,23,1,5,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0.0,0.0,0.0
Donovan Williams,21,2,4,2,5,0,2,0,0,0,2,0,0,0,0,0,4,.400,.000,0.0
Jalen Williams,21,75,2276,414,794,73,205,155,191,84,337,248,103,35,123,191,1056,.521,.356,.812
Jaylin Williams,20,49,914,102,234,46,113,38,54,44,241,76,28,12,37,111,288,.436,.407,.704
Jeenathan Williams,23,5,127,24,39,3,8,2,3,10,15,10,3,2,4,13,53,.615,.375,.667
Mark Williams,21,43,828,160,251,0,0,67,97,93,304,18,28,45,40,94,387,.637,0.0,.691
Vince Williams Jr.,22,15,105,12,40,4,28,2,2,4,15,4,6,2,5,12,30,.300,.143,1.000
