Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Glenn Mosley,22,6,21,5,13,0.0,0.0,3,7,0,5,2,0,0,5,5,13,.385,0.0,.429
Norm Nixon,22,81,2779,496,998,0.0,0.0,115,161,41,239,553,138,7,251,259,1107,.497,0.0,.714
Eddie Owens,24,8,63,9,21,0.0,0.0,3,6,5,10,5,1,0,3,9,21,.429,0.0,.500
Ben Poquette,22,52,626,95,225,0.0,0.0,42,60,50,145,20,10,22,40,69,232,.422,0.0,.700
Robert Reid,22,80,1849,261,574,0.0,0.0,63,96,111,359,121,67,51,81,277,585,.455,0.0,.656
Anthony Roberts,22,82,1598,311,736,0.0,0.0,153,212,135,351,105,40,7,118,212,775,.423,0.0,.722
Tony Robertson,22,63,929,168,381,0.0,0.0,37,53,15,70,103,74,5,88,133,373,.441,0.0,.698
Tree Rollins,22,80,1795,253,520,0.0,0.0,104,148,179,552,79,57,218,121,326,610,.487,0.0,.703
Alvin Scott,22,81,1538,180,369,0.0,0.0,132,191,135,357,88,52,40,85,158,492,.488,0.0,.691
Steve Sheppard,23,64,698,119,262,0.0,0.0,37,56,67,131,43,14,3,46,72,275,.454,0.0,.661
Jack Sikma*,22,82,2238,342,752,0.0,0.0,192,247,196,678,134,68,40,186,300,876,.455,0.0,.777
Scott Sims,22,12,95,10,26,0.0,0.0,10,15,5,13,20,3,0,19,16,30,.385,0.0,.667
Robert Smith,22,45,378,50,97,0.0,0.0,21,24,6,36,39,18,3,20,52,121,.515,0.0,.875
Phil Walker,21,40,384,57,161,0.0,0.0,64,96,21,52,54,14,5,62,39,178,.354,0.0,.667
Wilson Washington,22,38,561,100,206,0.0,0.0,29,53,50,156,10,18,37,63,75,229,.485,0.0,.547
Ray Williams,23,81,1550,305,689,0.0,0.0,146,207,85,209,363,108,15,242,211,756,.443,0.0,.705
