Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Voshon Lenard,22,30,323,53,141,36,101,34,43,12,52,31,6,1,23,31,176,.376,.356,.791
Cedric Lewis,26,3,4,2,3,0,0,0,0,2,2,0,1,0,0,0,4,.667,0.0,0.0
Martin Lewis,20,16,189,29,60,2,7,15,25,15,29,3,8,3,14,21,75,.483,.286,.600
Rich Manning,25,29,311,49,113,0,1,9,14,16,55,7,3,6,17,37,107,.434,.000,.643
Donny Marshall,23,34,208,24,68,7,30,22,35,9,26,7,8,2,7,26,77,.353,.233,.629
Cuonzo Martin,24,4,19,3,5,3,3,0,2,1,2,2,1,0,1,1,9,.600,1.000,.000
Clint McDaniel,23,12,71,8,23,2,6,12,16,3,10,7,5,0,2,10,30,.348,.333,.750
Antonio McDyess,21,76,2280,427,881,0,4,166,243,229,572,75,54,114,154,250,1020,.485,.000,.683
Loren Meyer,23,72,1266,145,330,3,11,70,102,114,319,57,20,32,67,224,363,.439,.273,.686
Lawrence Moten,23,44,573,112,247,18,55,49,75,36,61,50,29,8,44,54,291,.453,.327,.653
Todd Mundt,25,33,151,16,41,0,0,5,8,11,28,3,2,5,3,29,37,.390,0.0,.625
Howard Nathan,24,5,15,5,9,0,1,3,4,0,0,2,3,0,8,2,13,.556,.000,.750
Ed O'Bannon,23,64,1253,156,400,10,56,77,108,65,168,63,44,11,62,95,399,.390,.179,.713
Greg Ostertag,22,57,661,86,182,0,0,36,54,57,175,5,5,63,25,91,208,.473,0.0,.667
Cherokee Parks,23,64,869,101,247,7,26,41,62,66,216,29,25,32,31,100,250,.409,.269,.661
Theo Ratliff,22,75,1305,128,230,0,1,85,120,110,297,13,16,116,56,144,341,.557,.000,.708
Bryant Reeves,22,77,2460,401,877,0,3,219,299,178,570,109,43,55,157,226,1021,.457,.000,.732
Don Reid,22,69,997,106,187,0,0,51,77,78,203,11,47,40,41,199,263,.567,0.0,.662
Terrence Rencher,22,36,405,33,100,9,29,31,46,9,44,54,16,2,43,37,106,.330,.310,.674
Shawn Respert,23,62,845,113,292,42,122,35,42,28,74,68,32,4,42,67,303,.387,.344,.833
Lou Roe,23,49,372,32,90,2,9,24,32,30,78,15,10,8,17,42,90,.356,.222,.750
Stefano Rusconi,27,7,30,3,9,0,0,2,5,3,6,3,0,2,3,10,8,.333,0.0,.400
Arvydas Sabonis*,31,73,1735,394,723,39,104,231,305,147,588,130,64,78,154,211,1058,.545,.375,.757
Joe Smith,20,82,2821,469,1024,10,28,303,392,300,717,79,85,134,138,224,1251,.458,.357,.773
Eric Snow,22,43,389,42,100,2,10,29,49,9,43,73,28,0,38,53,115,.420,.200,.592
Jerry Stackhouse,21,72,2701,452,1091,93,292,387,518,90,265,278,76,79,252,179,1384,.414,.318,.747
Damon Stoudamire,22,70,2865,481,1129,133,337,236,296,59,281,653,98,19,267,166,1331,.426,.395,.797
Bob Sura,22,79,1150,148,360,27,78,99,141,34,135,233,56,21,115,126,422,.411,.346,.702
Larry Sykes,22,1,2,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0.0,0.0,0.0
Kurt Thomas,23,74,1655,274,547,0,2,118,178,122,439,46,47,36,98,271,666,.501,.000,.663
Gary Trent,21,69,1219,220,429,0,9,78,141,84,238,50,25,11,92,116,518,.513,.000,.553
Logan Vander Velden,24,15,31,3,14,0,5,3,4,1,6,1,0,0,0,4,9,.214,.000,.750
David Vaughn,22,33,266,27,80,0,1,10,18,33,80,8,6,15,18,68,64,.338,.000,.556
Rasheed Wallace,21,65,1788,275,565,27,82,78,120,93,303,85,42,54,103,206,655,.487,.329,.650
Jeff Webster,24,11,58,8,23,2,6,0,0,2,7,3,4,0,3,7,18,.348,.333,0.0
Dwayne Whitfield,23,8,122,13,30,0,0,14,22,9,25,2,3,2,8,14,40,.433,0.0,.636
Eric Williams,23,64,1470,241,546,3,10,200,298,92,217,70,56,11,88,147,685,.441,.300,.671
Corliss Williamson,22,53,609,125,268,0,3,47,84,56,114,23,11,9,76,115,297,.466,.000,.560
George Zídek,22,71,888,105,248,0,0,71,93,69,183,16,9,7,38,170,281,.423,0.0,.763
