Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
James Lang,23,11,55,4,9,0,0,3,5,5,11,2,0,3,2,14,11,.444,0.0,.600
Kyle Lowry,20,10,175,14,38,3,8,25,28,12,31,32,14,1,12,20,56,.368,.375,.893
Renaldo Major,24,1,27,2,10,0,0,1,2,0,2,0,2,0,1,4,5,.200,0.0,.500
Damir Markota,21,30,170,19,52,6,16,7,11,11,31,6,3,1,15,22,51,.365,.375,.636
Chris McCray,22,5,12,0,3,0,0,0,0,0,0,0,0,0,2,1,0,.000,0.0,0.0
Ivan McFarlin,24,11,41,5,13,0,1,5,7,7,11,1,0,0,1,8,15,.385,.000,.714
Pops Mensah-Bonsu,23,12,71,11,17,0,0,7,18,9,21,0,1,0,9,8,29,.647,0.0,.389
Paul Millsap,21,82,1472,209,398,1,3,140,208,183,423,62,67,74,94,236,559,.525,.333,.673
Randolph Morris,21,5,44,1,6,0,0,2,6,1,9,1,2,1,2,4,4,.167,0.0,.333
Adam Morrison,22,78,2326,355,944,87,258,120,169,54,230,163,28,6,130,179,917,.376,.337,.710
David Noel,22,68,792,65,177,17,53,37,43,42,123,65,25,9,40,77,184,.367,.321,.860
Steve Novak,23,35,191,18,50,13,39,2,2,4,26,6,5,0,4,21,51,.360,.333,1.000
Patrick O'Bryant,20,16,119,10,32,0,0,11,17,7,21,9,6,8,8,26,31,.313,0.0,.647
Kevinn Pinkney,23,6,100,12,27,1,2,6,9,7,15,5,3,3,4,12,31,.444,.500,.667
Leon Powe,23,63,720,79,177,0,2,106,144,97,215,10,14,22,47,104,264,.446,.000,.736
Roger Powell,24,3,13,0,3,0,1,2,2,3,3,0,0,0,3,2,2,.000,.000,1.000
Chris Quinn,23,42,408,48,131,20,57,25,37,6,30,65,15,0,21,32,141,.366,.351,.676
Allan Ray,22,47,710,100,259,48,116,42,55,18,69,43,20,3,42,85,290,.386,.414,.764
JJ Redick,22,42,622,80,195,38,98,54,60,10,52,36,12,0,21,52,252,.410,.388,.900
Jeremy Richardson,22,6,20,3,6,2,3,0,0,1,2,0,1,0,1,2,8,.500,.667,0.0
Sergio Rodríguez,20,67,862,101,239,24,85,21,26,20,91,218,35,2,77,72,247,.423,.282,.808
Rajon Rondo,20,78,1831,188,450,6,29,119,184,74,292,297,128,8,137,181,501,.418,.207,.647
Brandon Roy,22,57,2015,349,765,55,146,202,241,58,250,230,67,10,116,139,955,.456,.377,.838
Thabo Sefolosha,22,71,868,109,256,15,42,23,45,35,153,60,33,11,60,100,256,.426,.357,.511
Mouhamed Sene,20,28,169,18,49,0,0,17,29,16,45,0,3,12,11,33,53,.367,0.0,.586
Cedric Simmons,21,43,534,55,132,0,0,16,33,44,107,12,8,23,22,75,126,.417,0.0,.485
Uroš Slokar,23,20,72,14,26,1,2,9,13,7,14,1,1,2,9,11,38,.538,.500,.692
Craig Smith,23,82,1537,246,463,0,6,116,186,149,416,49,51,18,74,223,608,.531,.000,.624
Steven Smith,23,8,28,2,8,0,0,1,2,1,6,0,1,0,2,4,5,.250,0.0,.500
Vassilis Spanoulis,24,31,272,23,72,5,29,34,42,5,22,28,7,1,29,33,85,.319,.172,.810
Tyrus Thomas,20,72,966,134,282,0,2,106,175,89,269,40,46,76,94,162,374,.475,.000,.606
P.J. Tucker,21,17,83,11,22,0,0,8,14,11,23,3,2,0,6,12,30,.500,0.0,.571
Marcus Vinicius,22,13,103,7,15,3,7,5,7,2,11,5,2,1,6,10,22,.467,.429,.714
James White,24,6,137,18,41,2,7,12,15,3,20,5,3,1,5,7,50,.439,.286,.800
Justin Williams,22,26,333,54,88,0,1,23,63,51,115,2,5,16,15,51,131,.614,.000,.365
Marcus Williams,21,79,1315,208,526,46,163,72,85,29,163,260,29,2,142,96,534,.395,.282,.847
Shawne Williams,20,46,556,75,160,19,52,11,20,33,83,22,6,8,24,69,180,.469,.365,.550
Shelden Williams,23,81,1514,166,365,2,4,110,144,131,435,44,52,39,96,199,444,.455,.500,.764
