Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Larry Robinson,23,36,425,62,150,0,1,15,27,29,51,35,16,1,27,49,139,.413,.000,.556
Rumeal Robinson,24,47,674,108,242,2,11,47,80,20,71,132,32,8,76,65,265,.446,.182,.588
Steve Scheffler,23,39,227,20,39,0,0,19,21,21,45,9,6,2,4,20,59,.513,0.0,.905
Dwayne Schintzius,22,42,398,68,155,0,2,22,40,28,121,17,2,29,34,64,158,.439,.000,.550
Dennis Scott,22,82,2336,503,1183,125,334,153,204,62,235,134,62,25,127,203,1284,.425,.374,.750
Lionel Simmons,22,79,2978,549,1301,3,11,320,435,193,697,315,113,85,230,249,1421,.422,.273,.736
Tony Smith,22,64,695,97,220,0,7,40,57,24,71,135,28,12,69,80,234,.441,.000,.702
Felton Spencer,23,81,2099,195,381,0,1,182,252,272,641,25,48,121,77,337,572,.512,.000,.722
Irving Thomas,25,26,108,17,50,0,0,12,21,14,31,10,4,1,13,24,46,.340,0.0,.571
Andy Toolson,25,47,470,50,124,12,32,25,33,32,67,31,14,2,24,58,137,.403,.375,.758
Loy Vaught,22,73,1178,175,359,0,2,49,74,124,349,40,20,23,49,135,399,.487,.000,.662
Stojko Vranković,27,31,166,24,52,0,0,10,18,15,51,4,1,29,24,43,58,.462,0.0,.556
Jayson Williams,22,52,508,72,161,1,2,37,56,41,111,16,9,6,40,92,182,.447,.500,.661
Kenny Williams,21,75,527,93,179,0,3,34,50,56,131,31,11,31,41,81,220,.520,.000,.680
Scott Williams,22,51,337,53,104,1,2,20,28,42,98,16,12,13,23,51,127,.510,.500,.714
Trevor Wilson,22,25,162,21,70,0,2,13,26,16,40,11,5,1,17,13,55,.300,.000,.500
Kennard Winchester,24,64,607,98,245,8,20,35,45,34,67,25,16,13,30,70,239,.400,.400,.778
Howard Wright,23,15,164,19,47,0,1,16,24,12,45,3,4,5,11,28,54,.404,.000,.667
A.J. Wynder,26,6,39,3,12,0,1,6,8,1,3,8,1,0,4,1,12,.250,.000,.750
