Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Kevin McHale*,23,82,1645,355,666,0,2,108,159,155,359,55,27,151,110,260,818,.533,.000,.679
Dick Miller,22,8,53,4,9,0,1,0,0,2,7,5,4,0,8,5,8,.444,.000,0.0
Johnny Moore,22,82,1578,249,520,1,19,105,172,58,196,373,120,22,154,178,604,.479,.053,.610
Lowes Moore,23,71,1406,212,478,4,27,69,92,43,168,228,61,17,108,179,497,.444,.148,.750
Kenny Natt,22,19,149,25,77,2,8,7,11,9,15,10,5,1,10,18,59,.325,.250,.636
Carl Nicks,22,67,1109,172,359,0,4,71,126,37,110,149,60,3,116,141,415,.479,.000,.563
Mike Niles,25,44,231,48,138,2,4,17,37,26,58,15,8,1,25,41,115,.348,.500,.459
Mike O'Koren,22,79,2473,365,751,5,18,135,212,179,478,252,86,27,146,243,870,.486,.278,.637
Jawann Oldham,23,4,21,2,6,0,0,0,0,3,5,0,0,2,2,3,4,.333,0.0,0.0
Louis Orr,22,82,1787,348,709,0,6,163,202,172,361,132,55,25,123,153,859,.491,.000,.807
Myles Patrick,26,3,9,2,5,0,0,1,2,1,2,1,0,0,1,3,5,.400,0.0,.500
Tony Price,24,5,29,2,7,0,0,0,0,0,0,3,2,1,2,3,4,.286,0.0,0.0
Wally Rank,22,25,153,21,57,0,0,13,28,17,30,17,7,1,26,33,55,.368,0.0,.464
Kelvin Ransey,22,80,2431,525,1162,3,31,164,219,42,195,555,88,9,232,201,1217,.452,.097,.749
James Ray,23,18,148,15,49,0,1,7,10,13,37,11,4,4,13,31,37,.306,.000,.700
Billy Reid,23,59,597,84,185,0,5,22,39,27,60,71,33,5,78,111,190,.454,.000,.564
Wayne Robinson,22,81,1592,234,509,0,6,175,240,117,294,112,46,24,149,186,643,.460,.000,.729
Lorenzo Romar,22,53,726,87,211,2,6,43,63,10,56,136,27,3,52,64,219,.412,.333,.683
DeWayne Scales,22,44,484,94,225,1,6,26,39,47,132,10,12,4,30,54,215,.418,.167,.667
Craig Shelton,23,55,586,100,219,0,1,35,58,59,138,27,18,5,61,128,235,.457,.000,.603
Jerry Sichting,24,47,450,34,95,0,5,25,32,11,43,70,23,1,28,38,93,.358,.000,.781
Larry Smith,23,82,2578,304,594,0,0,177,301,433,994,93,70,63,146,316,785,.512,0.0,.588
Rory Sparrow,22,15,212,22,63,0,0,12,16,7,18,32,13,3,18,15,56,.349,0.0,.750
John Stroud,23,9,88,11,34,0,0,3,4,7,13,9,1,0,4,7,25,.324,0.0,.750
Carlos Terry,24,26,504,80,160,0,6,28,42,43,116,70,27,13,57,68,188,.500,.000,.667
Andrew Toney,23,75,1768,399,806,9,29,161,226,32,143,273,59,10,219,234,968,.495,.310,.712
Ronnie Valentine,23,24,123,37,98,1,2,9,19,10,30,7,7,4,16,23,84,.378,.500,.474
Kiki Vandeweghe,22,51,1376,229,537,0,7,130,159,86,270,94,29,24,86,116,588,.426,.000,.818
Brett Vroman,25,11,93,10,27,0,1,14,19,7,25,9,5,5,9,26,34,.370,.000,.737
Hawkeye Whitney,23,47,782,149,306,2,6,50,65,29,106,68,47,6,48,98,350,.487,.333,.769
Michael Wiley,23,33,271,76,138,0,2,36,48,22,64,11,8,6,28,38,188,.551,.000,.750
James Wilkes,22,48,540,85,184,0,1,29,42,36,96,30,25,12,34,86,199,.462,.000,.690
Jeff Wilkins,25,56,1058,117,260,0,0,27,40,62,274,40,32,46,59,169,261,.450,0.0,.675
Mike Woodson,22,81,949,165,373,1,5,49,64,33,97,75,36,12,54,95,380,.442,.200,.766
Sam Worthen,23,64,945,95,192,0,4,45,60,22,115,115,57,6,91,115,235,.495,.000,.750
