Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Gorgui Dieng,24,60,818,113,227,1,1,59,93,103,300,39,30,50,54,108,286,.498,1.000,.634
Shane Edwards,26,2,12,1,3,0,0,0,0,1,2,0,0,0,1,1,2,.333,0.0,0.0
Vítor Luiz Faverani,25,37,488,64,147,12,40,24,37,42,128,16,14,27,41,74,164,.435,.300,.649
Carrick Felix,23,7,38,7,14,2,5,3,4,1,6,4,0,0,4,4,19,.500,.400,.750
Jamaal Franklin,22,21,161,16,39,5,11,2,2,4,23,6,4,2,11,23,39,.410,.455,1.000
Rudy Gobert,21,45,434,36,74,0,0,32,65,51,155,7,8,41,32,57,104,.486,0.0,.492
Archie Goodwin,19,52,533,76,167,5,36,37,55,25,87,20,20,11,44,45,194,.455,.139,.673
Jorge Gutiérrez,25,15,244,25,54,3,12,9,12,3,22,30,10,1,14,37,62,.463,.250,.750
Justin Hamilton,23,8,72,9,20,3,9,5,5,4,7,0,5,0,4,8,26,.450,.333,1.000
Tim Hardaway Jr.,21,81,1875,294,687,130,358,106,128,19,121,66,44,7,47,144,824,.428,.363,.828
Elias Harris,24,2,11,0,1,0,0,0,0,1,1,1,1,0,0,0,0,.000,0.0,0.0
Solomon Hill,22,28,226,17,40,7,23,6,7,9,41,12,5,2,13,19,47,.425,.304,.857
Scotty Hopson,24,2,7,0,4,0,2,1,2,0,0,1,1,0,0,0,1,.000,.000,.500
Robbie Hummel,24,53,655,67,177,32,89,15,16,35,132,23,16,2,10,57,181,.379,.360,.938
Sergey Karasev,20,22,156,12,35,4,19,9,10,0,16,6,3,1,11,22,37,.343,.211,.900
Ryan Kelly,22,59,1312,157,371,48,142,110,135,42,219,95,32,45,47,147,472,.423,.338,.815
Ognjen Kuzmić,23,21,92,5,13,0,0,5,11,10,21,2,3,4,10,17,15,.385,0.0,.455
Shane Larkin,21,48,489,52,137,12,38,16,25,11,42,71,26,1,39,46,132,.380,.316,.640
Ricky Ledo,21,11,33,6,17,3,8,4,4,0,2,2,1,0,2,2,19,.353,.375,1.000
Alex Len,20,42,362,33,78,0,0,20,31,39,99,4,4,18,26,68,86,.423,0.0,.645
Ray McCallum,22,45,897,113,300,22,59,32,43,18,79,120,22,9,39,69,280,.377,.373,.744
CJ McCollum,22,38,476,74,178,30,80,23,34,7,48,27,14,2,35,53,201,.416,.375,.676
Ben McLemore,20,82,2187,255,679,95,297,115,143,53,235,82,45,18,96,201,720,.376,.320,.804
Gal Mekel,25,31,292,30,86,5,20,8,12,5,27,63,4,1,31,31,73,.349,.250,.667
Tony Mitchell,21,21,79,5,12,1,1,11,19,15,26,2,6,3,4,9,22,.417,1.000,.579
Tony Mitchell,24,3,10,3,5,0,1,0,0,1,1,1,1,0,0,0,6,.600,.000,0.0
Shabazz Muhammad,21,37,290,57,124,3,11,26,40,24,53,6,8,1,16,24,143,.460,.273,.650
Erik Murphy,23,24,62,3,13,0,3,0,0,2,8,2,0,4,2,7,6,.231,.000,0.0
Toure' Murry,24,51,373,56,129,5,12,23,39,13,44,49,19,1,34,46,140,.434,.417,.590
Mike Muscala,22,20,215,31,73,0,3,14,14,17,52,7,3,10,12,29,76,.425,.000,1.000
Nemanja Nedović,22,24,142,8,39,3,18,7,8,3,15,13,0,1,13,13,26,.205,.167,.875
James Nunnally,23,13,165,15,46,8,25,6,9,1,19,8,6,2,7,11,44,.326,.320,.667
Victor Oladipo,21,80,2487,392,936,74,226,248,318,43,329,327,129,37,256,210,1106,.419,.327,.780
Kelly Olynyk,22,70,1400,234,502,40,114,99,122,140,365,109,35,27,106,227,607,.466,.351,.811
Arinze Onuaku,26,5,30,1,5,0,0,1,2,2,8,3,0,0,1,3,3,.200,0.0,.500
Mason Plumlee,23,70,1275,199,302,0,3,122,195,99,308,60,49,55,77,171,520,.659,.000,.626
Otto Porter Jr.,20,37,319,33,91,4,21,8,12,21,57,10,8,1,14,26,78,.363,.190,.667
Phil Pressey,22,75,1132,78,253,28,106,29,45,20,105,241,68,5,87,97,213,.308,.264,.644
Miroslav Raduljica,26,48,465,68,126,0,0,45,55,54,108,23,7,13,28,84,181,.540,0.0,.818
Glen Rice Jr.,23,11,109,11,37,5,17,5,7,4,20,7,6,1,9,7,32,.297,.294,.714
Andre Roberson,22,40,399,33,68,2,13,7,10,36,94,15,19,10,19,74,75,.485,.154,.700
Dennis Schröder,20,49,641,72,188,10,42,29,43,5,60,93,17,0,61,54,183,.383,.238,.674
Peyton Siva,23,24,224,18,57,7,25,11,15,2,14,34,9,1,18,27,54,.316,.280,.733
Chris Smith,26,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Tony Snell,22,77,1231,129,336,57,178,31,41,19,124,68,29,15,44,84,346,.384,.320,.756
James Southerland,23,4,30,5,15,3,6,1,2,0,8,0,1,2,1,3,14,.333,.500,.500
D.J. Stephens,23,3,15,3,7,0,0,1,1,1,5,0,0,0,0,0,7,.429,0.0,1.000
Adonis Thomas,20,6,37,6,14,1,5,1,1,0,3,3,0,0,1,6,14,.429,.200,1.000
Hollis Thompson,22,77,1742,171,372,67,167,52,73,73,247,73,53,12,60,144,461,.460,.401,.712
Casper Ware,24,9,116,18,42,7,21,5,6,0,9,10,8,0,5,11,48,.429,.333,.833
Royce White,22,3,9,0,1,0,0,0,0,0,0,0,0,0,0,2,0,.000,0.0,0.0
Jeff Withey,23,58,684,69,129,0,1,52,73,49,150,26,15,50,20,73,190,.535,.000,.712
Nate Wolters,22,58,1309,170,389,18,62,59,90,33,149,187,35,15,57,67,417,.437,.290,.656
Cody Zeller,21,82,1416,172,404,0,1,146,200,118,353,92,40,41,87,170,490,.426,.000,.730
