Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Josh Magette,28,18,216,15,46,8,22,8,8,2,19,57,8,1,9,16,46,.326,.364,1.000
Lauri Markkanen,20,68,2020,374,862,145,401,140,166,79,508,79,39,40,83,103,1033,.434,.362,.843
Frank Mason III,23,52,984,144,380,31,86,94,115,30,130,147,34,10,65,72,413,.379,.360,.817
Mangok Mathiang,25,4,20,4,7,0,0,0,1,3,10,0,1,0,0,5,8,.571,0.0,.000
Erik McCree,24,4,8,0,2,0,1,0,0,0,1,0,1,0,1,0,0,.000,.000,0.0
Trey McKinney-Jones,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Alfonzo McKinnie,25,14,53,8,15,3,9,2,3,1,7,1,1,1,3,8,21,.533,.333,.667
Malcolm Miller,24,15,126,13,28,8,21,4,4,4,15,3,1,2,5,10,38,.464,.381,1.000
Donovan Mitchell,21,79,2638,595,1362,187,550,239,297,52,296,291,118,27,215,213,1616,.437,.340,.805
Naz Mitrou-Long,24,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,1.000,1.000,0.0
Malik Monk,19,63,854,153,425,83,243,32,38,8,66,91,20,9,49,60,421,.360,.342,.842
Ben Moore,22,2,9,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0.0,0.0,0.0
Jaylen Morris,22,6,98,13,32,2,10,0,0,2,16,7,2,1,6,2,28,.406,.200,0.0
Monte Morris,22,3,25,4,6,0,1,2,2,0,2,7,3,0,1,1,10,.667,.000,1.000
Johnathan Motley,22,11,176,40,75,1,6,15,28,14,49,7,3,2,9,18,96,.533,.167,.536
Abdel Nader,24,48,522,50,149,23,65,23,39,13,71,26,15,10,34,45,146,.336,.354,.590
Frank Ntilikina,19,78,1706,182,500,50,157,49,68,37,177,250,65,18,131,181,463,.364,.318,.721
Royce O'Neale,24,69,1150,120,284,42,118,61,76,25,236,95,36,16,55,105,343,.423,.356,.803
Semi Ojeleye,23,73,1150,65,188,40,125,25,41,37,161,20,21,4,25,91,195,.346,.320,.610
Cedi Osman,22,61,672,90,186,32,87,26,46,19,120,41,22,3,32,78,238,.484,.368,.565
Marcus Paige,24,5,28,4,14,2,8,2,2,0,4,3,0,0,0,0,12,.286,.250,1.000
Justin Patton,20,1,4,1,2,0,0,0,0,0,0,0,1,0,0,1,2,.500,0.0,0.0
Brandon Paul,26,64,576,55,127,15,54,22,43,6,68,37,25,7,29,58,147,.433,.278,.512
London Perrantes,23,14,66,2,13,0,3,3,5,1,4,5,2,1,1,6,7,.154,.000,.600
Alec Peters,22,20,225,28,74,18,58,8,10,8,37,12,2,2,4,13,82,.378,.310,.800
Jacob Pullen,28,3,6,1,2,0,1,0,0,0,0,0,0,0,1,0,2,.500,.000,0.0
Rodney Purvis,23,16,290,35,107,13,52,13,15,1,27,17,3,3,10,26,96,.327,.250,.867
Zhou Qi,22,18,124,6,32,2,19,8,12,6,22,2,2,14,10,14,22,.188,.105,.667
Ivan Rabb,20,36,516,86,152,0,0,29,36,53,158,32,12,13,35,55,201,.566,0.0,.806
Xavier Rathan-Mayes,23,5,118,12,42,1,14,4,9,0,5,18,6,3,11,18,29,.286,.071,.444
Davon Reed,22,21,242,22,76,11,38,8,12,2,39,13,10,2,10,17,63,.289,.289,.667
Devin Robinson,22,1,13,1,3,0,0,0,0,2,5,0,1,0,0,2,2,.333,0.0,0.0
Ben Simmons,21,81,2732,544,998,0,11,191,341,145,659,661,140,70,278,211,1279,.545,.000,.560
Kobi Simmons,20,32,643,80,189,11,39,25,25,14,50,68,18,5,44,61,196,.423,.282,1.000
Dennis Smith Jr.,20,69,2049,404,1024,106,339,134,193,50,260,358,71,18,194,152,1048,.395,.313,.694
Edmond Sumner,22,1,2,1,1,0,0,0,0,0,1,0,0,0,0,1,2,1.000,0.0,0.0
Caleb Swanigan,20,27,189,24,60,1,8,12,18,15,54,14,5,3,18,37,61,.400,.125,.667
Jayson Tatum,19,80,2443,397,835,105,242,213,258,50,402,128,83,58,114,170,1112,.475,.434,.826
Miloš Teodosić,30,45,1134,151,360,88,232,39,46,16,126,209,23,5,97,103,429,.419,.379,.848
Daniel Theis,25,63,936,126,233,18,58,61,81,90,274,56,30,48,56,157,331,.541,.310,.753
Sindarius Thornwell,23,73,1156,100,233,23,61,59,88,33,140,68,48,25,53,125,282,.429,.377,.670
Tyrone Wallace,23,30,851,110,247,10,40,61,78,21,105,71,27,13,46,83,291,.445,.250,.782
Derrick Walton,22,16,147,8,25,7,17,6,6,2,16,16,7,3,2,7,29,.320,.412,1.000
Jameel Warney,24,3,27,7,12,0,0,3,5,4,9,0,0,0,1,2,17,.583,0.0,.600
James Webb III,24,10,120,6,24,4,19,0,0,8,24,4,1,0,4,10,16,.250,.211,0.0
Andrew White,24,15,209,25,73,18,49,1,4,4,34,6,3,1,8,12,69,.342,.367,.250
Derrick White,23,17,139,16,33,8,13,14,20,5,26,9,4,3,6,8,54,.485,.615,.700
Jacob Wiley,23,5,33,1,4,1,2,1,2,2,11,2,1,0,0,4,4,.250,.500,.500
C.J. Williams,27,38,707,87,197,22,78,13,16,12,56,43,31,13,20,63,209,.442,.282,.813
Matt Williams,24,3,11,2,6,1,5,0,0,0,1,0,0,0,1,1,5,.333,.200,0.0
D.J. Wilson,21,22,71,9,16,2,5,1,2,2,10,3,3,1,4,7,21,.563,.400,.500
Jamil Wilson,27,15,274,38,81,27,63,2,4,3,32,10,5,8,8,34,105,.469,.429,.500
Guerschon Yabusele,22,33,235,26,61,12,37,15,22,17,52,16,4,5,12,23,79,.426,.324,.682
Ante Žižić,21,32,214,49,67,0,0,21,29,24,60,5,2,13,11,30,119,.731,0.0,.724
