Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Deonte Burton,25,32,240,33,82,8,27,8,12,4,28,9,6,8,9,31,82,.402,.296,.667
Jevon Carter,23,39,577,56,185,34,102,26,32,14,66,69,26,11,33,55,172,.303,.333,.813
Wendell Carter Jr.,19,44,1110,180,371,6,32,89,112,87,307,78,26,58,65,152,455,.485,.188,.795
Troy Caupain,23,4,16,4,8,2,3,0,0,1,3,4,1,0,0,0,10,.500,.667,0.0
Joe Chealey,23,1,8,1,3,0,0,0,0,0,0,1,0,0,0,1,2,.333,0.0,0.0
Chris Chiozza,23,7,33,2,8,2,5,0,0,1,4,4,1,1,1,2,6,.250,.400,0.0
Gary Clark,24,51,641,50,151,41,138,7,7,24,116,18,20,26,7,47,148,.331,.297,1.000
Bonzie Colson,23,8,98,13,39,5,21,8,9,8,30,3,5,1,3,3,39,.333,.238,.889
Mitch Creek,26,5,48,8,16,0,2,5,7,6,12,6,2,0,1,3,21,.500,.000,.714
Tyler Davis,21,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,.000,0.0,0.0
Ángel Delgado,24,2,15,1,5,0,0,1,2,2,4,0,1,0,0,2,3,.200,0.0,.500
Marcus Derrickson,22,11,67,16,33,10,20,4,5,8,13,1,0,1,3,9,46,.485,.500,.800
Hamidou Diallo,20,51,526,75,165,4,24,36,59,38,97,17,21,10,23,77,190,.455,.167,.610
Donte DiVincenzo,22,27,411,50,124,22,83,9,12,16,65,31,13,6,19,38,131,.403,.265,.750
Luka Dončić,19,72,2318,506,1186,168,514,346,485,86,563,429,77,25,247,137,1526,.427,.327,.713
Trevon Duval,20,3,6,2,3,1,1,0,0,0,1,2,0,0,0,0,5,.667,1.000,0.0
Vince Edwards,22,2,16,1,4,1,4,0,0,1,2,0,0,0,0,0,3,.250,.250,0.0
Drew Eubanks,21,23,113,15,26,0,0,11,13,6,34,7,2,5,8,11,41,.577,0.0,.846
Jacob Evans,21,30,204,18,53,4,15,0,1,6,25,23,5,3,11,28,40,.340,.267,.000
Melvin Frazier,22,10,44,7,21,0,6,1,4,3,5,1,1,0,1,6,15,.333,.000,.250
Billy Garrett,24,4,63,11,27,0,8,4,4,0,3,7,1,1,2,3,26,.407,.000,1.000
Harry Giles,20,58,820,175,348,0,6,58,91,66,222,85,31,22,73,150,408,.503,.000,.637
Shai Gilgeous-Alexander,20,82,2174,341,716,51,139,156,195,57,232,270,96,45,141,175,889,.476,.367,.800
Brandon Goodwin,23,16,57,6,23,2,6,9,11,1,3,14,0,0,3,7,23,.261,.333,.818
Devonte' Graham,23,46,676,74,216,34,121,35,46,10,63,121,23,2,30,48,217,.343,.281,.761
Donte Grantham,23,3,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
Dusty Hannahs,25,2,26,3,12,0,5,2,2,0,1,5,1,0,1,1,8,.250,.000,1.000
Isaiah Hartenstein,20,28,221,20,41,2,6,11,14,21,47,15,7,12,13,56,53,.488,.333,.786
Haywood Highsmith,22,5,40,4,10,1,5,0,2,0,5,2,1,0,1,1,9,.400,.200,.000
Aaron Holiday,22,50,646,105,262,43,127,41,50,5,67,87,21,13,40,71,294,.401,.339,.820
Kevin Huerter,20,75,2048,275,657,136,353,41,56,60,245,214,65,25,109,155,727,.419,.385,.732
Isaac Humphries,21,5,56,6,21,3,11,0,0,4,11,0,1,0,0,7,15,.286,.273,0.0
Chandler Hutchison,22,44,895,96,209,14,50,23,38,31,185,34,23,6,25,59,229,.459,.280,.605
Frank Jackson,20,61,1169,194,447,53,169,54,73,25,134,69,25,2,48,92,495,.434,.314,.740
Jaren Jackson Jr.,19,58,1515,298,589,51,142,151,197,73,272,64,52,82,98,220,798,.506,.359,.766
Amile Jefferson,25,12,68,10,16,0,0,7,8,6,21,3,3,3,1,8,27,.625,0.0,.875
Alize Johnson,22,14,64,4,16,1,2,4,8,4,19,1,1,3,0,7,13,.250,.500,.500
B.J. Johnson,23,7,49,9,18,3,7,2,2,2,8,0,2,0,2,4,23,.500,.429,1.000
Jemerrio Jones,23,6,143,12,33,2,10,1,2,16,49,13,7,5,5,10,27,.364,.200,.500
George King,25,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
Kevin Knox,19,75,2158,338,914,125,364,162,226,61,335,82,43,24,114,175,963,.370,.343,.717
Rodions Kurucs,20,63,1294,202,449,58,184,72,92,56,246,52,41,25,77,146,534,.450,.315,.783
Zach Lofton,26,1,4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,.000,.000,0.0
Jordan Loyd,25,12,55,8,18,4,8,9,11,1,9,6,0,0,2,5,29,.444,.500,.818
Daryl Macon,23,8,90,10,27,5,11,4,7,2,12,7,1,0,6,8,29,.370,.455,.571
J.P. Macura,23,2,17,3,9,0,4,0,0,0,3,2,0,0,0,0,6,.333,.000,0.0
Yante Maten,22,2,13,1,4,0,1,0,0,1,3,0,1,0,0,0,2,.250,.000,0.0
Tahjere McCall,24,1,8,2,3,0,1,0,1,0,1,0,0,0,0,2,4,.667,.000,.000
De'Anthony Melton,20,50,984,100,256,29,95,21,28,25,134,159,68,23,75,113,250,.391,.305,.750
Chimezie Metu,21,29,145,19,58,0,2,13,17,9,36,13,6,2,15,14,51,.328,.000,.765
Shake Milton,22,20,268,34,87,14,44,5,7,9,35,18,8,8,6,29,87,.391,.318,.714
Džanan Musa,19,9,39,9,22,1,10,0,2,1,5,2,2,0,4,1,19,.409,.100,.000
Svi Mykhailiuk,21,42,440,46,140,29,89,12,20,9,36,37,14,1,21,25,133,.329,.326,.600
Elie Okobo,21,53,958,114,290,39,132,37,47,12,98,127,32,7,69,109,304,.393,.295,.787
Josh Okogie,20,74,1757,196,508,60,215,118,162,41,218,91,88,33,63,166,570,.386,.279,.728
Theo Pinson,23,18,211,25,73,12,46,19,22,4,36,21,6,0,18,15,81,.342,.261,.864
Cameron Reynolds,23,19,259,33,78,21,51,8,9,4,31,13,6,2,5,26,95,.423,.412,.889
Duncan Robinson,24,15,161,18,46,10,35,4,6,2,19,5,5,0,4,11,50,.391,.286,.667
Jerome Robinson,21,33,320,44,110,18,57,6,9,3,41,19,11,3,13,46,112,.400,.316,.667
Mitchell Robinson,20,66,1360,202,291,0,0,81,135,177,423,37,52,161,35,217,485,.694,0.0,.600
Brandon Sampson,21,14,214,28,60,11,29,4,6,3,16,10,8,3,12,19,71,.467,.379,.667
Collin Sexton,20,82,2605,519,1206,119,296,214,255,57,236,243,44,6,185,186,1371,.430,.402,.839
Landry Shamet,21,79,1802,240,557,167,396,75,93,21,134,117,37,10,45,155,722,.431,.422,.806
Jordan Sibert,26,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,3,1.000,1.000,0.0
Anfernee Simons,19,20,141,28,63,10,29,9,16,3,13,13,1,0,11,9,75,.444,.345,.563
Zhaire Smith,19,6,111,14,34,6,16,6,8,3,13,10,2,2,6,8,40,.412,.375,.750
Ray Spalding,21,14,148,25,47,0,3,4,12,15,48,5,9,8,9,23,54,.532,.000,.333
Omari Spellman,21,46,805,98,244,44,128,32,45,72,194,47,26,25,31,67,272,.402,.344,.711
Jared Terrell,23,14,111,12,39,4,17,3,6,1,6,12,3,2,10,16,31,.308,.235,.500
Emanuel Terry,22,3,23,4,7,0,0,2,4,3,7,2,3,0,2,4,10,.571,0.0,.500
Khyri Thomas,22,26,195,22,69,10,35,7,11,4,20,8,7,5,4,22,61,.319,.286,.636
Gary Trent Jr.,20,15,111,16,50,5,21,3,7,1,11,5,1,2,4,4,40,.320,.238,.429
Allonzo Trier,23,64,1459,232,518,52,132,179,223,31,197,119,28,14,116,117,695,.448,.394,.803
Jarred Vanderbilt,19,17,69,9,19,0,1,6,10,7,23,3,6,1,8,8,24,.474,.000,.600
Moritz Wagner,21,43,446,71,171,22,77,43,53,17,85,24,11,13,39,57,207,.415,.286,.811
Lonnie Walker IV,20,17,118,16,46,5,13,8,10,0,17,9,7,3,4,7,45,.348,.385,.800
Brad Wanamaker,29,36,343,50,105,16,39,24,28,3,41,56,12,2,19,34,140,.476,.410,.857
Julian Washburn,27,18,254,16,48,5,24,3,4,8,41,14,13,2,7,16,40,.333,.208,.750
Yuta Watanabe,24,15,174,15,51,2,16,7,10,4,31,8,4,1,6,11,39,.294,.125,.700
Thomas Welsh,22,11,36,7,13,3,7,1,2,0,4,5,0,0,1,3,18,.538,.429,.500
Johnathan Williams,23,24,372,65,110,0,2,27,48,48,99,13,8,7,16,62,157,.591,.000,.563
Kenrich Williams,24,46,1079,107,279,52,156,13,19,55,219,83,45,19,36,95,279,.384,.333,.684
Robert Williams,21,32,283,36,51,0,0,9,15,27,81,7,9,40,10,36,81,.706,0.0,.600
Trae Young,20,81,2503,525,1256,156,482,343,414,64,301,653,72,15,308,140,1549,.418,.324,.829
