Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Trenton Hassell,22,78,2237,267,628,60,165,87,114,65,255,172,55,44,101,184,681,.425,.364,.763
Kirk Haston,22,15,77,11,39,0,3,4,8,5,20,5,0,1,3,9,26,.282,.000,.500
Brendan Haywood,22,62,1266,109,221,0,0,97,160,143,322,29,21,91,50,158,315,.493,0.0,.606
Steven Hunter,20,53,516,67,147,0,0,55,94,40,97,5,5,43,16,81,189,.456,0.0,.585
Mike James,26,15,119,15,43,8,21,4,7,2,14,19,6,1,13,17,42,.349,.381,.571
Richard Jefferson,21,79,1917,270,591,13,56,189,265,85,293,140,64,48,107,211,742,.457,.232,.713
Joe Johnson,20,77,1916,251,584,38,130,41,53,75,257,179,59,20,71,114,581,.430,.292,.774
Alvin Jones,23,23,126,8,20,0,0,10,20,13,36,3,3,9,11,35,26,.400,0.0,.500
Andrei Kirilenko,20,82,2151,285,633,25,100,285,371,149,402,94,116,159,108,156,880,.450,.250,.768
Terence Morris,23,68,1110,111,289,15,78,18,28,77,211,64,21,27,45,72,255,.384,.192,.643
Troy Murphy,21,82,1448,178,423,3,9,121,156,99,322,70,36,21,84,217,480,.421,.333,.776
Dean Oliver,23,20,139,17,46,2,13,6,9,0,8,21,3,0,11,16,42,.370,.154,.667
Tony Parker*,19,77,2267,268,639,61,189,108,160,33,197,334,89,7,151,166,705,.419,.323,.675
Vladimir Radmanović,21,61,1230,146,354,66,157,49,72,45,230,81,56,24,72,119,407,.412,.420,.681
Zach Randolph,20,41,238,48,107,0,0,18,27,31,69,13,7,4,15,29,114,.449,0.0,.667
Željko Rebrača,29,74,1179,189,374,0,0,135,175,84,290,38,28,73,84,192,513,.505,0.0,.771
Jason Richardson,21,80,2629,464,1090,82,246,141,210,124,340,236,106,31,160,195,1151,.426,.333,.671
Norm Richardson,22,11,67,10,26,4,8,6,9,3,8,2,0,0,3,5,30,.385,.500,.667
Jeryl Sasser,22,7,36,3,14,0,0,4,5,3,7,2,3,0,2,3,10,.214,0.0,.800
Kenny Satterfield,20,36,560,73,199,7,27,36,46,17,52,108,31,1,53,43,189,.367,.259,.783
Brian Scalabrine,23,28,290,23,67,3,10,11,15,12,51,21,9,2,24,39,60,.343,.300,.733
Ansu Sesay,25,9,142,22,44,0,0,14,20,7,20,8,3,2,2,18,58,.500,0.0,.700
Bobby Simmons,21,30,343,43,95,4,14,22,30,25,52,17,13,5,14,31,112,.453,.286,.733
Leon Smith,21,14,100,10,26,0,0,11,17,10,31,3,5,1,3,12,31,.385,0.0,.647
Will Solomon,23,62,872,113,331,46,162,49,73,12,68,92,35,7,62,76,321,.341,.284,.671
Etan Thomas,23,47,618,81,151,0,0,41,74,55,181,6,17,35,26,76,203,.536,0.0,.554
Jamaal Tinsley,23,80,2442,289,760,42,175,131,186,78,298,647,138,40,270,248,751,.380,.240,.704
Óscar Torres,25,65,1075,135,341,37,126,82,105,47,122,40,25,9,49,64,389,.396,.294,.781
Jeff Trepagnier,22,12,77,7,23,0,1,4,7,3,12,12,8,4,11,8,18,.304,.000,.571
Ratko Varda,22,1,6,2,3,0,0,1,1,0,1,0,0,0,1,3,5,.667,0.0,1.000
Gerald Wallace,19,54,430,75,175,0,7,23,46,49,89,27,19,6,22,46,173,.429,.000,.500
Earl Watson,22,64,964,96,212,16,44,23,36,31,83,125,60,5,51,93,231,.453,.364,.639
Rodney White,21,16,129,21,60,2,9,12,14,2,18,12,9,2,14,6,56,.350,.222,.857
Loren Woods,23,60,516,33,96,0,2,44,60,46,122,22,17,34,36,60,110,.344,.000,.733
