Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Donnell Harvey,20,18,65,8,14,0,0,6,16,6,20,2,3,1,7,15,22,.571,0.0,.375
Eddie House,22,50,550,104,247,19,55,24,35,5,42,52,13,0,35,58,251,.421,.345,.686
Marc Jackson,26,48,1410,237,508,5,23,154,192,119,361,59,34,27,93,138,633,.467,.217,.802
Stephen Jackson,22,77,1660,243,572,52,155,97,135,41,208,140,86,14,130,166,635,.425,.335,.719
DerMarr Johnson,20,78,1313,146,390,41,127,64,87,56,178,64,43,30,93,134,397,.374,.323,.736
Garth Joseph,27,4,16,1,5,0,0,0,2,2,2,1,0,1,2,1,2,.200,0.0,.000
Dan Langhi,23,33,241,37,99,0,1,16,29,13,41,4,7,1,8,16,90,.374,.000,.552
Art Long,28,9,20,0,4,0,0,0,2,2,8,1,0,3,2,5,0,.000,0.0,.000
Mark Madsen,25,70,641,55,113,1,1,26,37,74,152,24,8,8,27,111,137,.487,1.000,.703
Jamaal Magloire,22,74,1095,122,271,0,2,95,145,103,295,27,18,78,61,139,339,.450,.000,.655
Kenyon Martin,23,68,2272,346,777,1,11,121,192,137,502,131,78,113,138,281,814,.445,.091,.630
Desmond Mason,23,78,1522,189,439,18,67,67,91,72,249,63,39,20,53,146,463,.431,.269,.736
Dan McClintock,23,6,58,9,18,0,0,0,5,10,17,1,0,2,3,11,18,.500,0.0,.000
Paul McPherson,22,55,595,109,216,2,12,42,58,40,79,38,25,4,47,80,262,.505,.167,.724
Stanislav Medvedenko,21,7,39,12,25,1,1,7,12,1,9,2,1,1,3,9,32,.480,1.000,.583
Chris Mihm,21,59,1166,173,391,0,1,100,126,106,280,16,20,53,80,156,446,.442,.000,.794
Darius Miles,19,81,2133,318,630,1,19,124,238,127,477,99,51,125,147,191,761,.505,.053,.521
Mike Miller,20,82,2390,368,845,148,364,91,128,66,327,140,51,19,97,200,975,.436,.407,.711
Jérôme Moïso,22,24,135,12,30,0,1,11,26,12,42,3,3,4,18,29,35,.400,.000,.423
Hanno Möttölä,24,73,989,123,277,0,3,73,90,49,174,25,11,9,67,163,319,.444,.000,.811
Mamadou N'Diaye,25,3,10,1,4,0,0,2,2,1,2,0,0,0,0,3,4,.250,0.0,1.000
Lee Nailon,25,42,469,66,136,0,1,32,43,29,92,24,9,5,27,60,164,.485,.000,.744
Eduardo Nájera,24,40,431,58,111,1,3,14,33,41,95,27,13,8,17,48,131,.523,.333,.424
Ira Newble,26,27,184,21,55,4,9,8,16,13,35,6,2,4,7,18,54,.382,.444,.500
Olumide Oyedeji,19,30,221,18,37,0,0,9,12,24,67,2,7,10,11,40,45,.486,0.0,.750
Andy Panko,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Mike Penberthy,26,53,851,92,222,55,139,28,31,10,63,71,22,2,34,57,267,.414,.396,.903
Morris Peterson,23,80,1809,290,673,63,165,104,145,112,259,105,63,20,78,164,747,.431,.382,.717
Chris Porter,22,51,1147,173,445,0,5,94,141,89,189,61,45,6,59,111,440,.389,.000,.667
Lavor Postell,22,26,169,17,54,3,11,22,27,8,25,5,4,2,17,12,59,.315,.273,.815
Joel Przybilla,21,33,270,12,35,0,0,3,11,29,71,2,3,30,13,56,27,.343,0.0,.273
Michael Redd,21,6,35,5,19,0,3,3,6,3,4,1,1,0,1,2,13,.263,.000,.500
Quentin Richardson,20,76,1358,232,525,50,151,99,158,105,257,62,42,7,64,98,613,.442,.331,.627
Terrance Roberson,24,3,13,0,2,0,1,0,0,0,1,1,0,0,2,3,0,.000,.000,0.0
Jamal Robinson,27,6,72,3,22,0,2,0,0,3,11,2,6,0,3,7,6,.136,.000,0.0
Soumaila Samake,22,34,226,18,48,0,0,10,24,22,53,1,2,14,4,23,46,.375,0.0,.417
Pepe Sánchez,23,29,150,9,28,0,1,2,2,3,15,41,11,1,6,21,20,.321,.000,1.000
Daniel Santiago,24,54,581,64,134,0,0,42,61,35,102,11,17,21,47,101,170,.478,0.0,.689
Jabari Smith,23,9,66,11,22,0,0,4,6,1,8,6,4,0,3,7,26,.500,0.0,.667
Mike Smith,24,17,180,19,59,3,18,10,16,10,22,10,5,3,7,8,51,.322,.167,.625
DeShawn Stevenson,19,40,293,31,91,1,12,26,38,9,28,18,10,2,28,29,89,.341,.083,.684
Stromile Swift,21,80,1312,153,339,0,4,85,141,109,284,28,62,82,64,160,391,.451,.000,.603
Dragan Tarlać,27,43,598,39,99,0,0,25,33,37,122,31,7,19,38,95,103,.394,0.0,.758
Jake Tsakalidis,21,57,947,101,215,0,0,54,91,83,242,19,10,55,66,137,256,.470,0.0,.593
Hedo Türkoğlu,21,74,1245,138,335,28,86,87,112,49,210,69,52,24,55,139,391,.412,.326,.777
David Vanterpool,27,22,411,46,110,0,6,30,50,15,37,66,23,3,37,44,122,.418,.000,.600
Jake Voskuhl,23,16,143,11,25,0,0,8,14,12,34,5,5,6,12,38,30,.440,0.0,.571
Rubén Wolkowyski,27,34,305,25,79,0,2,25,34,12,46,3,6,18,12,38,75,.316,.000,.735
Wang Zhizhi,23,5,38,8,19,0,2,8,10,1,7,0,0,0,1,8,24,.421,.000,.800
