Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Rk,W,L
Cedric Maxwell,SF,22,BOS,72,0,1213,170,316,.538,0,0,0,170,316,.538,.538,188,250,.752,138,241,379,68,53,48,122,151,528,18.0,32.0,50.0
Scott May,SF,23,CHI,55,55,1802,280,617,.454,0,0,0,280,617,.454,.454,175,216,.810,118,214,332,114,50,6,125,170,735,14.0,40.0,42.0
Bob McAdoo*,C,26,NYK,79,78,3182,814,1564,.520,0,0,0,814,1564,.520,.520,469,645,.727,236,774,1010,298,105,126,346,297,2097,12.0,43.0,39.0
Andre McCarter,PG,24,KCK,1,0,9,0,2,.000,0,0,0,0,2,.000,.000,0,0,0,0,1,1,0,0,0,0,1,0,16.0,31.0,51.0
Ted McClain,PG,31,TOT,70,0,1020,123,280,.439,0,0,0,123,280,.439,.439,57,73,.781,20,92,112,157,58,6,90,124,303,10.707317073170731,32.951219512195124,37.048780487804876
Jim McDaniels,C,29,BUF,42,0,694,100,234,.427,0,0,0,100,234,.427,.427,36,42,.857,46,135,181,44,4,37,50,112,236,20.0,27.0,55.0
George McGinnis*,PF,27,PHI,78,76,2533,588,1270,.463,0,0,0,588,1270,.463,.463,411,574,.716,282,528,810,294,137,27,312,287,1587,2.0,55.0,27.0
Tom McMillen,C,25,ATL,68,0,1683,280,568,.493,0,0,0,280,568,.493,.493,116,145,.800,151,265,416,84,33,16,109,233,676,11.0,41.0,41.0
Jim McMillian,SF,29,NYK,81,63,1977,288,623,.462,0,0,0,288,623,.462,.462,115,134,.858,80,209,289,205,76,17,104,116,691,12.0,43.0,39.0
Larry McNeill,PF,27,TOT,46,0,940,162,356,.455,0,0,0,162,356,.455,.455,145,175,.829,80,122,202,47,18,11,67,114,469,10.121951219512196,16.902439024390244,29.097560975609756
John Mengelt,SG,28,CHI,81,8,1767,325,675,.481,0,0,0,325,675,.481,.481,184,238,.773,41,88,129,232,51,4,124,169,834,14.0,40.0,42.0
Dave Meyers,PF,24,MIL,80,0,2416,432,938,.461,0,0,0,432,938,.461,.461,314,435,.722,144,393,537,241,86,46,213,240,1178,13.0,44.0,38.0
Steve Mix,SF,30,PHI,82,20,1819,291,560,.520,0,0,0,291,560,.520,.520,175,220,.795,96,201,297,174,87,3,131,158,757,2.0,55.0,27.0
Larry Moffett,SF,23,HOU,20,0,110,5,17,.294,0,0,0,5,17,.294,.294,6,10,.600,10,11,21,7,2,2,8,16,16,21.0,28.0,54.0
Eric Money,PG,22,DET,76,0,2557,600,1200,.500,0,0,0,600,1200,.500,.500,214,298,.718,90,119,209,356,123,12,322,237,1414,15.0,38.0,44.0
Earl Monroe*,SG,33,NYK,76,73,2369,556,1123,.495,0,0,0,556,1123,.495,.495,242,291,.832,47,135,182,361,60,19,179,189,1354,12.0,43.0,39.0
Glenn Mosley,PF,22,PHI,6,0,21,5,13,.385,0,0,0,5,13,.385,.385,3,7,.429,0,5,5,2,0,0,5,5,13,2.0,55.0,27.0
Calvin Murphy*,SG,29,HOU,76,0,2900,852,1737,.491,0,0,0,852,1737,.491,.491,245,267,.918,57,107,164,259,112,3,173,241,1949,21.0,28.0,54.0
Bob Nash,SF,27,KCK,66,0,800,157,304,.516,0,0,0,157,304,.516,.516,50,69,.725,75,94,169,46,27,18,47,75,364,16.0,31.0,51.0
Swen Nater,C,28,BUF,78,0,2778,501,994,.504,0,0,0,501,994,.504,.504,208,272,.765,278,751,1029,216,40,47,225,274,1210,20.0,27.0,55.0
Lloyd Neal,PF,27,POR,61,0,1174,272,540,.504,0,0,0,272,540,.504,.504,127,177,.718,116,257,373,81,29,21,96,128,671,1.0,58.0,24.0
Louie Nelson,SG,26,TOT,33,0,406,85,211,.403,0,0,0,85,211,.403,.403,57,84,.679,13,39,52,34,22,7,48,33,227,8.268292682926829,10.341463414634145,22.658536585365855
Johnny Neumann,SG,26,IND,20,0,216,35,86,.407,0,0,0,35,86,.407,.407,13,18,.722,5,9,14,27,6,1,22,24,83,19.0,31.0,51.0
Mike Newlin,SG,29,HOU,45,0,1181,216,495,.436,0,0,0,216,495,.436,.436,152,174,.874,36,84,120,203,52,9,120,128,584,21.0,28.0,54.0
Norm Nixon,PG,22,LAL,81,0,2779,496,998,.497,0,0,0,496,998,.497,.497,115,161,.714,41,198,239,553,138,7,251,259,1107,5.0,45.0,37.0
Willie Norwood,SF,30,TOT,35,0,611,74,181,.409,0,0,0,74,181,.409,.409,50,75,.667,49,70,119,33,31,3,56,101,198,3.158536585365854,20.853658536585368,14.146341463414636
Mark Olberding,PF,21,SAS,79,0,1773,231,480,.481,0,0,0,231,480,.481,.481,184,227,.811,104,269,373,131,45,26,118,235,646,4.0,52.0,30.0
Eddie Owens,SF,24,BUF,8,0,63,9,21,.429,0,0,0,9,21,.429,.429,3,6,.500,5,5,10,5,1,0,3,9,21,20.0,27.0,55.0
Tom Owens,C,28,POR,82,0,1714,313,639,.490,0,0,0,313,639,.490,.490,206,278,.741,195,346,541,160,33,37,152,263,832,1.0,58.0,24.0
Joe Pace,C,24,WSB,49,0,438,67,140,.479,0,0,0,67,140,.479,.479,57,93,.613,50,84,134,23,12,21,44,86,191,7.0,44.0,38.0
Robert Parish*,C,24,GSW,82,0,1969,430,911,.472,0,0,0,430,911,.472,.472,165,264,.625,211,469,680,95,79,123,201,291,1025,10.0,43.0,39.0
Sonny Parker,SF,22,GSW,82,0,2069,406,783,.519,0,0,0,406,783,.519,.519,122,173,.705,167,222,389,155,135,36,128,186,934,10.0,43.0,39.0
Billy Paultz,C,29,SAS,80,0,2479,518,979,.529,0,0,0,518,979,.529,.529,230,306,.752,172,503,675,213,42,194,167,222,1266,4.0,52.0,30.0
Curtis Perry,PF,29,PHO,45,0,818,110,243,.453,0,0,0,110,243,.453,.453,51,65,.785,87,163,250,48,34,22,63,120,271,3.0,49.0,33.0
Cliff Pondexter,PF,23,CHI,44,0,534,37,85,.435,0,0,0,37,85,.435,.435,14,20,.700,36,94,130,87,19,15,30,66,88,14.0,40.0,42.0
Ben Poquette,PF,22,DET,52,0,626,95,225,.422,0,0,0,95,225,.422,.422,42,60,.700,50,95,145,20,10,22,40,69,232,15.0,38.0,44.0
Howard Porter,SF,29,TOT,63,0,1323,309,635,.487,0,0,0,309,635,.487,.487,124,155,.800,100,179,279,42,29,38,55,134,742,16.219512195121954,19.804878048780488,43.19512195121952
Kevin Porter,PG,27,TOT,82,0,2813,495,1055,.469,0,0,0,495,1055,.469,.469,244,320,.763,53,161,214,837,123,15,360,283,1234,21.31707317073171,25.365853658536587,56.63414634146342
Jim Price,PG,28,TOT,83,0,1929,294,656,.448,0,0,0,294,656,.448,.448,135,169,.799,57,203,260,260,114,9,175,200,723,11.0,44.4390243902439,38.5609756097561
Ed Ratleff,SF,27,HOU,68,0,1163,130,310,.419,0,0,0,130,310,.419,.419,39,47,.830,56,106,162,153,60,22,67,109,299,21.0,28.0,54.0
Clifford Ray,C,29,GSW,79,0,2268,272,476,.571,0,0,0,272,476,.571,.571,148,243,.609,236,522,758,147,74,90,150,291,692,10.0,43.0,39.0
Robert Reid,SF,22,HOU,80,0,1849,261,574,.455,0,0,0,261,574,.455,.455,63,96,.656,111,248,359,121,67,51,81,277,585,21.0,28.0,54.0
Kevin Restani,PF,26,TOT,54,0,547,72,167,.431,0,0,0,72,167,.431,.431,9,13,.692,36,72,108,30,5,5,17,41,153,10.24390243902439,21.682926829268293,32.31707317073171
Anthony Roberts,SF,22,DEN,82,0,1598,311,736,.423,0,0,0,311,736,.423,.423,153,212,.722,135,216,351,105,40,7,118,212,775,8.0,48.0,34.0
Tony Robertson,SG,22,ATL,63,0,929,168,381,.441,0,0,0,168,381,.441,.441,37,53,.698,15,55,70,103,74,5,88,133,373,11.0,41.0,41.0
Bill Robinzine,PF,25,KCK,82,0,1748,305,677,.451,0,0,0,305,677,.451,.451,206,271,.760,173,366,539,72,74,11,172,281,816,16.0,31.0,51.0
Dave Robisch,C,28,TOT,78,0,1277,177,430,.412,0,0,0,177,430,.412,.412,100,129,.775,100,252,352,88,39,29,71,130,454,8.682926829268293,38.8780487804878,39.1219512195122
Tree Rollins,C,22,ATL,80,0,1795,253,520,.487,0,0,0,253,520,.487,.487,104,148,.703,179,373,552,79,57,218,121,326,610,11.0,41.0,41.0
Dan Roundfield,PF,24,IND,79,0,2423,421,861,.489,0,0,0,421,861,.489,.489,218,300,.727,275,527,802,196,81,149,194,297,1060,19.0,31.0,51.0
Curtis Rowe,PF,28,BOS,51,0,911,123,273,.451,0,0,0,123,273,.451,.451,66,89,.742,74,129,203,45,14,8,76,94,312,18.0,32.0,50.0
Campy Russell,SF,26,CLE,72,0,2520,523,1168,.448,0,0,0,523,1168,.448,.448,352,469,.751,154,304,458,278,88,12,206,193,1398,9.0,43.0,39.0
Cazzie Russell,SF,33,CHI,36,5,789,133,304,.438,0,0,0,133,304,.438,.438,49,57,.860,31,52,83,61,19,4,35,63,315,14.0,40.0,42.0
Fred Saunders,SF,26,TOT,56,0,643,99,234,.423,0,0,0,99,234,.423,.423,26,36,.722,38,73,111,46,21,14,42,106,224,5.7073170731707314,10.146341463414634,15.853658536585366
Dale Schlueter,C,32,POR,10,0,109,8,19,.421,0,0,0,8,19,.421,.421,9,18,.500,5,16,21,18,3,2,15,20,25,1.0,58.0,24.0
Alvin Scott,SF,22,PHO,81,0,1538,180,369,.488,0,0,0,180,369,.488,.488,132,191,.691,135,222,357,88,52,40,85,158,492,3.0,49.0,33.0
Charlie Scott*,SG,29,TOT,79,0,2473,435,994,.438,0,0,0,435,994,.438,.438,194,260,.746,62,187,249,378,110,17,238,252,1064,9.73170731707317,38.4390243902439,40.5609756097561
Bruce Seals,SF,24,SEA,73,0,1322,230,551,.417,0,0,0,230,551,.417,.417,111,175,.634,62,164,226,81,41,33,103,210,571,6.0,47.0,35.0
Lonnie Shelton,PF,22,NYK,82,45,2319,508,988,.514,0,0,0,508,988,.514,.514,203,276,.736,204,376,580,195,109,112,228,350,1219,12.0,43.0,39.0
Steve Sheppard,SF,23,CHI,64,7,698,119,262,.454,0,0,0,119,262,.454,.454,37,56,.661,67,64,131,43,14,3,46,72,275,14.0,40.0,42.0
John Shumate,PF,25,TOT,80,0,2760,391,773,.506,0,0,0,391,773,.506,.506,400,508,.787,157,525,682,180,90,52,232,200,1182,15.731707317073171,34.65853658536585,45.34146341463414
Jack Sikma*,PF,22,SEA,82,0,2238,342,752,.455,0,0,0,342,752,.455,.455,192,247,.777,196,482,678,134,68,40,186,300,876,6.0,47.0,35.0
James Silas,PG,28,SAS,37,0,311,43,97,.443,0,0,0,43,97,.443,.443,60,73,.822,4,19,23,38,11,1,30,29,146,4.0,52.0,30.0
Paul Silas,PF,34,SEA,82,0,2172,184,464,.397,0,0,0,184,464,.397,.397,109,186,.586,289,377,666,145,65,16,152,182,477,6.0,47.0,35.0
Ralph Simpson,SG,28,TOT,64,0,1323,216,576,.375,0,0,0,216,576,.375,.375,85,104,.817,53,104,157,159,75,7,126,90,517,8.975609756097562,33.5609756097561,30.439024390243905
Scott Sims,PG,22,SAS,12,0,95,10,26,.385,0,0,0,10,26,.385,.385,10,15,.667,5,8,13,20,3,0,19,16,30,4.0,52.0,30.0
Al Skinner,SG,25,TOT,77,0,1551,222,488,.455,0,0,0,222,488,.455,.455,162,203,.798,67,157,224,146,65,20,161,242,606,14.768292682926829,34.3170731707317,42.68292682926829
Bingo Smith,SG,31,CLE,82,0,1581,369,840,.439,0,0,0,369,840,.439,.439,108,135,.800,65,142,207,91,38,21,81,155,846,9.0,43.0,39.0
Elmore Smith,C,28,CLE,81,0,1996,402,809,.497,0,0,0,402,809,.497,.497,205,309,.663,178,500,678,57,50,176,141,241,1009,9.0,43.0,39.0
Phil Smith,SG,25,GSW,82,82,2940,648,1373,.472,0,0,0,648,1373,.472,.472,316,389,.812,100,200,300,393,108,27,266,219,1612,10.0,43.0,39.0
Randy Smith,SG,29,BUF,82,82,3314,789,1697,.465,0,0,0,789,1697,.465,.465,443,554,.800,110,200,310,458,172,11,286,224,2021,20.0,27.0,55.0
Robert Smith,PG,22,DEN,45,0,378,50,97,.515,0,0,0,50,97,.515,.515,21,24,.875,6,30,36,39,18,3,20,52,121,8.0,48.0,34.0
Willie Smith,PG,24,IND,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19.0,31.0,51.0
Dick Snyder,SG,33,CLE,58,0,660,112,252,.444,0,0,0,112,252,.444,.444,56,64,.875,9,40,49,56,23,19,48,74,280,9.0,43.0,39.0
Ricky Sobers,PG,25,IND,79,0,3019,553,1221,.453,0,0,0,553,1221,.453,.453,330,400,.825,92,235,327,584,170,23,352,308,1436,19.0,31.0,51.0
Kevin Stacom,SG,26,BOS,55,0,1006,206,484,.426,0,0,0,206,484,.426,.426,54,71,.761,26,80,106,111,28,3,69,60,466,18.0,32.0,50.0
Larry Steele,SG,28,POR,65,0,1132,210,447,.470,0,0,0,210,447,.470,.470,100,122,.820,34,79,113,87,59,5,66,138,520,1.0,58.0,24.0
Earl Tatum,SG,24,TOT,82,0,2522,510,1087,.469,0,0,0,510,1087,.469,.469,153,196,.781,79,216,295,296,140,40,184,257,1173,14.73170731707317,35.26829268292683,46.731707317073166
Brian Taylor,PG,26,DEN,39,0,1222,182,403,.452,0,0,0,182,403,.452,.452,88,115,.765,30,68,98,132,71,9,77,120,452,8.0,48.0,34.0
Claude Terry,SG,28,ATL,27,0,166,25,68,.368,0,0,0,25,68,.368,.368,9,11,.818,3,12,15,7,6,0,8,14,59,11.0,41.0,41.0
David Thompson*,SG,23,DEN,80,0,3025,826,1584,.521,0,0,0,826,1584,.521,.521,520,668,.778,156,234,390,362,92,99,245,213,2172,8.0,48.0,34.0
Dean Tolson,PF,26,SEA,1,0,7,0,1,.000,0,0,0,0,1,.000,.000,0,0,0,0,0,0,2,0,0,1,2,0,6.0,47.0,35.0
Rudy Tomjanovich*,SF,29,HOU,23,0,849,217,447,.485,0,0,0,217,447,.485,.485,61,81,.753,40,98,138,32,15,5,38,63,495,21.0,28.0,54.0
Dave Twardzik,PG,27,POR,75,0,1820,242,409,.592,0,0,0,242,409,.592,.592,183,234,.782,36,98,134,244,107,4,158,186,667,1.0,58.0,24.0
Wes Unseld*,C,31,WSB,80,0,2644,257,491,.523,0,0,0,257,491,.523,.523,93,173,.538,286,669,955,326,98,45,173,234,607,7.0,44.0,38.0
Jan van Breda Kolff,SF,26,NJN,68,0,1419,107,292,.366,0,0,0,107,292,.366,.366,87,123,.707,66,178,244,105,52,46,73,192,301,22.0,24.0,58.0
Norm Van Lier,PG,30,CHI,78,75,2524,200,477,.419,0,0,0,200,477,.419,.419,172,229,.751,86,198,284,531,144,5,200,279,572,14.0,40.0,42.0
Foots Walker,PG,26,CLE,81,0,2496,287,641,.448,0,0,0,287,641,.448,.448,159,221,.719,76,218,294,453,176,24,181,218,733,9.0,43.0,39.0
Phil Walker,SG,21,WSB,40,0,384,57,161,.354,0,0,0,57,161,.354,.354,64,96,.667,21,31,52,54,14,5,62,39,178,7.0,44.0,38.0
Wally Walker,SF,23,TOT,77,0,1104,204,461,.443,0,0,0,204,461,.443,.443,75,120,.625,87,132,219,77,26,10,77,138,483,5.085365853658536,45.34146341463415,31.65853658536585
Bill Walton*,C,25,POR,58,0,1929,460,882,.522,0,0,0,460,882,.522,.522,177,246,.720,118,648,766,291,60,146,206,145,1097,1.0,58.0,24.0
Lloyd Walton,PG,24,MIL,76,0,1264,154,344,.448,0,0,0,154,344,.448,.448,54,83,.651,26,50,76,253,77,13,107,94,362,13.0,44.0,38.0
Kermit Washington,PF,26,TOT,57,0,1617,247,507,.487,0,0,0,247,507,.487,.487,170,246,.691,215,399,614,72,47,64,107,188,664,8.548780487804878,26.20731707317073,30.792682926829265
Richard Washington,PF,22,KCK,78,0,2231,425,891,.477,0,0,0,425,891,.477,.477,150,199,.754,188,466,654,118,74,73,191,324,1000,16.0,31.0,51.0
Wilson Washington,PF,22,TOT,38,0,561,100,206,.485,0,0,0,100,206,.485,.485,29,53,.547,50,106,156,10,18,37,63,75,229,6.780487804878049,16.414634146341463,21.585365853658534
Slick Watts,PG,26,TOT,71,0,1584,219,558,.392,0,0,0,219,558,.392,.392,92,156,.590,60,119,179,294,108,31,168,184,530,2.3414634146341466,18.34146341463415,13.658536585365853
Nick Weatherspoon,SF,27,CHI,41,0,611,86,194,.443,0,0,0,86,194,.443,.443,37,42,.881,57,68,125,32,19,10,49,74,209,14.0,40.0,42.0
Marvin Webster,C,25,SEA,82,0,2910,427,851,.502,0,0,0,427,851,.502,.502,290,461,.629,361,674,1035,203,48,162,257,262,1144,6.0,47.0,35.0
Scott Wedman,SF,25,KCK,81,0,2961,607,1192,.509,0,0,0,607,1192,.509,.509,221,254,.870,144,319,463,201,99,22,158,242,1435,16.0,31.0,51.0
Paul Westphal*,SG,27,PHO,80,0,2481,809,1568,.516,0,0,0,809,1568,.516,.516,396,487,.813,41,123,164,437,138,31,280,162,2014,3.0,49.0,33.0
Jo Jo White*,PG,31,BOS,46,0,1641,289,690,.419,0,0,0,289,690,.419,.419,103,120,.858,53,127,180,209,49,7,117,109,681,18.0,32.0,50.0
Rudy White,SG,24,HOU,21,0,219,31,85,.365,0,0,0,31,85,.365,.365,14,18,.778,8,13,21,22,8,0,22,24,76,21.0,28.0,54.0
Sidney Wicks,PF,28,BOS,81,0,2413,433,927,.467,0,0,0,433,927,.467,.467,217,329,.660,223,450,673,171,67,46,226,318,1083,18.0,32.0,50.0
Bob Wilkerson,SF,23,DEN,81,0,2780,382,936,.408,0,0,0,382,936,.408,.408,157,210,.748,98,376,474,439,126,21,294,275,921,8.0,48.0,34.0
Jamaal Wilkes*,SF,24,LAL,51,0,1490,277,630,.440,0,0,0,277,630,.440,.440,106,148,.716,113,267,380,182,77,22,107,162,660,5.0,45.0,37.0
Chuck Williams,PG,31,BUF,73,0,2002,208,436,.477,0,0,0,208,436,.477,.477,114,138,.826,29,108,137,317,48,4,156,137,530,20.0,27.0,55.0
Gus Williams,PG,24,SEA,79,0,2572,602,1335,.451,0,0,0,602,1335,.451,.451,227,278,.817,83,173,256,294,185,41,189,198,1431,6.0,47.0,35.0
Nate Williams,SG,27,TOT,73,0,1249,312,724,.431,0,0,0,312,724,.431,.431,101,121,.835,65,139,204,74,57,34,83,181,725,5.609756097560976,24.121951219512198,21.878048780487806
Ray Williams,PG,23,NYK,81,10,1550,305,689,.443,0,0,0,305,689,.443,.443,146,207,.705,85,124,209,363,108,15,242,211,756,12.0,43.0,39.0
John Williamson,SG,26,TOT,75,0,2731,723,1649,.438,0,0,0,723,1649,.438,.438,331,391,.847,66,161,227,214,94,10,228,236,1777,18.585365853658537,25.53658536585366,49.463414634146346
Bill Willoughby,SF,20,BUF,56,0,1079,156,363,.430,0,0,0,156,363,.430,.430,64,80,.800,76,143,219,38,24,47,56,131,376,20.0,27.0,55.0
Bobby Wilson,SG,27,IND,12,0,86,14,36,.389,0,0,0,14,36,.389,.389,2,3,.667,6,6,12,8,2,1,6,16,30,19.0,31.0,51.0
Brian Winters,SG,25,MIL,80,0,2751,674,1457,.463,0,0,0,674,1457,.463,.463,246,293,.840,87,163,250,393,124,27,236,239,1594,13.0,44.0,38.0
Willie Wise,SF,30,SEA,2,0,10,0,3,.000,0,0,0,0,3,.000,.000,1,4,.250,2,1,3,0,0,0,0,2,1,6.0,47.0,35.0
Dave Wohl,PG,28,NJN,10,0,118,12,34,.353,0,0,0,12,34,.353,.353,11,12,.917,1,3,4,13,3,0,16,24,35,22.0,24.0,58.0
Larry Wright,PG,23,WSB,70,0,1466,283,570,.496,0,0,0,283,570,.496,.496,76,107,.710,31,71,102,260,68,15,134,195,642,7.0,44.0,38.0
