Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Eddie Johnson,22,74,1517,295,643,1,11,99,149,128,322,109,50,14,97,210,690,.459,.091,.664
Frank Johnson,23,79,2027,336,812,17,79,153,204,34,147,380,76,7,160,196,842,.414,.215,.750
Steve Johnson,24,78,1741,395,644,0,0,212,330,152,459,91,39,89,197,372,1002,.613,0.0,.642
Albert King,22,76,1694,391,812,3,13,133,171,105,312,142,64,36,180,261,918,.482,.231,.778
Jeff Lamp,22,54,617,100,196,0,1,50,61,24,64,28,16,1,45,83,250,.510,.000,.820
Rock Lee,26,2,10,1,2,0,0,0,4,0,1,2,0,0,0,3,2,.500,0.0,.000
Alton Lister,23,80,1186,149,287,0,0,64,123,108,387,84,18,118,129,239,362,.519,0.0,.520
Lewis Lloyd,22,16,95,25,45,0,0,7,11,9,16,6,5,1,14,20,57,.556,0.0,.636
Kevin Loder,22,71,1139,208,448,0,11,77,107,69,195,88,35,30,68,147,493,.464,.000,.720
Rudy Macklin,23,79,1516,210,484,0,3,134,173,113,263,47,40,20,112,225,554,.434,.000,.775
John McCullough,25,8,23,9,13,0,0,3,5,1,4,3,2,0,3,3,21,.692,0.0,.600
Hank McDowell,22,30,335,34,84,0,0,27,41,41,100,20,6,8,21,52,95,.405,0.0,.659
Mike McGee,22,39,352,80,172,0,4,31,53,34,49,16,18,3,34,59,191,.465,.000,.585
Kevin McKenna,23,36,237,28,87,0,2,11,17,18,29,14,10,2,20,45,67,.322,.000,.647
Larry Nance,22,80,1186,227,436,0,1,75,117,95,256,82,42,71,104,169,529,.521,.000,.641
Kurt Nimphius,23,63,1085,137,297,0,0,63,108,92,295,61,17,82,56,190,337,.461,0.0,.583
Mark Radford,22,43,369,54,100,2,3,35,69,13,29,57,16,2,42,65,145,.540,.667,.507
Ed Rains,25,49,637,77,177,0,2,38,64,37,80,40,18,2,25,74,192,.435,.000,.594
Kurt Rambis,23,64,1131,118,228,0,1,59,117,116,348,56,60,76,77,167,295,.518,.000,.504
Jeff Ruland,23,82,2214,420,749,1,3,342,455,253,762,134,44,58,237,319,1183,.561,.333,.752
Danny Schayes,22,82,1623,252,524,0,1,140,185,131,427,146,46,72,151,292,644,.481,.000,.757
Jim Smith,23,72,858,86,169,0,0,39,85,72,182,46,22,51,47,185,211,.509,0.0,.459
Larry Spriggs,22,4,37,7,11,0,0,0,2,2,6,4,2,0,4,7,14,.636,0.0,.000
Isiah Thomas*,20,72,2433,453,1068,17,59,302,429,57,209,565,150,17,299,253,1225,.424,.288,.704
Ray Tolbert,23,64,607,100,202,0,2,19,35,50,126,33,12,16,45,83,219,.495,.000,.543
Kelly Tripucka,22,82,3077,636,1281,5,22,495,621,219,443,270,89,16,280,241,1772,.496,.227,.797
Elston Turner,22,80,1996,282,639,0,4,97,138,143,301,189,75,2,116,182,661,.441,.000,.703
Darnell Valentine,22,82,1387,187,453,0,9,152,200,48,149,270,94,3,127,187,526,.413,.000,.760
Pete Verhoeven,22,71,1207,149,296,0,0,51,72,106,254,52,42,22,55,215,349,.503,0.0,.708
Jay Vincent,22,81,2626,719,1448,1,4,293,409,182,565,176,89,22,194,308,1732,.497,.250,.716
Danny Vranes,23,77,1075,143,262,0,1,89,148,71,198,56,28,21,68,150,375,.546,.000,.601
Buck Williams,21,82,2825,513,881,0,1,242,388,347,1005,107,84,84,235,285,1268,.582,.000,.624
Herb Williams,23,82,2277,407,854,2,7,126,188,175,605,139,53,178,137,200,942,.477,.286,.670
Sam Williams,22,59,1073,154,277,0,0,49,89,91,308,38,45,76,64,156,357,.556,0.0,.551
Garry Witts,22,46,493,49,84,1,2,33,40,29,62,38,17,4,35,74,132,.583,.500,.825
Al Wood,23,48,930,179,381,3,24,93,119,51,134,58,31,9,71,108,454,.470,.125,.782
Howard Wood,22,42,342,55,120,0,1,34,52,22,65,9,8,6,15,37,144,.458,.000,.654
Orlando Woolridge,22,75,1188,202,394,0,3,144,206,82,227,81,23,24,107,152,548,.513,.000,.699
Rich Yonakor,23,10,70,14,26,0,0,5,7,13,27,3,1,2,2,7,33,.538,0.0,.714
