Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Shane Heal,26,43,236,26,97,20,65,3,5,2,18,33,3,3,17,20,75,.268,.308,.600
Mark Hendrickson,22,29,301,32,77,3,12,18,26,35,92,3,10,4,14,32,85,.416,.250,.692
Allen Iverson*,21,76,3045,625,1504,155,455,382,544,115,312,567,157,24,337,233,1787,.416,.341,.702
Kerry Kittles,22,82,3012,507,1189,158,419,175,227,106,319,249,157,35,127,165,1347,.426,.377,.771
Travis Knight,22,71,1156,140,275,0,0,62,100,130,319,39,31,58,49,170,342,.509,0.0,.620
Priest Lauderdale,23,35,180,49,89,0,1,13,23,16,43,12,1,9,37,39,111,.551,.000,.565
Randy Livingston,21,64,981,100,229,9,22,42,65,32,94,155,39,12,102,107,251,.437,.409,.646
Horacio Llamas,23,20,101,15,28,0,0,4,8,4,18,4,10,5,11,25,34,.536,0.0,.500
Matt Maloney,25,82,2386,271,615,154,381,71,93,19,160,303,82,1,122,125,767,.441,.404,.763
Stephon Marbury,19,67,2324,355,871,102,288,245,337,54,184,522,67,19,210,159,1057,.408,.354,.727
Walter McCarty,22,35,192,26,68,4,14,8,14,8,23,13,7,9,17,38,64,.382,.286,.571
Amal McCaskill,23,17,109,10,32,0,2,8,12,4,22,7,3,5,11,7,28,.313,.000,.667
Jeff McInnis,22,13,117,23,49,12,26,7,10,2,6,18,2,1,13,16,65,.469,.462,.700
Martin Müürsepp,22,42,348,54,131,4,24,44,70,35,67,20,12,11,18,58,156,.412,.167,.629
Steve Nash*,22,65,684,74,175,23,55,42,51,16,63,138,20,0,63,92,213,.423,.418,.824
Ruben Nembhard,24,10,113,16,37,0,6,8,10,3,8,17,9,0,8,12,40,.432,.000,.800
Gaylon Nickerson,27,4,42,4,12,0,2,7,7,1,5,1,1,1,1,1,15,.333,.000,1.000
Moochie Norris,23,8,89,4,22,2,10,2,5,3,12,23,4,0,5,5,12,.182,.200,.400
Jermaine O'Neal,18,45,458,69,153,0,1,47,78,39,124,8,2,26,27,46,185,.451,.000,.603
Ray Owes,24,57,592,75,180,1,5,26,46,64,163,15,15,20,23,86,177,.417,.200,.565
Vitaly Potapenko,21,80,1238,186,423,1,2,92,125,105,217,40,26,34,109,216,465,.440,.500,.736
Chris Robinson,22,41,681,69,182,34,89,16,26,23,71,65,28,9,34,85,188,.379,.382,.615
Roy Rogers,23,82,1848,244,483,1,1,54,94,139,386,46,21,163,86,214,543,.505,1.000,.574
Malik Rose,22,54,525,61,128,0,2,38,62,70,164,32,28,17,41,114,160,.477,.000,.613
Kevin Salvadori,26,23,154,12,33,0,0,13,18,6,25,10,2,13,12,17,37,.364,0.0,.722
Jason Sasser,23,8,69,9,23,1,3,0,0,1,8,2,3,0,2,11,19,.391,.333,0.0
Brent Scott,25,16,55,8,17,0,0,3,6,3,9,3,1,1,4,14,19,.471,0.0,.500
James Scott,24,8,32,0,8,0,4,1,2,1,6,3,2,0,2,5,1,.000,.000,.500
Shawnelle Scott,24,16,50,8,16,0,0,4,11,8,16,0,0,3,0,6,20,.500,0.0,.364
Stevin Smith,25,8,60,6,18,1,6,1,1,2,10,4,1,0,4,9,14,.333,.167,1.000
Matt Steigenga,26,2,12,1,4,0,2,1,2,0,3,2,1,1,2,1,3,.250,.000,.500
Joe Stephens,24,2,9,1,5,1,3,0,0,2,3,0,3,0,3,3,3,.200,.333,0.0
Erick Strickland,23,28,759,102,256,28,92,65,80,21,90,68,27,5,66,75,297,.398,.304,.813
Brett Szabo,28,70,662,54,121,0,1,45,61,56,165,17,16,32,41,119,153,.446,.000,.738
Antoine Walker,20,82,2970,576,1354,52,159,231,366,288,741,262,105,53,230,271,1435,.425,.327,.631
Samaki Walker,20,43,602,83,187,0,1,48,74,47,147,17,15,22,39,71,214,.444,.000,.649
Ben Wallace*,22,34,197,16,46,0,0,6,20,25,58,2,8,11,18,27,38,.348,0.0,.300
John Wallace,22,68,787,122,236,2,4,79,110,51,155,37,21,25,76,102,325,.517,.500,.718
Donald Whiteside,27,27,259,18,55,12,36,11,15,2,12,36,11,0,17,23,59,.327,.333,.733
Jerome Williams,23,33,177,20,51,0,0,9,17,22,50,7,13,1,13,18,49,.392,0.0,.529
Lorenzen Wright,21,77,1936,236,491,1,4,88,150,206,471,49,48,60,79,211,561,.481,.250,.587
Aleksandar Djordjevic,29,8,61,8,16,5,7,4,5,1,5,5,0,0,5,3,25,.500,.714,.800
