Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
George Gervin*,24,82,2705,726,1335,0.0,0.0,443,532,134,454,238,105,104,0.0,286,1895,.544,0.0,.833
Artis Gilmore*,27,82,2877,570,1091,0.0,0.0,387,586,313,1070,199,44,203,0.0,266,1527,.522,0.0,.660
Mike Green,25,76,1928,290,658,0.0,0.0,166,235,191,503,120,45,129,0.0,201,746,.441,0.0,.706
Steve Green,23,70,918,183,424,0.0,0.0,84,113,79,177,46,46,12,0.0,157,450,.432,0.0,.743
Paul Griffin,23,81,1645,140,256,0.0,0.0,145,201,167,495,167,50,43,0.0,241,425,.547,0.0,.721
Rudy Hackett,23,6,46,3,10,0.0,0.0,8,14,4,13,3,0,1,0.0,8,14,.300,0.0,.571
Phil Hicks,24,37,262,41,89,0.0,0.0,11,13,26,66,24,8,0,0.0,37,93,.461,0.0,.846
Armond Hill,23,81,1825,175,439,0.0,0.0,139,174,39,143,403,85,6,0.0,245,489,.399,0.0,.799
Darnell Hillman,27,82,2302,359,811,0.0,0.0,161,244,228,693,166,95,106,0.0,353,879,.443,0.0,.660
Mo Howard,22,32,345,64,132,0.0,0.0,24,35,17,39,42,17,8,0.0,51,152,.485,0.0,.686
Kim Hughes,24,81,2081,151,354,0.0,0.0,19,69,189,564,98,122,119,0.0,308,321,.427,0.0,.275
Dan Issel*,28,79,2507,660,1282,0.0,0.0,445,558,211,696,177,91,29,0.0,246,1765,.515,0.0,.797
Dennis Johnson*,22,81,1667,285,566,0.0,0.0,179,287,161,302,123,123,57,0.0,221,749,.504,0.0,.624
Bobby Jones*,25,82,2419,501,879,0.0,0.0,236,329,174,678,264,186,162,0.0,238,1238,.570,0.0,.717
Caldwell Jones,26,82,2023,215,424,0.0,0.0,64,116,190,666,92,43,200,0.0,301,494,.507,0.0,.552
Rich Jones,30,34,877,134,348,0.0,0.0,92,121,48,194,46,38,11,0.0,109,360,.385,0.0,.760
Robin Jones,22,63,1065,139,299,0.0,0.0,66,109,103,296,80,37,38,0.0,124,344,.465,0.0,.606
Wil Jones,29,80,2709,438,1019,0.0,0.0,166,223,218,604,189,102,80,0.0,305,1042,.430,0.0,.744
George Karl*,25,29,251,25,73,0.0,0.0,29,42,4,17,46,10,0,0.0,36,79,.342,0.0,.690
Goo Kennedy,27,32,277,31,58,0.0,0.0,3,8,14,51,6,7,5,0.0,45,65,.534,0.0,.375
Larry Kenon,24,78,2936,706,1435,0.0,0.0,293,356,282,879,229,167,60,0.0,190,1705,.492,0.0,.823
Billy Knight,24,78,3117,831,1687,0.0,0.0,413,506,223,582,260,117,19,0.0,197,2075,.493,0.0,.816
Mitch Kupchak,22,82,1513,341,596,0.0,0.0,170,246,183,494,62,22,34,0.0,204,852,.572,0.0,.691
Bo Lamar,25,71,1165,228,561,0.0,0.0,46,68,30,92,177,59,3,0.0,73,502,.406,0.0,.676
Ron Lee,24,82,1849,347,786,0.0,0.0,142,210,99,299,263,156,33,0.0,276,836,.441,0.0,.676
Scott Lloyd,24,69,1025,153,324,0.0,0.0,95,126,81,210,33,21,13,0.0,158,401,.472,0.0,.754
John Lucas,23,82,2531,388,814,0.0,0.0,135,171,55,219,463,125,19,0.0,174,911,.477,0.0,.789
Maurice Lucas,24,79,2863,632,1357,0.0,0.0,335,438,271,899,229,83,56,0.0,294,1599,.466,0.0,.765
Moses Malone*,21,82,2506,389,810,0.0,0.0,305,440,437,1072,89,67,181,0.0,275,1083,.480,0.0,.693
Scott May,22,72,2369,431,955,0.0,0.0,188,227,141,437,145,78,17,0.0,185,1050,.451,0.0,.828
Andre McCarter,23,59,725,119,257,0.0,0.0,32,45,16,55,99,23,0,0.0,63,270,.463,0.0,.711
Ted McClain,30,72,2002,245,551,0.0,0.0,99,133,52,229,324,106,13,0.0,255,589,.445,0.0,.744
Allen Murphy,24,2,18,1,5,0.0,0.0,3,7,3,4,0,0,0,0.0,5,5,.200,0.0,.429
Swen Nater,27,72,1960,383,725,0.0,0.0,172,228,266,865,108,54,51,0.0,214,938,.528,0.0,.754
Johnny Neumann,25,63,937,161,397,0.0,0.0,59,87,24,72,141,31,10,0.0,134,381,.406,0.0,.678
Mark Olberding,20,82,1949,301,598,0.0,0.0,251,316,162,449,119,59,29,0.0,277,853,.503,0.0,.794
Tom Owens,27,46,462,68,135,0.0,0.0,52,76,47,142,18,4,13,0.0,96,188,.504,0.0,.684
Joe Pace,23,30,119,24,55,0.0,0.0,16,29,16,34,4,2,17,0.0,29,64,.436,0.0,.552
Robert Parish*,23,77,1384,288,573,0.0,0.0,121,171,201,543,74,55,94,0.0,224,697,.503,0.0,.708
Sonny Parker,21,65,889,154,292,0.0,0.0,71,92,85,173,59,53,26,0.0,77,379,.527,0.0,.772
Billy Paultz,28,82,2694,521,1102,0.0,0.0,238,320,192,687,223,55,173,0.0,262,1280,.473,0.0,.744
Marv Roberts,27,28,209,27,76,0.0,0.0,4,6,9,25,19,4,2,0.0,34,58,.355,0.0,.667
Dave Robisch,27,80,1966,369,811,0.0,0.0,213,256,171,554,158,55,37,0.0,169,951,.455,0.0,.832
Marshall Rogers,23,26,176,43,116,0.0,0.0,14,15,6,11,10,8,3,0.0,33,100,.371,0.0,.933
Dan Roundfield,23,61,1645,342,734,0.0,0.0,164,239,179,518,69,61,131,0.0,243,848,.466,0.0,.686
Phil Sellers,23,44,329,73,190,0.0,0.0,52,72,19,41,25,22,0,0.0,56,198,.384,0.0,.722
Lonnie Shelton,21,82,2104,398,836,0.0,0.0,159,225,220,633,149,125,98,0.0,363,955,.476,0.0,.707
James Silas,27,22,356,61,142,0.0,0.0,87,107,7,32,50,13,3,0.0,36,209,.430,0.0,.813
Ralph Simpson,27,77,1597,356,834,0.0,0.0,138,195,48,181,180,68,5,0.0,100,850,.427,0.0,.708
Al Skinner,24,79,2256,382,887,0.0,0.0,231,292,112,363,289,103,53,0.0,279,995,.431,0.0,.791
Willie Smith,23,2,11,0,1,0.0,0.0,0,0,0,0,0,0,0,0.0,1,0,.000,0.0,0.0
Keith Starr,22,17,65,6,24,0.0,0.0,2,2,6,10,6,1,0,0.0,11,14,.250,0.0,1.000
Earl Tatum,23,68,1249,283,607,0.0,0.0,72,100,83,236,118,85,22,0.0,168,638,.466,0.0,.720
Brian Taylor,25,72,2488,501,995,0.0,0.0,225,275,88,238,320,199,16,0.0,206,1227,.504,0.0,.818
Fatty Taylor,30,79,1548,132,314,0.0,0.0,37,65,90,211,288,132,9,0.0,202,301,.420,0.0,.569
Ira Terrell,22,78,1751,277,545,0.0,0.0,111,176,99,387,103,41,47,0.0,165,665,.508,0.0,.631
Claude Terry,27,45,545,96,191,0.0,0.0,36,44,12,46,58,20,1,0.0,48,228,.503,0.0,.818
David Thompson*,22,82,3001,824,1626,0.0,0.0,477,623,138,334,337,114,53,0.0,236,2125,.507,0.0,.766
Monte Towe,23,51,409,56,138,0.0,0.0,18,25,8,34,87,16,0,0.0,61,130,.406,0.0,.720
Dave Twardzik,26,74,1937,263,430,0.0,0.0,239,284,75,202,247,128,15,0.0,228,765,.612,0.0,.842
Jan van Breda Kolff,25,72,2398,271,609,0.0,0.0,195,228,156,460,117,74,68,0.0,205,737,.445,0.0,.855
Andy Walker,21,40,438,72,156,0.0,0.0,36,47,23,75,32,20,7,0.0,59,180,.462,0.0,.766
Wally Walker,22,66,627,137,305,0.0,0.0,67,100,45,108,51,14,2,0.0,92,341,.449,0.0,.670
Lloyd Walton,23,53,678,88,188,0.0,0.0,53,65,15,51,141,40,2,0.0,52,229,.468,0.0,.815
Henry Ward,25,27,171,34,90,0.0,0.0,15,17,10,33,6,6,5,0.0,30,83,.378,0.0,.882
Richard Washington,21,82,2265,446,1034,0.0,0.0,177,254,201,698,85,63,90,0.0,324,1069,.431,0.0,.697
Marvin Webster,24,80,1276,198,400,0.0,0.0,143,220,152,484,62,23,118,0.0,149,539,.495,0.0,.650
Bob Wilkerson,22,78,1552,221,573,0.0,0.0,84,122,96,258,171,72,8,0.0,136,526,.386,0.0,.689
Chuck Williams,30,65,867,78,210,0.0,0.0,68,87,26,101,132,32,3,0.0,60,224,.371,0.0,.782
Chuckie Williams,23,22,65,14,47,0.0,0.0,9,12,3,4,7,1,0,0.0,7,37,.298,0.0,.750
John Williamson,25,72,2481,618,1347,0.0,0.0,259,329,42,193,201,107,13,0.0,246,1495,.459,0.0,.787
Willie Wise,29,75,1403,237,513,0.0,0.0,142,218,76,253,142,60,18,0.0,180,616,.462,0.0,.651
Larry Wright,22,78,1421,262,595,0.0,0.0,88,115,32,98,232,55,5,0.0,170,612,.440,0.0,.765
