Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Jeff Taylor,23,44,774,64,160,0,1,30,46,25,78,110,40,15,60,82,158,.400,.000,.652
Vince Taylor,22,31,321,37,102,0,0,21,32,19,36,41,20,2,30,54,95,.363,0.0,.656
Terry Teagle,22,73,1708,332,776,10,29,87,125,74,194,150,53,18,137,171,761,.428,.345,.696
David Thirdkill,22,49,521,74,170,1,7,45,78,28,72,36,19,4,48,93,194,.435,.143,.577
Corny Thompson,22,44,520,43,137,0,0,36,46,41,120,34,12,7,31,92,122,.314,0.0,.783
LaSalle Thompson,21,71,987,147,287,0,1,89,137,133,375,33,40,61,96,186,383,.512,.000,.650
Darren Tillis,22,52,526,76,181,0,1,16,28,41,130,18,8,30,22,76,168,.420,.000,.571
Linton Townes,23,55,516,105,234,9,25,28,38,30,65,31,19,5,33,81,247,.449,.360,.737
Trent Tucker,23,78,1830,299,647,14,30,43,64,75,216,195,56,6,70,235,655,.462,.467,.672
Bryan Warrick,23,43,727,65,171,0,5,42,57,15,69,126,21,8,71,103,172,.380,.000,.737
Rory White,23,65,626,127,234,0,1,70,109,47,105,30,16,2,51,54,324,.543,.000,.642
Dominique Wilkins*,23,82,2697,601,1220,2,11,230,337,226,478,129,84,63,180,210,1434,.493,.182,.682
Rickey Williams,25,44,346,56,135,0,3,35,53,15,38,37,20,4,38,42,147,.415,.000,.660
Rob Williams,21,74,1443,191,468,2,15,131,174,37,136,361,89,12,185,221,515,.408,.133,.753
James Worthy*,21,77,1970,447,772,1,4,138,221,157,399,132,91,64,178,221,1033,.579,.250,.624
Jim Zoet,29,7,30,1,5,0,0,0,0,3,8,1,1,3,4,9,2,.200,0.0,0.0
