Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Rk,W,L
Ira Terrell,SF,24,TOT,49,0,732,93,198,.470,0,0,0,93,198,.470,.470,35,53,.660,44,102,146,41,22,28,53,100,221,2.4146341463414633,9.878048780487806,8.121951219512194
Reggie Theus,PG,21,CHI,82,80,2753,537,1119,.480,0,0,0,537,1119,.480,.480,264,347,.761,92,136,228,429,93,18,303,270,1338,20.0,31.0,51.0
David Thompson*,SG,24,DEN,76,0,2670,693,1353,.512,0,0,0,693,1353,.512,.512,439,583,.753,109,165,274,225,70,82,186,180,1825,10.0,47.0,35.0
Mychal Thompson,C,24,POR,73,0,2144,460,938,.490,0,0,0,460,938,.490,.490,154,269,.572,198,406,604,176,67,134,205,270,1074,11.0,45.0,37.0
Rudy Tomjanovich*,PF,30,HOU,74,0,2641,620,1200,.517,0,0,0,620,1200,.517,.517,168,221,.760,170,402,572,137,44,18,138,186,1408,12.0,47.0,35.0
Raymond Townsend,SG,23,GSW,65,0,771,127,289,.439,0,0,0,127,289,.439,.439,50,68,.735,11,44,55,91,27,6,51,70,304,13.0,38.0,44.0
Dave Twardzik,PG,28,POR,64,0,1570,203,381,.533,0,0,0,203,381,.533,.533,261,299,.873,39,80,119,176,84,4,127,185,667,11.0,45.0,37.0
Terry Tyler,PF,22,DET,82,0,2560,456,946,.482,0,0,0,456,946,.482,.482,144,219,.658,211,437,648,89,104,201,141,254,1056,16.0,30.0,52.0
Wes Unseld*,C,32,WSB,77,0,2406,346,600,.577,0,0,0,346,600,.577,.577,151,235,.643,274,556,830,315,71,37,156,204,843,1.0,54.0,28.0
Jan van Breda Kolff,SF,27,NJN,80,0,1998,196,423,.463,0,0,0,196,423,.463,.463,146,183,.798,108,274,382,180,85,74,135,235,538,19.0,37.0,45.0
Norm Van Lier,PG,31,MIL,38,0,555,30,77,.390,0,0,0,30,77,.390,.390,47,52,.904,8,32,40,158,43,3,49,108,107,7.0,38.0,44.0
Andre Wakefield,SG,24,TOT,73,0,586,62,177,.350,0,0,0,62,177,.350,.350,48,69,.696,25,51,76,70,19,2,73,70,172,14.341463414634147,26.731707317073173,46.26829268292683
Foots Walker,PG,27,CLE,55,0,1753,208,448,.464,0,0,0,208,448,.464,.464,137,175,.783,59,139,198,321,130,18,127,153,553,18.0,30.0,52.0
Wally Walker,SF,24,SEA,60,0,969,168,343,.490,0,0,0,168,343,.490,.490,58,96,.604,66,111,177,69,12,26,68,127,394,5.0,52.0,30.0
Lloyd Walton,PG,25,MIL,75,0,1381,157,327,.480,0,0,0,157,327,.480,.480,61,90,.678,34,70,104,356,72,9,123,103,375,7.0,38.0,44.0
Kermit Washington,PF,27,SDC,82,0,2764,350,623,.562,0,0,0,350,623,.562,.562,227,330,.688,296,504,800,125,85,121,185,317,927,15.0,43.0,39.0
Richard Washington,PF,23,KCK,18,0,161,14,41,.341,0,0,0,14,41,.341,.341,10,16,.625,11,37,48,7,7,3,15,31,38,6.0,48.0,34.0
Wilson Washington,PF,23,NJN,62,0,1139,218,434,.502,0,0,0,218,434,.502,.502,66,104,.635,88,206,294,47,31,67,98,186,502,19.0,37.0,45.0
Slick Watts,PG,27,HOU,61,0,1046,92,227,.405,0,0,0,92,227,.405,.405,41,67,.612,35,68,103,243,73,14,71,143,225,12.0,47.0,35.0
Nick Weatherspoon,SF,28,SDC,82,0,2642,479,998,.480,0,0,0,479,998,.480,.480,176,238,.739,179,275,454,135,80,37,184,287,1134,15.0,43.0,39.0
Marvin Webster,C,26,NYK,60,55,2027,264,558,.473,0,0,0,264,558,.473,.473,150,262,.573,198,457,655,172,24,112,170,183,678,17.0,31.0,51.0
Scott Wedman,SF,26,KCK,73,0,2498,561,1050,.534,0,0,0,561,1050,.534,.534,216,271,.797,135,251,386,144,76,30,106,239,1338,6.0,48.0,34.0
Paul Westphal*,SG,28,PHO,81,0,2641,801,1496,.535,0,0,0,801,1496,.535,.535,339,405,.837,35,124,159,529,111,26,232,159,1941,3.0,50.0,32.0
Jo Jo White*,PG,32,TOT,76,0,2338,404,910,.444,0,0,0,404,910,.444,.444,139,158,.880,42,158,200,347,80,7,212,173,947,16.634146341463413,30.060975609756095,45.9390243902439
Jerome Whitehead,C,22,SDC,31,0,152,15,34,.441,0,0,0,15,34,.441,.441,8,18,.444,16,34,50,7,3,4,11,29,38,15.0,43.0,39.0
Sidney Wicks,PF,29,SDC,79,0,2022,312,676,.462,0,0,0,312,676,.462,.462,147,226,.650,159,246,405,126,70,36,180,274,771,15.0,43.0,39.0
Bob Wilkerson,SF,24,DEN,80,0,2425,396,869,.456,0,0,0,396,869,.456,.456,119,173,.688,100,314,414,284,118,21,196,190,911,10.0,47.0,35.0
Jamaal Wilkes*,SF,25,LAL,82,82,2915,626,1242,.504,0,0,0,626,1242,.504,.504,272,362,.751,164,445,609,227,134,27,224,275,1524,4.0,47.0,35.0
Earl Williams,C,27,BOS,20,0,273,54,123,.439,0,0,0,54,123,.439,.439,14,24,.583,41,64,105,12,12,9,20,41,122,21.0,29.0,53.0
Freeman Williams,SG,22,SDC,72,0,1195,335,683,.490,0,0,0,335,683,.490,.490,76,98,.776,48,50,98,83,42,2,99,88,746,15.0,43.0,39.0
Gus Williams,PG,25,SEA,76,0,2266,606,1224,.495,0,0,0,606,1224,.495,.495,245,316,.775,111,134,245,307,158,29,190,162,1457,5.0,52.0,30.0
Nate Williams,SG,28,GSW,81,0,1299,284,567,.501,0,0,0,284,567,.501,.501,102,117,.872,68,139,207,61,55,5,93,169,670,13.0,38.0,44.0
Ray Williams,PG,24,NYK,81,53,2370,575,1257,.457,0,0,0,575,1257,.457,.457,251,313,.802,104,187,291,504,128,19,285,274,1401,17.0,31.0,51.0
John Williamson,SG,27,NJN,74,0,2451,635,1367,.465,0,0,0,635,1367,.465,.465,373,437,.854,53,143,196,255,89,12,233,215,1643,19.0,37.0,45.0
Rick Wilson,SG,22,ATL,61,0,589,81,197,.411,0,0,0,81,197,.411,.411,24,44,.545,20,56,76,72,30,8,41,66,186,8.0,46.0,36.0
Brian Winters,SG,26,MIL,79,0,2575,662,1343,.493,0,0,0,662,1343,.493,.493,237,277,.856,48,129,177,383,83,40,257,243,1561,7.0,38.0,44.0
Larry Wright,PG,24,WSB,73,0,1658,276,589,.469,0,0,0,276,589,.469,.469,125,168,.744,48,92,140,298,69,13,119,166,677,1.0,54.0,28.0
