Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Gary Harris,20,55,719,66,217,21,103,35,47,21,64,29,39,7,38,71,188,.304,.204,.745
Joe Harris,23,51,493,48,120,31,84,9,15,7,41,26,7,2,27,62,136,.400,.369,.600
Rodney Hood,22,50,1064,155,374,62,170,61,80,9,117,83,30,12,45,119,433,.414,.365,.763
Joe Ingles,27,79,1673,147,354,72,202,30,40,22,175,182,72,10,98,124,396,.415,.356,.750
Cory Jefferson,24,50,531,75,167,2,15,31,54,47,145,16,10,21,20,61,183,.449,.133,.574
Grant Jerrett,21,8,51,7,26,1,15,1,1,2,9,3,2,2,3,11,16,.269,.067,1.000
Nick Johnson,22,28,262,26,75,5,21,17,25,13,39,11,7,3,19,34,74,.347,.238,.680
Tyler Johnson,22,32,603,70,167,18,48,32,47,14,81,42,33,9,30,42,190,.419,.375,.681
Sean Kilpatrick,25,4,72,7,20,4,13,4,4,1,6,4,3,0,2,3,22,.350,.308,1.000
Alex Kirk,23,5,14,1,4,0,0,2,2,1,1,1,0,0,0,1,4,.250,0.0,1.000
Joffrey Lauvergne,23,24,268,36,89,3,16,18,28,27,77,13,8,10,22,43,93,.404,.188,.643
Zach LaVine,19,77,1902,286,677,57,167,149,177,27,214,276,54,10,193,158,778,.422,.341,.842
Kalin Lucas,25,1,6,0,1,0,0,0,0,0,0,0,1,0,0,1,0,.000,0.0,0.0
Devyn Marble,22,16,208,14,44,4,22,5,16,5,31,17,9,2,9,14,37,.318,.182,.313
James Michael McAdoo,22,15,137,24,44,0,0,14,25,15,37,2,5,9,6,21,62,.545,0.0,.560
K.J. McDaniels,21,62,1352,172,434,43,150,100,133,65,200,72,44,70,105,126,487,.396,.287,.752
Doug McDermott,23,36,321,43,107,13,41,10,15,6,43,6,4,1,17,29,109,.402,.317,.667
Mitch McGary,22,32,485,88,165,0,2,25,40,53,165,14,16,16,31,72,201,.533,.000,.625
Jerel McNeal,27,6,36,3,11,1,2,2,2,0,3,2,3,1,5,5,9,.273,.500,1.000
Elijah Millsap,27,47,924,81,238,28,90,58,86,28,150,58,56,16,67,124,248,.340,.311,.674
Nikola Mirotić,23,82,1654,253,624,99,313,228,284,63,404,97,54,54,89,172,833,.405,.316,.803
Eric Moreland,23,3,2,1,1,0,0,0,0,0,1,0,0,0,0,1,2,1.000,0.0,0.0
Shabazz Napier,23,51,1012,87,228,43,118,44,56,17,113,130,40,4,81,76,261,.382,.364,.786
Nerlens Noel,20,75,2311,302,653,0,0,140,230,185,611,128,133,142,146,208,744,.462,0.0,.609
Lucas Nogueira,22,6,23,2,8,0,0,2,4,2,11,1,2,0,2,6,6,.250,0.0,.500
Jusuf Nurkić,20,62,1103,171,383,0,2,84,132,125,382,50,52,68,86,207,426,.446,.000,.636
Johnny O'Bryant,21,34,368,44,120,0,0,12,27,26,64,17,5,4,25,44,100,.367,0.0,.444
Kostas Papanikolaou,24,43,795,69,197,31,106,13,18,39,118,85,29,13,55,71,182,.350,.292,.722
Jabari Parker,19,25,738,129,263,4,16,46,66,50,138,42,31,5,47,42,308,.490,.250,.697
Adreian Payne,23,32,739,91,220,1,9,30,46,48,162,30,19,9,44,88,213,.414,.111,.652
Elfrid Payton,20,82,2489,301,708,11,42,118,214,107,349,533,142,20,203,193,731,.425,.262,.551
Dwight Powell,23,29,236,31,67,3,11,25,33,18,50,9,9,6,11,40,90,.463,.273,.758
Julius Randle,20,1,14,1,3,0,0,0,2,0,0,0,0,0,1,1,2,.333,0.0,.000
Glenn Robinson III,21,35,261,26,67,5,19,16,24,15,39,11,6,1,11,15,73,.388,.263,.667
Damjan Rudež,28,68,1047,119,263,69,170,16,23,8,47,53,16,5,47,79,323,.452,.406,.696
JaKarr Sampson,21,74,1131,146,346,31,127,63,94,35,163,77,38,26,76,135,386,.422,.244,.670
Marcus Smart,20,67,1808,175,477,91,272,82,127,61,222,208,99,18,90,176,523,.367,.335,.646
Russ Smith,23,12,65,8,25,2,11,12,13,1,6,8,3,0,12,13,30,.320,.182,.923
Nik Stauskas,21,73,1127,108,296,48,149,55,64,11,88,67,20,17,40,92,319,.365,.322,.859
David Stockton,23,3,33,2,6,1,2,3,6,0,2,9,2,0,4,1,8,.333,.500,.500
Jarnell Stokes,21,19,126,21,37,0,0,15,28,16,34,4,5,5,7,25,57,.568,0.0,.536
Noah Vonleh,19,25,259,30,76,5,13,18,26,28,86,4,4,9,11,20,83,.395,.385,.692
T.J. Warren,21,40,614,113,214,5,21,14,19,41,85,25,18,9,27,51,245,.528,.238,.737
David Wear,24,2,7,0,2,0,1,0,0,2,2,1,0,0,0,1,0,.000,.000,0.0
Travis Wear,24,51,672,84,209,11,30,20,26,31,106,40,15,11,35,55,199,.402,.367,.769
Shayne Whittington,23,20,108,19,42,1,6,18,23,10,29,6,5,2,5,18,57,.452,.167,.783
Andrew Wiggins,19,82,2969,497,1137,39,126,354,466,134,374,170,86,50,177,190,1387,.437,.310,.760
C.J. Wilcox,24,21,101,16,38,7,19,2,2,1,7,8,3,1,10,7,41,.421,.368,1.000
James Young,19,31,332,36,102,17,66,16,29,9,42,13,8,2,5,22,105,.353,.258,.552
