Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Rafael Addison,22,62,711,146,331,16,50,51,64,41,106,45,27,7,54,75,359,.441,.320,.797
Mark Alarie,23,64,1110,217,443,2,9,67,101,73,214,74,22,28,56,138,503,.490,.222,.663
William Bedford,23,50,979,142,358,0,1,50,86,79,246,57,18,37,85,125,334,.397,.000,.581
Walter Berry,22,63,1586,407,766,0,3,187,288,136,309,105,38,40,153,196,1001,.531,.000,.649
Joe Binion,25,11,51,4,10,0,0,6,10,8,18,1,2,2,3,5,14,.400,0.0,.600
Adrian Branch,23,32,219,48,96,0,2,42,54,23,53,16,16,3,24,39,138,.500,.000,.778
Mike Brown,23,62,818,106,201,0,0,46,72,71,214,24,20,7,59,129,258,.527,0.0,.639
Ben Coleman,25,68,1029,182,313,0,1,88,121,99,288,37,32,31,94,200,452,.581,.000,.727
Dell Curry,22,67,636,139,326,17,60,30,38,30,78,58,27,4,44,86,325,.426,.283,.789
Brad Daugherty,21,80,2695,487,905,0,0,279,401,152,647,304,49,63,248,248,1253,.538,0.0,.696
Johnny Dawkins,23,81,1682,334,764,14,47,153,191,56,169,290,67,3,120,118,835,.437,.298,.801
Bruce Douglas,22,8,98,7,24,0,1,0,4,5,14,17,9,0,9,9,14,.292,.000,.000
Greg Dreiling,24,24,128,16,37,0,0,10,12,12,43,7,2,2,7,42,42,.432,0.0,.833
Kevin Duckworth,22,65,875,130,273,0,1,92,134,76,223,29,21,21,78,192,352,.476,.000,.687
Dave Feitl,24,62,498,88,202,0,1,53,71,39,117,22,9,4,38,83,229,.436,.000,.746
Kenny Gattison,22,77,1104,148,311,0,3,108,171,87,270,36,24,33,88,178,404,.476,.000,.632
Grant Gondrezick,24,64,836,135,300,4,17,75,107,47,110,81,25,4,56,91,349,.450,.235,.701
Ron Harper,23,82,3064,734,1614,20,94,386,564,169,392,394,209,84,345,247,1874,.455,.213,.684
Cedric Henderson,21,8,16,4,8,0,0,3,3,3,8,0,0,0,4,2,11,.500,0.0,1.000
Kevin Henderson,22,5,45,3,8,0,0,2,2,1,3,11,1,0,4,9,8,.375,0.0,1.000
Conner Henry,23,54,323,46,136,13,42,17,27,7,34,35,9,1,26,34,122,.338,.310,.630
Jeff Hornacek,23,80,1561,159,350,12,43,94,121,41,184,361,70,5,153,130,424,.454,.279,.777
Myron Jackson,22,8,22,2,9,0,0,7,8,1,3,6,1,0,5,1,11,.222,0.0,.875
Buck Johnson,23,60,520,94,201,0,1,40,58,38,88,40,17,15,37,81,228,.468,.000,.690
Steffond Johnson,24,29,234,27,64,0,3,20,38,15,43,5,9,2,18,55,74,.422,.000,.526
Anthony Jones,24,65,858,133,322,7,20,50,65,40,104,73,42,19,49,79,323,.413,.350,.769
Tim Kempton,23,66,936,97,206,0,1,95,137,70,194,53,38,12,49,162,289,.471,.000,.693
Curtis Kitchen,23,6,31,3,6,0,1,3,4,4,9,1,2,3,0,4,9,.500,.000,.750
Larry Krystkowiak,22,68,1004,170,373,1,12,110,148,77,239,85,22,12,67,141,451,.456,.083,.743
Jim Lampley,26,1,16,1,3,0,0,1,2,1,5,0,1,0,1,0,3,.333,0.0,.500
Fernando Martín,24,24,146,9,31,0,1,4,11,8,28,9,7,1,20,24,22,.290,.000,.364
Maurice Martin,22,43,286,51,135,3,15,42,66,12,41,35,13,6,33,48,147,.378,.200,.636
Forrest McKenzie,23,6,42,7,28,1,2,2,2,2,7,1,1,0,3,9,17,.250,.500,1.000
Nate McMillan,22,71,1972,143,301,0,7,87,141,101,331,583,125,45,155,238,373,.475,.000,.617
Cozell McQueen,25,3,7,3,3,0,0,0,0,3,8,0,0,1,0,1,6,1.000,0.0,0.0
Pete Myers,23,29,155,19,52,0,6,28,43,8,17,21,14,2,10,25,66,.365,.000,.651
Johnny Newman,23,59,630,113,275,1,22,66,76,36,70,27,20,7,46,67,293,.411,.045,.868
Dennis Nutt,23,25,91,16,40,5,17,20,22,1,8,16,7,0,10,6,57,.400,.294,.909
Chuck Person,22,82,2956,635,1358,49,138,222,297,168,677,295,90,16,211,310,1541,.468,.355,.747
Dwayne Polee,23,1,6,1,4,0,3,0,0,0,0,0,1,0,1,3,2,.250,.000,0.0
Harold Pressley,23,67,913,134,317,7,28,35,48,68,176,120,40,21,63,96,310,.423,.250,.729
Mark Price,22,67,1217,173,424,23,70,95,114,33,117,202,43,4,105,75,464,.408,.329,.833
Dennis Rodman*,25,77,1155,213,391,0,1,74,126,163,332,56,38,48,93,166,500,.545,.000,.587
Johnny Rogers,23,45,468,90,185,0,5,9,15,30,77,26,9,8,20,66,189,.486,.000,.600
Ron Rowan,24,7,16,4,9,1,1,3,4,1,1,1,4,0,3,1,12,.444,1.000,.750
John Salley,22,82,1463,163,290,0,1,105,171,108,296,54,44,125,74,256,431,.562,.000,.614
Brad Sellers,24,80,1751,276,606,2,10,126,173,155,373,102,44,68,84,194,680,.455,.200,.728
McKinley Singleton,25,2,10,2,3,0,1,0,0,0,0,1,0,0,0,1,4,.667,.000,0.0
Scott Skiles,22,13,205,18,62,3,14,10,12,6,26,45,5,1,21,18,49,.290,.214,.833
Clinton Smith,23,41,341,50,117,0,2,27,36,26,56,45,13,1,26,36,127,.427,.000,.750
Keith Smith,22,42,461,57,150,3,9,21,28,13,32,43,25,3,30,74,138,.380,.333,.750
Otis Smith,23,28,168,33,79,0,2,12,21,17,34,22,1,1,19,30,78,.418,.000,.571
Roy Tarpley,22,75,1405,233,499,1,3,94,139,180,533,52,56,79,101,232,561,.467,.333,.676
Billy Thompson,23,59,762,142,261,0,1,48,74,69,171,60,15,30,61,148,332,.544,.000,.649
Andre Turner,22,3,18,2,5,0,1,0,0,1,2,1,0,0,5,1,4,.400,.000,0.0
Kenny Walker,22,68,1719,285,581,0,4,140,185,118,338,75,49,49,75,236,710,.491,.000,.757
Chris Washburn,21,35,385,57,145,0,1,18,51,36,101,16,6,8,39,51,132,.393,.000,.353
Pearl Washington,23,72,1600,257,538,4,24,98,125,37,129,301,92,7,175,184,616,.478,.167,.784
Hot Rod Williams,24,80,2714,435,897,0,1,298,400,222,629,154,58,167,139,197,1168,.485,.000,.745
John Williams,20,78,1773,283,624,8,36,144,223,130,366,191,129,30,122,173,718,.454,.222,.646
David Wingate,23,77,1612,259,602,13,52,149,201,70,156,155,93,19,128,169,680,.430,.250,.741
Brad Wright,24,14,138,20,46,0,1,12,28,25,53,1,3,6,13,20,52,.435,.000,.429
Perry Young,23,9,72,6,21,0,0,1,2,3,8,7,5,1,4,14,13,.286,0.0,.500
