Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Dino Radja*,26,80,2303,491,942,0,1,226,301,191,577,114,70,67,149,276,1208,.521,.000,.751
Isaiah Rider,22,79,2415,522,1115,54,150,215,265,118,315,202,54,28,218,194,1313,.468,.360,.811
Eric Riley,23,47,219,34,70,0,1,20,37,24,59,9,5,9,15,30,88,.486,.000,.541
James Robinson,23,58,673,104,285,23,73,45,67,34,78,68,30,15,52,69,276,.365,.315,.672
Rodney Rogers,22,79,1406,239,545,35,92,127,189,90,226,101,63,48,131,195,640,.439,.380,.672
Bryon Russell,23,67,1121,135,279,2,22,62,101,61,181,54,68,19,55,138,334,.484,.091,.614
Kevin Thompson,22,14,58,6,14,0,1,1,2,7,13,3,0,2,5,11,13,.429,.000,.500
Keith Tower,23,11,32,4,9,0,0,0,0,0,6,1,0,0,0,6,8,.444,0.0,0.0
Nick Van Exel,22,81,2700,413,1049,123,364,150,192,47,238,466,85,8,145,154,1099,.394,.338,.781
Rex Walters,23,48,386,60,115,14,28,28,34,6,38,71,15,3,30,41,162,.522,.500,.824
Chris Webber*,20,76,2438,572,1037,0,14,189,355,305,694,272,93,164,206,247,1333,.552,.000,.532
Matt Wenstrom,23,11,37,6,10,0,0,6,10,6,12,0,0,2,4,7,18,.600,0.0,.600
David Wesley,23,60,542,64,174,11,47,44,53,10,44,123,38,4,52,47,183,.368,.234,.830
Chris Whitney,22,40,339,25,82,10,30,12,15,5,29,53,11,1,37,53,72,.305,.333,.800
Aaron Williams,22,6,12,2,8,0,0,0,1,1,3,1,0,0,1,4,4,.250,0.0,.000
Luther Wright,22,15,92,8,23,0,1,3,4,6,10,0,1,2,6,21,19,.348,.000,.750
