Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Rk,W,L
Caleb Martin,SF,28,MIA,64,23,1756,241,559,.431,81,232,.349,160,327,.489,.504,77,99,.778,74,207,281,143,47,29,77,126,640,16.0,46.0,36.0
Cody Martin,SF,28,CHO,28,22,753,82,215,.381,27,86,.314,55,129,.426,.444,20,33,.606,19,90,109,104,32,18,44,48,211,30.0,21.0,61.0
KJ Martin,SF,23,TOT,60,2,746,97,181,.536,8,28,.286,89,153,.582,.558,22,41,.537,41,90,131,51,22,12,32,100,224,5.829268292682927,34.48780487804878,25.51219512195122
Garrison Mathews,SG,27,ATL,66,5,992,103,226,.456,85,193,.440,18,33,.545,.644,34,42,.810,17,75,92,37,20,8,19,115,325,21.0,36.0,46.0
Bennedict Mathurin,SF,21,IND,59,19,1538,296,663,.446,80,214,.374,216,449,.481,.507,184,224,.821,60,174,234,119,35,14,97,117,856,10.0,47.0,35.0
Wesley Matthews,SG,37,ATL,36,3,413,34,97,.351,24,69,.348,10,28,.357,.474,18,24,.750,9,44,53,23,16,11,8,43,110,21.0,36.0,46.0
Tyrese Maxey,PG,23,PHI,70,70,2626,638,1419,.450,212,569,.373,426,850,.501,.524,328,378,.868,36,222,258,433,69,33,116,151,1816,8.0,47.0,35.0
Skylar Mays,PG-SG,26,TOT,38,5,433,63,159,.396,16,54,.296,47,105,.448,.447,13,17,.765,10,33,43,85,21,4,20,26,155,11.365853658536585,15.121951219512194,22.878048780487806
Miles McBride,PG,23,NYK,68,14,1328,205,454,.452,109,266,.410,96,188,.511,.572,43,50,.860,31,69,100,114,50,7,30,108,562,5.0,50.0,32.0
CJ McCollum,PG,32,NOP,66,66,2159,484,1055,.459,239,557,.429,245,498,.492,.572,115,139,.827,39,247,286,305,62,41,110,126,1322,6.0,49.0,33.0
T.J. McConnell,PG,31,IND,71,4,1291,330,593,.556,18,44,.409,312,549,.568,.572,49,62,.790,36,155,191,390,72,8,108,79,727,10.0,47.0,35.0
Jaden McDaniels,SF,23,MIN,72,71,2105,307,628,.489,86,255,.337,221,373,.592,.557,57,79,.722,56,168,224,101,63,42,87,219,757,3.0,56.0,26.0
Jalen McDaniels,SF,26,TOR,50,1,538,65,189,.344,12,71,.169,53,118,.449,.376,27,37,.730,18,61,79,37,19,6,30,52,169,25.0,25.0,57.0
Doug McDermott,SF,32,TOT,64,0,904,123,284,.433,94,229,.410,29,55,.527,.599,11,19,.579,10,49,59,70,16,2,28,64,351,15.658536585365855,22.658536585365855,41.34146341463415
JaVale McGee,C,36,SAC,46,0,339,79,132,.598,1,7,.143,78,125,.624,.602,26,45,.578,42,84,126,17,14,20,34,46,185,17.0,46.0,36.0
Bryce McGowens,SG,21,CHO,59,14,882,101,230,.439,34,102,.333,67,128,.523,.513,66,85,.776,17,85,102,51,21,10,30,74,302,30.0,21.0,61.0
Jordan McLaughlin,PG,27,MIN,56,0,626,70,145,.483,42,89,.472,28,56,.500,.628,13,18,.722,18,54,72,110,35,7,19,31,195,3.0,56.0,26.0
De'Anthony Melton,SG,25,PHI,38,33,1023,139,360,.386,77,214,.360,62,146,.425,.493,66,79,.835,28,113,141,114,60,16,39,84,421,8.0,47.0,35.0
Nathan Mensah,C,25,CHO,25,0,307,12,28,.429,0,0,0,12,28,.429,.429,9,12,.750,29,36,65,9,6,14,14,64,33,30.0,21.0,61.0
Sam Merrill,SG,27,CLE,61,1,1069,158,393,.402,143,354,.404,15,39,.385,.584,26,28,.929,22,98,120,108,19,4,19,72,485,13.0,48.0,34.0
Chimezie Metu,C,26,TOT,51,12,859,123,244,.504,28,94,.298,95,150,.633,.561,58,64,.906,41,153,194,46,43,16,52,71,332,8.670731707317074,24.5,26.5
Vasilije Micić,PG,30,TOT,60,21,1176,159,370,.430,43,154,.279,116,216,.537,.488,61,75,.813,14,74,88,262,31,7,99,68,422,11.707317073170731,28.536585365853657,31.46341463414634
Khris Middleton,SF,32,MIL,55,55,1487,317,643,.493,94,247,.381,223,396,.563,.566,100,120,.833,40,217,257,292,51,15,127,141,828,12.0,49.0,33.0
Brandon Miller,SF,21,CHO,74,68,2383,476,1083,.440,184,493,.373,292,590,.495,.524,143,173,.827,60,255,315,175,66,42,132,184,1279,30.0,21.0,61.0
Jordan Miller,SF,24,LAC,8,0,28,5,9,.556,1,2,.500,4,7,.571,.611,2,2,1.000,3,2,5,0,0,0,1,2,13,7.0,51.0,31.0
Leonard Miller,SF,20,MIN,17,0,52,13,20,.650,2,5,.400,11,15,.733,.700,1,2,.500,5,15,20,8,2,1,1,5,29,3.0,56.0,26.0
Dariq Whitehead,SF,19,BRK,2,0,24,1,5,.200,0,3,.000,1,2,.500,.200,1,2,.500,0,4,4,3,0,1,0,0,3,22.0,32.0,50.0
Patty Mills,PG,35,TOT,32,5,415,46,131,.351,24,87,.276,22,44,.500,.443,11,11,1.000,9,26,35,34,20,1,16,32,127,7.402439024390244,15.634146341463415,16.365853658536587
Shake Milton,SG,27,TOT,48,0,581,79,195,.405,18,64,.281,61,131,.466,.451,40,49,.816,14,61,75,60,19,6,31,54,216,3.073170731707317,30.292682926829272,17.70731707317073
Justin Minaya,SF,24,POR,34,1,381,22,74,.297,12,49,.245,10,25,.400,.378,5,9,.556,30,26,56,21,9,10,9,35,61,29.0,21.0,61.0
Josh Minott,SF,21,MIN,32,0,91,17,36,.472,4,10,.400,13,26,.500,.528,12,14,.857,4,13,17,8,5,5,2,10,50,3.0,56.0,26.0
Davion Mitchell,PG,25,SAC,72,4,1101,146,323,.452,57,158,.361,89,165,.539,.540,30,42,.714,19,76,95,134,17,3,43,85,379,17.0,46.0,36.0
Donovan Mitchell,SG,27,CLE,55,55,1942,503,1089,.462,182,494,.368,321,595,.539,.545,275,318,.865,46,234,280,333,101,30,154,118,1463,13.0,48.0,34.0
Evan Mobley,PF,22,CLE,50,50,1532,320,552,.580,22,59,.373,298,493,.604,.600,123,171,.719,111,357,468,160,45,72,90,134,785,13.0,48.0,34.0
Isaiah Mobley,PF,24,CLE,10,0,72,10,24,.417,3,10,.300,7,14,.500,.479,0,1,.000,3,7,10,6,2,0,2,6,23,13.0,48.0,34.0
Malik Monk,SG,25,SAC,72,0,1872,396,893,.443,148,423,.350,248,470,.528,.526,170,205,.829,28,184,212,370,45,39,150,156,1110,17.0,46.0,36.0
Moses Moody,SG,21,GSW,66,9,1156,194,420,.462,72,200,.360,122,220,.555,.548,73,93,.785,65,131,196,57,42,24,44,90,533,11.0,46.0,36.0
Xavier Moon,SG,29,LAC,14,1,119,15,46,.326,2,17,.118,13,29,.448,.348,1,2,.500,8,10,18,21,3,3,5,8,33,7.0,51.0,31.0
Taze Moore,SG,25,POR,4,0,40,8,19,.421,1,7,.143,7,12,.583,.447,1,2,.500,4,4,8,5,2,0,3,4,18,29.0,21.0,61.0
Wendell Moore Jr.,SG,22,MIN,25,0,75,9,18,.500,0,6,.000,9,12,.750,.500,0,0,0,0,12,12,6,5,1,4,5,18,3.0,56.0,26.0
Ja Morant,PG,24,MEM,9,9,318,80,170,.471,14,51,.275,66,119,.555,.512,52,64,.813,6,44,50,73,7,5,27,19,226,26.0,27.0,55.0
Marcus Morris,PF,34,TOT,49,7,817,116,264,.439,48,119,.403,68,145,.469,.530,36,44,.818,23,111,134,36,15,13,30,74,316,5.512195121951219,28.23170731707317,20.76829268292683
Markieff Morris,PF,34,DAL,26,1,216,23,68,.338,15,42,.357,8,26,.308,.449,5,6,.833,4,35,39,16,5,3,12,12,66,14.0,50.0,32.0
Monte Morris,PG,28,TOT,33,0,476,62,153,.405,27,70,.386,35,83,.422,.493,13,19,.684,7,50,57,69,19,9,7,14,164,2.9634146341463414,19.463414634146343,13.536585365853657
Trey Murphy III,SF,23,NOP,57,23,1690,275,621,.443,169,445,.380,106,176,.602,.579,123,151,.815,42,238,280,124,51,28,34,70,842,6.0,49.0,33.0
Dejounte Murray,SG,27,ATL,78,78,2783,672,1463,.459,201,554,.363,471,909,.518,.528,208,262,.794,62,354,416,502,111,24,201,138,1753,21.0,36.0,46.0
Jamal Murray,PG,26,DEN,59,59,1861,474,986,.481,145,341,.425,329,645,.510,.554,157,184,.853,42,200,242,384,57,39,125,104,1250,4.0,57.0,25.0
Keegan Murray,SF,23,SAC,77,77,2588,443,975,.454,183,511,.358,260,464,.560,.548,103,124,.831,106,314,420,129,79,59,64,205,1172,17.0,46.0,36.0
Kris Murray,SF,23,POR,62,29,1348,145,366,.396,49,183,.268,96,183,.525,.463,37,56,.661,85,139,224,80,53,21,55,92,376,29.0,21.0,61.0
Mike Muscala,C,32,TOT,53,6,600,56,156,.359,28,96,.292,28,60,.467,.449,17,25,.680,39,86,125,36,9,13,22,52,157,12.865853658536587,17.731707317073173,35.26829268292683
Svi Mykhailiuk,SF,26,BOS,41,2,413,57,137,.416,42,108,.389,15,29,.517,.569,6,9,.667,11,40,51,35,11,1,12,19,162,1.0,64.0,18.0
Larry Nance Jr.,C,31,NOP,61,0,1216,138,241,.573,27,65,.415,111,176,.631,.629,47,61,.770,94,213,307,113,61,19,49,98,350,6.0,49.0,33.0
Pete Nance,PF,23,CLE,8,0,27,1,6,.167,1,1,1.000,0,5,.000,.250,0,2,.000,0,3,3,0,1,0,1,2,3,13.0,48.0,34.0
Andrew Nembhard,PG,24,IND,68,47,1697,260,522,.498,61,171,.357,199,351,.567,.557,45,56,.804,36,105,141,280,63,6,101,143,626,10.0,47.0,35.0
Aaron Nesmith,SF,24,IND,72,47,1995,315,635,.496,140,334,.419,175,301,.581,.606,107,137,.781,63,212,275,108,65,49,64,241,877,10.0,47.0,35.0
Georges Niang,PF,30,CLE,82,10,1831,284,632,.449,149,396,.376,135,236,.572,.567,51,60,.850,22,256,278,98,30,18,72,192,768,13.0,48.0,34.0
Daishen Nix,PG,21,MIN,15,0,50,9,24,.375,6,17,.353,3,7,.429,.500,3,6,.500,1,2,3,6,5,0,5,2,27,3.0,56.0,26.0
Zeke Nnaji,PF,23,DEN,58,0,576,69,149,.463,6,23,.261,63,126,.500,.483,42,62,.677,61,65,126,32,15,38,27,81,186,4.0,57.0,25.0
Jaylen Nowell,SG,24,TOT,13,1,214,34,78,.436,6,29,.207,28,49,.571,.474,7,9,.778,6,18,24,19,4,2,7,15,81,4.170731707317073,3.6463414634146343,9.353658536585366
Markquis Nowell,SG,24,TOR,1,0,4,0,1,.000,0,0,0,0,1,.000,.000,2,2,1.000,2,0,2,2,1,0,0,0,2,25.0,25.0,57.0
Frank Ntilikina,PG,25,CHO,5,0,43,1,9,.111,1,8,.125,0,1,.000,.167,2,2,1.000,1,5,6,4,0,0,1,4,5,30.0,21.0,61.0
Jusuf Nurkić,C,29,PHO,76,76,2078,320,627,.510,22,90,.244,298,537,.555,.528,167,261,.640,224,613,837,301,81,80,175,254,829,9.0,49.0,33.0
Jordan Nwora,SF,25,TOT,52,1,712,138,299,.462,44,131,.336,94,168,.560,.535,44,53,.830,28,121,149,62,26,13,53,48,364,12.560975609756097,20.68292682926829,31.317073170731707
Royce O'Neale,SF,30,TOT,79,14,1954,214,539,.397,156,422,.370,58,117,.496,.542,24,35,.686,60,317,377,219,59,44,73,174,608,16.4390243902439,37.048780487804876,41.95121951219512
Chuma Okeke,SF,25,ORL,47,8,432,40,112,.357,23,82,.280,17,30,.567,.460,4,7,.571,18,62,80,20,9,7,16,19,107,15.0,47.0,35.0
Josh Okogie,SG,25,PHO,60,11,960,86,206,.417,29,94,.309,57,112,.509,.488,76,102,.745,74,80,154,64,48,24,36,68,277,9.0,49.0,33.0
Onyeka Okongwu,C,23,ATL,55,8,1405,223,365,.611,23,69,.333,200,296,.676,.642,92,116,.793,145,231,376,74,26,60,45,162,561,21.0,36.0,46.0
Isaac Okoro,SF,23,CLE,69,42,1887,235,480,.490,84,215,.391,151,265,.570,.577,93,137,.679,67,139,206,132,57,34,54,140,647,13.0,48.0,34.0
Kelly Olynyk,C,32,TOT,78,27,1759,276,497,.555,60,155,.387,216,342,.632,.616,150,180,.833,108,303,411,347,74,30,152,230,762,22.5609756097561,27.4390243902439,50.5609756097561
Eugene Omoruyi,SF,26,WAS,43,0,393,81,167,.485,13,46,.283,68,121,.562,.524,32,49,.653,35,50,85,35,27,5,21,62,207,28.0,15.0,67.0
Cedi Osman,SF,28,SAS,72,3,1269,184,384,.479,86,221,.389,98,163,.601,.591,35,52,.673,25,155,180,119,36,11,47,107,489,24.0,22.0,60.0
Kelly Oubre Jr.,SF,28,PHI,68,52,2055,387,878,.441,101,325,.311,286,553,.517,.498,174,232,.750,94,247,341,101,77,47,87,194,1049,8.0,47.0,35.0
Chris Paul,PG,38,GSW,58,18,1531,206,467,.441,78,210,.371,128,257,.498,.525,43,52,.827,18,207,225,393,70,6,76,108,533,11.0,46.0,36.0
Cameron Payne,PG,29,TOT,78,10,1304,208,481,.432,104,267,.390,104,214,.486,.541,58,67,.866,21,96,117,205,42,11,66,126,578,9.902439024390244,45.853658536585364,32.146341463414636
Gary Payton II,SG,31,GSW,44,0,680,103,183,.563,20,55,.364,83,128,.648,.617,14,23,.609,46,67,113,48,39,18,27,77,240,11.0,46.0,36.0
Mãozinha Pereira,SF,23,MEM,7,1,122,18,35,.514,5,13,.385,13,22,.591,.586,7,10,.700,11,26,37,2,6,4,5,10,48,26.0,27.0,55.0
Drew Peterson,PF,24,BOS,3,0,23,4,6,.667,3,5,.600,1,1,1.000,.917,0,0,0,0,1,1,1,2,0,1,1,11,1.0,64.0,18.0
Filip Petrušev,C,23,TOT,3,0,10,1,2,.500,0,0,0,1,2,.500,.500,1,2,.500,0,1,1,0,0,0,0,1,3,0.5121951219512195,1.6951219512195124,1.3048780487804879
Julian Phillips,SF,20,CHI,40,0,323,32,77,.416,12,38,.316,20,39,.513,.494,13,19,.684,12,24,36,13,7,7,10,40,89,20.0,39.0,43.0
Jalen Pickett,SG,24,DEN,27,0,122,15,35,.429,9,25,.360,6,10,.600,.557,3,4,.750,1,13,14,21,4,0,9,13,42,4.0,57.0,25.0
Scotty Pippen Jr.,PG,23,MEM,21,16,527,100,203,.493,30,72,.417,70,131,.534,.567,41,55,.745,22,45,67,98,36,10,56,60,271,26.0,27.0,55.0
Mason Plumlee,C,33,LAC,46,11,674,87,153,.569,0,6,.000,87,147,.592,.569,70,99,.707,60,174,234,55,14,17,36,68,244,7.0,51.0,31.0
Brandin Podziemski,SG,20,GSW,74,28,1968,271,597,.454,90,234,.385,181,363,.499,.529,50,79,.633,118,309,427,273,61,14,88,122,682,11.0,46.0,36.0
Jakob Poeltl,C,28,TOR,50,50,1319,248,378,.656,0,0,0,248,378,.656,.656,59,107,.551,146,283,429,127,35,76,77,149,555,25.0,25.0,57.0
Aleksej Pokusevski,PF,22,TOT,28,0,405,49,121,.405,18,55,.327,31,66,.470,.479,30,41,.732,17,72,89,35,15,13,19,22,146,6.829268292682927,11.560975609756097,16.4390243902439
Jordan Poole,SG,24,WAS,78,66,2346,490,1186,.413,184,564,.326,306,622,.492,.491,192,219,.877,32,180,212,343,86,25,188,244,1356,28.0,15.0,67.0
Craig Porter Jr.,PG,23,CLE,51,6,649,116,228,.509,12,34,.353,104,194,.536,.535,41,56,.732,21,88,109,118,21,15,45,40,285,13.0,48.0,34.0
Jontay Porter,PF,24,TOR,26,5,360,40,104,.385,20,60,.333,20,44,.455,.481,15,18,.833,26,56,82,60,20,20,21,35,115,25.0,25.0,57.0
Michael Porter Jr.,SF,25,DEN,81,81,2565,522,1079,.484,220,554,.397,302,525,.575,.586,92,110,.836,106,459,565,122,42,53,92,148,1356,4.0,57.0,25.0
Otto Porter Jr.,SF,30,TOR,15,1,174,14,33,.424,8,23,.348,6,10,.600,.545,3,3,1.000,6,23,29,8,5,5,2,19,39,25.0,25.0,57.0
Bobby Portis,PF,28,MIL,82,4,2008,466,918,.508,100,246,.407,366,672,.545,.562,98,124,.790,142,465,607,104,68,34,91,189,1130,12.0,49.0,33.0
Kristaps Porziņģis,C,28,BOS,57,57,1690,388,752,.516,110,293,.375,278,459,.606,.589,259,302,.858,97,312,409,115,42,111,89,156,1145,1.0,64.0,18.0
Micah Potter,PF,25,UTA,16,0,186,19,40,.475,9,21,.429,10,19,.526,.588,6,8,.750,10,33,43,6,4,6,5,14,53,23.0,31.0,51.0
Dwight Powell,C,32,DAL,63,9,836,72,106,.679,1,3,.333,71,103,.689,.684,63,89,.708,97,117,214,84,26,20,32,113,208,14.0,50.0,32.0
Norman Powell,SG,30,LAC,76,3,1990,373,768,.486,167,384,.435,206,384,.536,.594,143,172,.831,16,179,195,82,43,22,66,137,1056,7.0,51.0,31.0
Jason Preston,PG,24,UTA,7,0,71,6,19,.316,0,3,.000,6,16,.375,.316,0,0,0,6,11,17,16,2,1,2,3,12,23.0,31.0,51.0
Joshua Primo,SG,21,LAC,2,0,10,1,3,.333,0,1,.000,1,2,.500,.333,0,0,0,1,0,1,0,0,1,4,0,2,7.0,51.0,31.0
Taurean Prince,PF,29,LAL,78,49,2108,253,572,.442,141,356,.396,112,216,.519,.566,50,68,.735,21,209,230,119,58,35,73,146,697,19.0,47.0,35.0
Payton Pritchard,PG,26,BOS,82,5,1825,297,635,.468,147,382,.385,150,253,.593,.583,46,56,.821,70,195,265,281,39,6,61,106,787,1.0,64.0,18.0
Olivier-Maxence Prosper,PF,21,DAL,40,1,336,40,104,.385,13,45,.289,27,59,.458,.447,28,41,.683,25,54,79,22,7,4,8,20,121,14.0,50.0,32.0
Trevelin Queen,SG,26,ORL,14,0,165,14,38,.368,3,17,.176,11,21,.524,.408,9,12,.750,3,17,20,18,7,5,7,15,40,15.0,47.0,35.0
Neemias Queta,C,24,BOS,28,0,333,67,104,.644,0,0,0,67,104,.644,.644,20,28,.714,53,69,122,20,13,21,13,50,154,1.0,64.0,18.0
Immanuel Quickley,PG-SG,24,TOT,68,38,1985,388,894,.434,171,433,.395,217,461,.471,.530,209,245,.853,17,242,259,331,50,10,101,119,1156,13.414634146341463,29.878048780487806,38.1219512195122
Lester Quinones,SG,23,GSW,37,0,394,56,141,.397,32,88,.364,24,53,.453,.511,20,29,.690,21,51,72,36,6,2,17,44,164,11.0,46.0,36.0
Jahmi'us Ramsey,SG,22,TOR,7,1,121,18,41,.439,6,22,.273,12,19,.632,.512,5,6,.833,4,18,22,8,7,0,7,10,47,25.0,25.0,57.0
Julius Randle,PF,29,NYK,46,46,1630,395,836,.472,76,244,.311,319,592,.539,.518,236,302,.781,99,324,423,229,25,12,159,125,1102,5.0,50.0,32.0
Duop Reath,C,27,POR,68,20,1214,230,499,.461,88,245,.359,142,254,.559,.549,69,93,.742,93,157,250,67,33,38,52,161,617,29.0,21.0,61.0
Austin Reaves,SG,25,LAL,82,57,2629,457,940,.486,154,420,.367,303,520,.583,.568,232,272,.853,57,295,352,450,66,25,174,153,1300,19.0,47.0,35.0
Cam Reddish,SF,24,LAL,48,26,984,91,234,.389,37,110,.336,54,124,.435,.468,41,54,.759,27,72,99,48,47,14,31,64,260,19.0,47.0,35.0
Paul Reed,C,24,PHI,82,24,1590,259,480,.540,21,57,.368,238,423,.563,.561,61,85,.718,193,295,488,109,67,84,67,198,600,8.0,47.0,35.0
Naz Reid,C,24,MIN,81,14,1964,406,851,.477,169,408,.414,237,443,.535,.576,109,148,.736,73,350,423,106,63,73,111,172,1090,3.0,56.0,26.0
Jared Rhoden,SG,24,DET,17,0,245,33,66,.500,12,31,.387,21,35,.600,.591,5,8,.625,3,30,33,14,3,13,7,28,83,27.0,14.0,68.0
Nick Richards,C,26,CHO,67,51,1759,260,376,.691,0,1,.000,260,375,.693,.691,132,179,.737,172,367,539,54,26,74,73,176,652,30.0,21.0,61.0
Josh Richardson,SG,30,MIA,43,6,1103,154,347,.444,66,190,.347,88,157,.561,.539,51,54,.944,18,103,121,105,24,14,36,76,425,16.0,46.0,36.0
Duncan Robinson,SF,29,MIA,68,36,1905,304,675,.450,187,473,.395,117,202,.579,.589,80,90,.889,15,158,173,192,46,16,95,163,875,16.0,46.0,36.0
Jerome Robinson,SG,26,GSW,22,0,81,11,33,.333,2,17,.118,9,16,.563,.364,7,11,.636,1,5,6,5,1,3,2,5,31,11.0,46.0,36.0
Mitchell Robinson,C,25,NYK,31,21,768,73,127,.575,0,0,0,73,127,.575,.575,27,66,.409,142,121,263,18,37,35,25,55,173,5.0,50.0,32.0
Orlando Robinson,C,23,MIA,36,7,304,36,72,.500,8,15,.533,28,57,.491,.556,19,25,.760,28,56,84,34,7,8,18,35,99,16.0,46.0,36.0
Jeremiah Robinson-Earl,PF,23,NOP,39,1,334,45,95,.474,13,39,.333,32,56,.571,.542,12,16,.750,23,53,76,21,10,4,16,24,115,6.0,49.0,33.0
David Roddy,PF,22,TOT,65,13,1177,165,409,.403,48,164,.293,117,245,.478,.462,47,68,.691,53,158,211,80,27,11,57,72,425,17.085365853658537,25.96341463414634,39.03658536585366
Ryan Rollins,PG,21,TOT,13,0,78,14,27,.519,3,4,.750,11,23,.478,.574,13,17,.765,2,11,13,14,10,3,8,8,44,3.8536585365853657,3.621951219512195,9.378048780487804
Derrick Rose,PG,35,MEM,24,7,399,76,165,.461,15,41,.366,61,124,.492,.506,24,27,.889,7,38,45,78,8,2,31,21,191,26.0,27.0,55.0
Terry Rozier,PG-SG,29,TOT,61,60,2040,442,998,.443,149,410,.363,293,588,.498,.518,172,198,.869,35,212,247,342,63,21,106,101,1205,17.024390243902438,25.073170731707318,35.92682926829268
Rayan Rupert,SG,19,POR,39,12,633,54,161,.335,28,78,.359,26,83,.313,.422,19,25,.760,24,68,92,62,12,3,31,56,155,29.0,21.0,61.0
D'Angelo Russell,PG,27,LAL,76,69,2484,492,1080,.456,226,545,.415,266,535,.497,.560,159,192,.828,28,208,236,482,69,36,156,156,1369,19.0,47.0,35.0
Matt Ryan,SF,26,NOP,28,1,390,49,113,.434,41,91,.451,8,22,.364,.615,13,14,.929,6,34,40,18,6,1,19,32,152,6.0,49.0,33.0
Domantas Sabonis,C,27,SAC,82,82,2928,634,1068,.594,33,87,.379,601,981,.613,.609,292,415,.704,294,826,1120,673,74,48,272,250,1593,17.0,46.0,36.0
Luka Šamanić,PF,24,UTA,43,7,404,60,158,.380,13,64,.203,47,94,.500,.421,44,56,.786,22,80,102,19,5,7,28,32,177,23.0,31.0,51.0
Jermaine Samuels,SF,25,HOU,14,0,60,9,14,.643,0,2,.000,9,12,.750,.643,2,2,1.000,3,10,13,3,1,2,0,5,20,18.0,41.0,41.0
Adama Sanogo,PF,21,CHI,9,0,66,14,27,.519,0,0,0,14,27,.519,.519,8,12,.667,19,17,36,0,1,0,5,5,36,20.0,39.0,43.0
Gui Santos,PF,21,GSW,23,0,192,28,55,.509,10,27,.370,18,28,.643,.600,16,17,.941,17,32,49,14,4,2,7,23,82,11.0,46.0,36.0
Dario Šarić,C,29,GSW,64,9,1098,181,388,.466,74,197,.376,107,191,.560,.562,79,93,.849,73,210,283,144,31,10,78,112,515,11.0,46.0,36.0
Olivier Sarr,C,24,OKC,15,0,98,11,19,.579,2,6,.333,9,13,.692,.632,10,15,.667,10,26,36,2,0,7,3,18,34,2.0,57.0,25.0
Marcus Sasser,PG,23,DET,71,11,1351,219,512,.428,90,240,.375,129,272,.474,.516,58,66,.879,11,114,125,236,44,12,90,103,586,27.0,14.0,68.0
Admiral Schofield,PF,26,ORL,23,0,84,10,26,.385,6,16,.375,4,10,.400,.500,0,2,.000,3,14,17,7,1,0,5,9,26,15.0,47.0,35.0
Dennis Schröder,PG,30,TOT,80,58,2486,403,927,.435,138,368,.375,265,559,.474,.509,178,213,.836,39,203,242,488,63,17,153,164,1122,23.329268292682926,26.865853658536587,53.13414634146342
Dereon Seabron,SG,23,NOP,6,0,55,4,13,.308,1,2,.500,3,11,.273,.346,5,6,.833,1,6,7,5,2,1,0,4,14,6.0,49.0,33.0
Alperen Sengun,C,21,HOU,63,63,2046,527,982,.537,33,111,.297,494,871,.567,.553,244,352,.693,183,406,589,312,76,46,162,211,1331,18.0,41.0,41.0
Brice Sensabaugh,SF,20,UTA,32,11,584,85,218,.390,34,115,.296,51,103,.495,.468,37,41,.902,16,86,102,55,13,6,47,43,241,23.0,31.0,51.0
Collin Sexton,SG,25,UTA,78,51,2075,506,1038,.487,128,325,.394,378,713,.530,.549,318,370,.859,71,134,205,383,62,18,165,154,1458,23.0,31.0,51.0
Landry Shamet,SG,26,WAS,46,5,726,118,274,.431,53,157,.338,65,117,.556,.527,38,46,.826,16,46,62,54,25,10,30,76,327,28.0,15.0,67.0
Day'Ron Sharpe,C,22,BRK,61,1,921,168,294,.571,4,15,.267,164,279,.588,.578,75,123,.610,161,228,389,85,24,44,70,131,415,22.0,32.0,50.0
Shaedon Sharpe,SG,20,POR,32,25,1059,176,434,.406,60,180,.333,116,254,.457,.475,98,119,.824,42,118,160,94,28,12,72,88,510,29.0,21.0,61.0
Ben Sheppard,SG,22,IND,57,1,814,90,229,.393,49,156,.314,41,73,.562,.500,23,26,.885,15,74,89,53,33,2,15,88,252,10.0,47.0,35.0
Pascal Siakam,PF,29,TOT,80,80,2657,681,1271,.536,85,246,.346,596,1025,.581,.569,290,396,.732,139,426,565,342,63,25,141,193,1737,16.890243902439025,35.390243902439025,44.609756097560975
Ben Simmons,PG,27,BRK,15,12,359,43,74,.581,0,0,0,43,74,.581,.581,6,15,.400,31,88,119,86,12,9,27,36,92,22.0,32.0,50.0
Kobi Simmons,PG,26,TOR,4,0,67,9,21,.429,2,8,.250,7,13,.538,.476,0,0,0,1,6,7,12,6,2,1,5,20,25.0,25.0,57.0
Anfernee Simons,SG,24,POR,46,46,1582,360,837,.430,156,405,.385,204,432,.472,.523,163,178,.916,22,145,167,255,23,5,126,98,1039,29.0,21.0,61.0
Zavier Simpson,PG,26,MEM,7,0,161,17,54,.315,5,17,.294,12,37,.324,.361,3,4,.750,4,16,20,25,7,3,10,11,42,26.0,27.0,55.0
Jericho Sims,C,25,NYK,45,11,585,38,55,.691,0,0,0,38,55,.691,.691,16,24,.667,56,91,147,25,8,19,16,45,92,5.0,50.0,32.0
Dmytro Skapintsev,C,25,NYK,2,0,2,0,1,.000,0,0,0,0,1,.000,.000,0,0,0,0,0,0,0,0,0,0,0,0,5.0,50.0,32.0
Jalen Slawson,SF,24,SAC,12,0,37,4,6,.667,0,2,.000,4,4,1.000,.667,0,0,0,1,6,7,2,1,1,2,8,8,17.0,46.0,36.0
Javonte Smart,PG,24,PHI,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,47.0,35.0
Marcus Smart,PG,29,MEM,20,20,605,102,237,.430,42,134,.313,60,103,.583,.519,43,56,.768,6,47,53,86,41,5,62,53,289,26.0,27.0,55.0
Dennis Smith Jr.,PG,26,BRK,56,2,1059,147,338,.435,32,109,.294,115,229,.502,.482,43,58,.741,50,114,164,203,68,12,68,121,369,22.0,32.0,50.0
Dru Smith,SG,26,MIA,9,0,131,15,33,.455,7,17,.412,8,16,.500,.561,2,2,1.000,6,8,14,14,9,3,5,12,39,16.0,46.0,36.0
Ish Smith,PG,35,CHO,43,5,741,66,158,.418,4,8,.500,62,150,.413,.430,3,4,.750,11,65,76,145,17,4,47,49,139,30.0,21.0,61.0
Jabari Smith Jr.,PF,20,HOU,76,76,2424,378,833,.454,138,380,.363,240,453,.530,.537,150,185,.811,139,477,616,121,52,61,89,200,1044,18.0,41.0,41.0
Jalen Smith,C,23,IND,61,14,1047,234,395,.592,61,144,.424,173,251,.689,.670,72,104,.692,112,225,337,63,17,38,44,124,601,10.0,47.0,35.0
