Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Channing Frye,22,65,1572,305,640,3,9,189,229,138,374,53,30,47,97,200,802,.477,.333,.825
Deng Gai,23,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Francisco García,24,67,1301,130,325,39,137,78,101,39,185,94,41,47,75,135,377,.400,.285,.772
Ryan Gomes,23,61,1376,173,355,3,9,112,149,102,298,58,35,5,55,83,461,.487,.333,.752
Joey Graham,23,80,1581,198,414,29,87,108,133,57,244,60,37,13,92,228,533,.478,.333,.812
Stephen Graham,23,22,175,21,54,2,10,14,15,5,27,7,5,2,13,31,58,.389,.200,.933
Danny Granger,22,78,1765,221,478,30,93,115,148,131,384,90,58,62,80,211,587,.462,.323,.777
Devin Green,23,27,135,6,28,0,2,13,21,10,24,7,3,0,5,13,25,.214,.000,.619
Gerald Green,20,32,374,66,138,6,20,29,37,10,41,18,13,4,22,41,167,.478,.300,.784
Orien Greene,23,80,1235,100,253,9,40,45,68,37,145,129,77,10,109,181,254,.395,.225,.662
Anthony Grundy,26,12,108,19,38,5,15,9,14,1,17,9,7,0,9,14,52,.500,.333,.643
Chuck Hayes,22,40,535,59,105,0,1,29,45,67,179,14,26,14,12,76,147,.562,.000,.644
Luther Head,23,80,2310,254,630,113,313,86,123,33,266,215,89,9,119,169,707,.403,.361,.699
Julius Hodge,22,14,33,5,13,0,0,3,8,5,7,6,2,0,8,7,13,.385,0.0,.375
Randy Holcomb,26,4,11,1,1,0,0,0,0,1,1,0,0,0,0,2,2,1.000,0.0,0.0
Jarrett Jack,22,79,1599,189,428,20,76,128,160,18,160,219,41,2,102,138,526,.442,.263,.800
Šarūnas Jasikevičius,29,75,1557,170,429,86,236,121,133,19,153,227,40,4,116,108,547,.396,.364,.910
Amir Johnson,18,3,39,7,10,2,3,4,4,3,4,3,0,2,4,7,20,.700,.667,1.000
Dwayne Jones,22,14,87,4,10,0,0,6,13,10,31,2,1,3,3,14,14,.400,0.0,.462
Linas Kleiza,21,61,519,77,173,2,13,57,81,38,116,15,10,13,16,87,213,.445,.154,.704
Yaroslav Korolev,18,24,127,9,30,2,7,7,10,5,13,9,3,0,6,11,27,.300,.286,.700
David Lee,22,67,1129,137,230,0,0,71,123,109,303,43,30,20,51,124,345,.596,0.0,.577
John Lucas III,23,13,107,14,36,2,9,0,0,2,5,12,5,0,7,6,30,.389,.222,0.0
Arvydas Macijauskas,26,19,135,14,41,3,12,13,15,3,10,5,7,0,8,10,44,.341,.250,.867
Rawle Marshall,23,23,241,24,60,1,3,22,29,8,31,10,8,7,15,17,71,.400,.333,.759
Jason Maxiell,22,26,159,23,54,0,0,14,42,12,28,3,4,5,11,14,60,.426,0.0,.333
Sean May,21,23,398,70,171,0,5,49,64,42,109,22,17,12,33,58,189,.409,.000,.766
Rashad McCants,21,79,1362,241,535,67,180,78,106,29,143,63,44,22,86,176,627,.450,.372,.736
Aaron Miles,22,19,118,6,18,0,0,4,4,0,14,24,4,1,11,13,16,.333,0.0,1.000
C.J. Miles,18,23,203,28,76,5,20,18,24,18,38,16,7,2,9,20,79,.368,.250,.750
Sergei Monia,22,26,343,29,87,9,34,10,14,11,52,19,7,5,12,41,77,.333,.265,.714
Boniface N'Dong,28,23,152,22,53,0,1,6,9,15,37,7,2,5,6,23,50,.415,.000,.667
Fabricio Oberto,30,59,490,44,93,0,2,15,27,57,123,27,9,11,28,91,103,.473,.000,.556
Andre Owens,25,23,210,27,74,3,16,12,18,11,21,8,5,0,13,25,69,.365,.188,.667
Chris Paul,20,78,2808,407,947,50,177,394,465,61,400,611,175,6,183,218,1258,.430,.282,.847
Johan Petro,20,68,1282,153,300,0,0,47,75,109,296,15,25,51,60,213,353,.510,0.0,.627
Josh Powell,23,37,429,37,81,0,0,36,45,28,81,9,7,4,22,52,110,.457,0.0,.800
Ronnie Price,22,29,150,21,58,6,27,12,12,5,15,11,6,0,10,10,60,.362,.222,1.000
Shavlik Randolph,22,57,487,44,97,0,0,43,71,55,133,19,19,12,21,83,131,.454,0.0,.606
Anthony Roberson,22,16,88,14,31,5,10,2,2,0,6,5,1,0,3,6,35,.452,.500,1.000
Lawrence Roberts,23,33,181,20,44,0,2,11,23,26,49,5,8,2,5,30,51,.455,.000,.478
Nate Robinson,21,72,1544,230,565,58,146,152,202,56,167,147,59,1,114,201,670,.407,.397,.752
Melvin Sanders,25,16,113,16,33,2,3,7,10,4,23,3,5,0,8,20,41,.485,.667,.700
Alex Scales,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Luke Schenscher,23,20,149,16,26,0,0,4,13,8,29,7,1,3,5,21,36,.615,0.0,.308
Wayne Simien,22,43,414,58,120,0,0,30,34,38,88,7,13,1,24,70,146,.483,0.0,.882
James Singleton,24,59,753,77,151,10,20,39,50,63,197,29,19,21,28,95,203,.510,.500,.780
Salim Stoudamire,23,61,1236,204,492,82,216,99,110,12,116,75,27,3,82,118,589,.415,.380,.900
Chris Taft,20,17,144,23,38,0,0,1,6,19,36,2,2,7,2,25,47,.605,0.0,.167
Donell Taylor,23,51,465,53,136,4,17,30,43,16,53,45,30,4,34,47,140,.390,.235,.698
Dijon Thompson,22,10,43,11,25,4,11,2,2,4,11,1,3,1,2,6,28,.440,.364,1.000
Ronny Turiaf,23,23,161,15,30,0,0,15,27,11,37,8,3,10,7,30,45,.500,0.0,.556
Charlie Villanueva,21,81,2361,435,940,70,214,113,160,181,521,88,60,63,99,247,1053,.463,.327,.706
Von Wafer,20,16,73,6,38,2,17,6,8,5,8,4,3,0,1,12,20,.158,.118,.750
Matt Walsh,23,2,3,1,1,0,0,0,2,0,0,0,0,0,1,0,2,1.000,0.0,.000
Hakim Warrick,23,68,724,101,228,0,0,76,115,43,144,30,14,21,56,113,278,.443,0.0,.661
Martell Webster,19,61,1070,139,348,65,182,61,71,29,130,34,21,14,43,90,404,.399,.357,.859
Robert Whaley,23,23,212,23,57,0,0,3,6,16,43,17,7,8,14,41,49,.404,0.0,.500
Deron Williams,21,80,2307,339,805,91,219,95,135,35,194,359,60,17,145,233,864,.421,.416,.704
Lou Williams,19,30,145,23,52,2,9,8,13,3,19,10,5,0,13,13,56,.442,.222,.615
Marvin Williams,19,79,1952,235,531,13,53,189,253,122,383,63,48,24,83,227,672,.443,.245,.747
Antoine Wright,21,39,370,29,81,1,15,11,22,8,30,12,4,3,21,42,70,.358,.067,.500
Bracey Wright,21,7,135,21,51,6,17,14,16,3,18,5,1,0,8,8,62,.412,.353,.875
Derrick Zimmerman,24,2,32,2,3,0,0,0,0,1,4,7,0,0,4,4,4,.667,0.0,0.0
