Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Sheldon Mac,24,30,287,30,75,7,30,23,27,4,34,15,8,2,5,17,90,.400,.233,.852
Thon Maker,19,57,562,83,181,28,74,32,49,40,114,23,10,26,17,84,226,.459,.378,.653
Patrick McCaw,21,71,1074,106,245,41,123,29,37,21,100,77,32,15,36,62,282,.433,.333,.784
Rodney McGruder,25,78,1966,190,460,73,220,44,71,94,256,124,46,18,56,140,497,.413,.332,.620
Dejounte Murray,20,38,322,50,116,9,23,21,30,6,42,48,8,6,38,29,130,.431,.391,.700
Jamal Murray,19,82,1764,295,730,115,344,106,120,41,214,170,51,24,113,124,811,.404,.334,.883
Maurice Ndour,24,32,331,39,86,1,7,19,26,22,64,8,15,8,12,30,98,.453,.143,.731
Georges Niang,23,23,93,9,36,1,12,2,2,2,17,5,3,0,5,6,21,.250,.083,1.000
David Nwaba,24,20,397,47,81,1,5,25,39,17,63,14,13,7,11,36,120,.580,.200,.641
Daniel Ochefu,23,19,75,12,27,0,0,0,2,5,22,3,2,0,3,17,24,.444,0.0,.000
Chinanu Onuaku,20,5,52,5,7,0,0,4,4,2,10,3,3,1,4,6,14,.714,0.0,1.000
Georgios Papagiannis,19,22,355,56,102,0,2,12,14,24,86,20,3,17,24,44,124,.549,.000,.857
Gary Payton II,24,6,99,8,22,1,9,3,5,0,12,13,3,4,10,9,20,.364,.111,.600
Marshall Plumlee,24,21,170,16,30,0,0,8,19,23,51,10,4,4,12,23,40,.533,0.0,.421
Jakob Poeltl,21,54,626,67,115,0,0,31,57,78,165,12,17,20,29,113,165,.583,0.0,.544
Alex Poythress,23,6,157,25,54,6,19,8,10,11,29,5,3,2,3,14,64,.463,.316,.800
Taurean Prince,22,59,981,114,285,33,102,74,94,25,157,55,43,27,61,96,335,.400,.324,.787
Tim Quarterman,22,16,80,13,29,5,13,0,3,4,14,11,2,3,11,6,31,.448,.385,.000
Chasson Randle,23,26,299,40,98,16,47,41,43,6,32,34,9,2,19,39,137,.408,.340,.953
Malachi Richardson,21,22,198,28,68,8,28,15,19,3,23,11,5,1,8,23,79,.412,.286,.789
Domantas Sabonis,20,81,1632,192,481,51,159,44,67,46,288,82,39,32,83,200,479,.399,.321,.657
Dario Šarić,22,81,2129,381,927,106,341,172,220,112,513,182,57,30,183,162,1040,.411,.311,.782
Tomáš Satoranský,25,57,719,61,147,9,37,23,33,25,83,92,26,6,38,60,154,.415,.243,.697
Wayne Selden,22,14,236,25,58,7,28,14,22,1,16,13,6,1,12,18,71,.431,.250,.636
Pascal Siakam,22,55,859,103,205,1,7,22,32,64,185,17,26,45,33,109,229,.502,.143,.688
Diamond Stone,19,7,24,3,13,0,0,4,4,1,6,0,0,1,2,5,10,.231,0.0,1.000
Isaiah Taylor,22,4,52,1,7,0,2,1,2,1,3,3,1,1,0,6,3,.143,.000,.500
Mike Tobey,22,2,25,1,4,0,0,0,0,2,3,1,0,0,1,2,2,.250,0.0,0.0
Tyler Ulis,21,61,1123,184,437,21,79,55,71,20,95,226,48,5,77,73,444,.421,.266,.775
Jarrod Uthoff,23,9,115,16,38,3,9,5,7,8,22,9,2,4,3,8,40,.421,.333,.714
Denzel Valentine,23,57,976,102,288,73,208,14,18,11,151,63,30,7,49,86,291,.354,.351,.778
Fred VanVleet,22,37,294,39,111,11,29,18,22,4,42,35,16,3,15,36,107,.351,.379,.818
Okaro White,24,35,471,33,87,12,34,20,22,25,82,21,10,10,18,52,98,.379,.353,.909
Isaiah Whitehead,21,73,1643,204,508,44,149,91,113,32,184,192,42,36,142,175,543,.402,.295,.805
Troy Williams,22,30,557,73,167,18,62,21,32,15,69,25,27,10,32,60,185,.437,.290,.656
Kyle Wiltjer,24,14,44,4,14,4,13,1,2,4,10,2,3,1,5,4,13,.286,.308,.500
Stephen Zimmerman,20,19,108,10,31,0,0,3,5,11,35,4,2,5,3,17,23,.323,0.0,.600
Paul Zipser,22,44,843,88,221,33,99,31,40,15,125,36,15,16,40,78,240,.398,.333,.775
Ivica Zubac,19,38,609,126,238,0,3,32,49,41,159,30,14,33,30,66,284,.529,.000,.653
