Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Álex Abrines,23,68,1055,134,341,94,247,44,49,18,86,40,37,8,33,114,406,.393,.381,.898
Ron Baker,23,52,857,82,217,23,86,28,43,12,98,107,34,8,56,74,215,.378,.267,.651
Wade Baldwin,20,33,405,36,115,3,22,31,37,11,46,61,18,7,39,40,106,.313,.136,.838
Malik Beasley,20,22,165,33,73,9,28,8,10,5,17,11,7,0,8,10,83,.452,.321,.800
DeAndre' Bembry,22,38,371,47,98,1,18,6,16,14,59,28,8,5,16,21,101,.480,.056,.375
Dragan Bender,19,43,574,57,161,28,101,4,11,23,103,23,10,22,32,74,146,.354,.277,.364
Ben Bentil,21,3,10,0,3,0,1,0,0,0,2,0,0,0,1,1,0,.000,.000,0.0
Dāvis Bertāns,24,67,808,103,234,69,173,28,34,22,98,46,20,28,32,75,303,.440,.399,.824
Joel Bolomboy,23,12,53,9,16,1,4,3,6,4,17,2,1,2,2,1,22,.563,.250,.500
Malcolm Brogdon,24,75,1982,290,635,78,193,109,126,47,213,317,84,12,113,140,767,.457,.404,.865
Jaylen Brown,20,78,1341,192,423,46,135,85,124,45,220,64,35,18,68,142,515,.454,.341,.685
Nicolás Brussino,23,54,521,52,141,29,95,17,22,26,95,47,17,8,26,43,150,.369,.305,.773
Marquese Chriss,19,82,1743,284,632,72,224,113,181,96,348,60,67,70,108,263,753,.449,.321,.624
Semaj Christon,24,64,973,77,223,12,63,17,31,19,87,130,28,7,43,79,183,.345,.190,.548
Quinn Cook,23,14,188,33,66,11,26,2,5,1,7,26,4,0,13,13,79,.500,.423,.400
Deyonta Davis,20,36,238,24,47,0,0,10,18,20,60,2,3,17,8,40,58,.511,0.0,.556
Malcolm Delaney,27,73,1248,145,388,26,110,75,93,10,123,193,39,1,95,112,391,.374,.236,.806
Cheick Diallo,20,17,199,36,76,0,0,15,21,23,73,4,4,7,7,17,87,.474,0.0,.714
Kris Dunn,22,78,1333,118,313,21,73,36,59,24,166,188,78,36,89,178,293,.377,.288,.610
Henry Ellenson,20,19,146,23,64,10,35,4,8,8,41,7,1,1,14,6,60,.359,.286,.500
Joel Embiid,22,31,786,200,429,36,98,191,244,61,243,66,27,76,117,112,627,.466,.367,.783
Kay Felder,21,42,386,62,158,7,22,35,49,3,41,58,18,7,30,38,166,.392,.318,.714
Yogi Ferrell,23,46,1197,160,394,68,176,74,89,20,111,172,42,9,70,90,462,.406,.386,.831
Dorian Finney-Smith,23,81,1642,124,333,56,191,46,61,55,222,67,52,25,45,125,350,.372,.293,.754
Bryn Forbes,23,36,285,36,99,17,53,5,6,2,23,23,1,0,11,20,94,.364,.321,.833
Patricio Garino,23,5,43,0,7,0,5,0,0,1,7,0,0,0,3,4,0,.000,.000,0.0
Michael Gbinije,24,9,32,1,10,0,4,2,2,2,3,2,0,0,0,2,4,.100,.000,1.000
Marcus Georges-Hunt,22,5,48,2,7,1,2,9,10,1,9,3,1,0,2,5,14,.286,.500,.900
Jonathan Gibson,29,17,231,35,95,15,45,21,29,1,22,26,8,0,21,21,106,.368,.333,.724
Treveon Graham,23,27,189,19,40,9,15,10,15,5,22,6,6,1,3,18,57,.475,.600,.667
A.J. Hammons,24,22,163,17,42,5,10,9,20,8,36,4,1,13,10,21,48,.405,.500,.450
Andrew Harrison,22,72,1474,117,360,43,156,148,194,23,136,198,53,21,85,194,425,.325,.276,.763
Juancho Hernangómez,21,62,842,101,224,46,113,57,76,43,187,29,30,12,31,62,305,.451,.407,.750
Willy Hernangómez,22,72,1324,246,465,4,15,91,125,170,502,96,41,36,100,150,587,.529,.267,.728
Buddy Hield,24,82,1888,327,767,148,379,64,76,35,269,121,38,9,101,115,866,.426,.391,.842
Danuel House Jr.,23,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
Brandon Ingram,19,79,2279,276,686,55,187,133,214,60,316,166,50,36,116,158,740,.402,.294,.621
Demetrius Jackson,22,5,17,3,4,1,1,3,6,2,4,3,0,0,0,0,10,.750,1.000,.500
Pierre Jackson,25,8,84,13,39,3,11,6,7,1,9,19,2,0,3,5,35,.333,.273,.857
Brice Johnson,22,3,9,2,7,0,0,0,0,1,3,1,2,1,1,0,4,.286,0.0,0.0
Damian Jones,21,10,85,8,16,0,0,3,10,9,23,0,1,4,6,15,19,.500,0.0,.300
Derrick Jones Jr.,19,32,545,68,121,3,11,29,41,39,79,12,14,13,13,63,168,.562,.273,.707
Mindaugas Kuzminskas,27,68,1016,158,369,54,168,55,68,47,126,69,29,11,51,79,425,.428,.321,.809
Skal Labissière,20,33,612,117,218,3,8,52,74,51,162,27,16,13,37,64,289,.537,.375,.703
Nicolás Laprovíttola,27,18,174,20,47,10,27,9,9,1,10,28,4,1,19,19,59,.426,.370,1.000
Jake Layman,22,35,249,26,89,13,51,13,17,6,24,11,9,3,11,22,78,.292,.255,.765
Caris LeVert,22,57,1237,171,380,59,184,67,93,23,188,110,49,8,59,91,468,.450,.321,.720
Shawn Long,24,18,234,61,109,7,19,19,35,41,85,13,9,9,13,49,148,.560,.368,.543
Timothé Luwawu-Cabarrot,21,69,1190,145,361,50,161,105,123,25,149,75,32,10,73,154,445,.402,.311,.854
