Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Bernard Robinson,24,31,328,36,81,3,8,18,26,14,48,30,11,4,20,42,93,.444,.375,.692
Quinton Ross,23,78,1659,161,373,1,4,74,110,59,210,109,51,22,54,165,397,.432,.250,.673
Ha Seung-Jin,19,19,104,10,23,0,0,6,11,6,18,2,1,5,12,21,26,.435,0.0,.545
Donta Smith,21,38,433,44,113,6,22,33,48,19,52,39,23,5,25,50,127,.389,.273,.688
J.R. Smith,19,76,1859,295,748,81,281,111,161,39,152,142,55,11,109,135,782,.394,.288,.689
Josh Smith,19,74,2050,274,602,4,23,163,237,147,457,127,59,144,135,157,715,.455,.174,.688
Kirk Snyder,21,68,906,122,328,30,85,64,96,50,121,36,26,19,58,116,338,.372,.353,.667
Pape Sow,23,27,255,23,58,0,0,16,27,18,57,2,12,4,10,46,62,.397,0.0,.593
Awvee Storey,27,9,32,3,10,1,2,1,2,4,5,1,0,0,0,3,8,.300,.500,.500
Robert Swift,19,16,72,5,11,0,0,5,9,1,5,2,1,7,4,16,15,.455,0.0,.556
Yuta Tabuse,24,4,17,1,6,1,1,4,4,2,4,3,0,0,1,1,7,.167,1.000,1.000
Sebastian Telfair,19,68,1330,169,430,17,69,105,133,10,104,224,35,4,125,120,460,.393,.246,.789
Billy Thomas,29,25,356,34,94,17,56,7,9,7,36,17,14,1,9,29,92,.362,.304,.778
James Thomas,24,11,117,12,20,0,0,2,6,17,37,4,4,4,7,13,26,.600,0.0,.333
Beno Udrih,22,80,1149,173,390,58,142,67,89,16,83,150,41,10,77,96,471,.444,.408,.753
Anderson Varejão,22,54,863,99,193,0,2,68,127,109,257,27,41,38,26,122,266,.513,.000,.535
Jackson Vroman,23,46,705,82,199,0,3,48,75,64,175,40,25,19,64,105,212,.412,.000,.640
Sasha Vujačić,20,35,403,33,117,17,63,18,19,13,62,51,12,2,15,41,101,.282,.270,.947
Delonte West,21,39,507,66,155,24,67,19,27,14,65,53,21,8,24,69,175,.426,.358,.704
Damien Wilkins,25,29,520,73,168,16,59,21,34,29,66,26,22,10,16,55,183,.435,.271,.618
Dorell Wright,19,3,27,3,11,0,4,1,1,0,1,3,4,0,3,2,7,.273,.000,1.000
