Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Javonte Green,26,48,468,63,126,9,33,28,42,24,93,26,24,8,23,43,163,.500,.273,.667
Marko Gudurić,24,44,484,62,157,25,83,24,26,14,73,45,12,8,36,34,173,.395,.301,.923
Kyle Guy,22,3,10,2,5,0,3,0,0,0,1,1,0,0,0,1,4,.400,.000,0.0
Rui Hachimura,21,48,1444,254,545,25,87,116,140,78,294,87,37,8,53,105,649,.466,.287,.829
Devon Hall,24,11,81,6,30,4,17,4,8,2,7,13,4,1,5,6,20,.200,.235,.500
Donta Hall,22,9,133,15,22,0,0,9,18,14,38,4,3,6,5,23,39,.682,0.0,.500
Jared Harper,22,3,8,1,4,0,2,0,0,0,0,0,0,0,0,0,2,.250,.000,0.0
Jaxson Hayes,19,64,1080,174,259,1,4,123,190,97,259,56,26,55,53,161,472,.672,.250,.647
Dewan Hernandez,23,6,28,5,14,1,2,3,5,5,14,3,1,0,3,6,14,.357,.500,.600
Tyler Herro,20,55,1508,270,631,116,298,87,100,16,224,121,34,9,87,76,743,.428,.389,.870
Kevin Hervey,23,10,52,7,27,3,20,0,0,1,12,5,1,1,0,4,17,.259,.150,0.0
Jaylen Hoard,20,13,103,15,32,0,3,8,13,14,32,4,5,0,4,12,38,.469,.000,.615
Talen Horton-Tucker,19,6,81,14,30,4,13,2,4,2,7,6,8,1,6,10,34,.467,.308,.500
William Howard,26,2,13,0,4,0,4,0,0,0,2,1,0,0,1,1,0,.000,.000,0.0
De'Andre Hunter,22,63,2018,280,683,108,304,110,144,44,286,112,44,18,103,182,778,.410,.355,.764
Justin James,23,36,232,35,84,9,29,10,21,6,32,18,6,9,8,17,89,.417,.310,.476
DaQuan Jeffries,22,13,141,20,40,5,18,5,6,3,18,7,4,1,2,19,50,.500,.278,.833
Ty Jerome,22,31,328,38,113,14,50,12,16,7,46,44,15,3,18,29,102,.336,.280,.750
Cameron Johnson,23,57,1255,176,405,106,272,46,57,49,187,69,36,20,32,88,504,.435,.390,.807
Keldon Johnson,20,17,301,53,89,13,22,35,44,10,57,15,14,2,13,28,154,.596,.591,.795
Mfiondu Kabengele,22,12,64,14,32,9,20,5,5,1,11,2,2,2,2,9,42,.438,.450,1.000
Stanton Kidd,27,4,15,0,3,0,1,0,0,0,3,1,0,0,2,3,0,.000,.000,0.0
Louis King,20,10,62,8,21,4,11,0,3,1,10,5,2,0,2,10,20,.381,.364,.000
John Konchar,23,19,181,24,37,5,10,1,2,18,47,22,7,3,7,7,54,.649,.500,.500
Romeo Langford,20,32,370,28,80,5,27,18,25,15,41,13,8,8,11,33,79,.350,.185,.720
Vic Law,24,8,62,6,18,1,7,2,6,2,11,3,2,0,2,6,15,.333,.143,.333
Jalen Lecque,19,5,32,4,10,0,4,2,2,0,2,2,0,0,2,3,10,.400,.000,1.000
Nassir Little,19,48,573,65,151,14,59,28,44,31,108,22,13,14,15,72,172,.430,.237,.636
Terance Mann,23,41,362,37,79,7,20,18,27,10,55,53,11,5,18,46,99,.468,.350,.667
Caleb Martin,24,18,317,37,84,20,37,17,21,10,38,23,12,7,15,32,111,.440,.541,.810
Cody Martin,24,48,903,89,207,18,77,42,65,38,158,95,39,9,44,78,238,.430,.234,.646
Jeremiah Martin,23,9,99,24,53,5,18,11,14,1,10,18,7,2,4,7,64,.453,.278,.786
Kelan Martin,24,31,495,71,181,25,96,30,31,12,96,23,7,9,20,51,197,.392,.260,.968
Garrison Mathews,23,18,227,24,56,19,46,31,34,6,24,10,8,1,8,32,98,.429,.413,.912
Jalen McDaniels,22,16,293,33,70,9,24,14,17,15,65,13,8,3,11,36,89,.471,.375,.824
Jordan McLaughlin,23,30,590,87,178,29,76,26,39,7,49,125,34,4,31,31,229,.489,.382,.667
Nicolò Melli,29,60,1042,136,323,69,206,54,73,38,180,82,34,23,46,124,395,.421,.335,.740
Eric Mika,25,1,19,2,3,0,0,2,2,2,7,0,0,0,0,5,6,.667,0.0,1.000
Adam Mokoka,21,11,112,12,28,6,15,2,4,7,10,4,4,0,2,17,32,.429,.400,.500
Matt Mooney,23,4,19,1,4,0,2,0,0,0,3,1,2,1,0,1,2,.250,.000,0.0
Ja Morant,20,67,2074,447,937,60,179,239,308,51,259,488,58,18,220,110,1193,.477,.335,.776
Juwan Morgan,22,21,134,15,26,3,8,3,4,10,29,6,1,2,6,19,36,.577,.375,.750
Mychal Mulder,25,7,204,26,67,16,52,9,12,3,23,8,2,1,5,20,77,.388,.308,.750
Malik Newman,22,1,4,0,2,0,1,2,2,0,0,0,0,0,1,0,2,.000,.000,1.000
Zach Norvell,22,5,41,3,12,3,8,1,1,0,6,3,2,0,3,4,10,.250,.375,1.000
Jaylen Nowell,20,15,151,19,53,3,26,16,17,3,13,19,3,1,3,11,57,.358,.115,.941
Kendrick Nunn,24,67,1962,401,914,137,391,85,100,21,180,220,56,15,114,152,1024,.439,.350,.850
KZ Okpala,20,5,26,3,5,0,1,1,2,1,5,1,2,1,1,2,7,.600,.000,.500
Miye Oni,22,10,109,12,32,7,19,4,5,5,17,4,4,2,4,9,35,.375,.368,.800
Tariq Owens,24,3,15,1,5,0,2,2,2,2,3,0,1,0,0,1,4,.200,.000,1.000
Eric Paschall,23,60,1654,318,640,37,129,164,212,82,275,127,32,13,94,125,837,.497,.287,.774
Anžejs Pasečņiks,24,27,437,61,116,0,3,34,58,42,107,18,9,12,24,75,156,.526,.000,.586
Norvel Pelle,26,24,232,25,48,0,1,7,14,20,72,8,3,31,18,55,57,.521,.000,.500
Vincent Poirier,26,22,130,17,36,1,2,6,7,13,43,8,2,9,8,25,41,.472,.500,.857
Shamorie Ponds,21,4,11,3,5,1,2,2,2,0,1,2,0,1,0,2,9,.600,.500,1.000
Jordan Poole,20,57,1274,167,502,74,265,95,119,9,118,134,35,10,74,94,503,.333,.279,.798
Kevin Porter Jr.,19,50,1162,186,421,53,158,73,101,22,162,109,46,14,93,135,498,.442,.335,.723
Michael Porter Jr.,21,55,903,195,383,62,147,60,72,66,259,46,27,25,49,100,512,.509,.422,.833
Josh Reaves,22,4,28,3,9,0,2,2,2,1,3,3,0,0,0,5,8,.333,.000,1.000
Cam Reddish,20,58,1551,213,554,83,250,101,126,35,216,87,62,28,96,132,610,.384,.332,.802
Naz Reid,20,30,495,100,243,32,97,37,53,34,124,35,19,22,22,83,269,.412,.330,.698
Justin Robinson,22,9,49,5,12,3,5,0,0,1,5,7,0,1,3,2,13,.417,.600,0.0
Isaiah Roby,21,3,11,0,1,0,0,0,0,0,2,0,0,0,1,1,0,.000,0.0,0.0
Luka Šamanić,20,3,48,5,16,3,8,3,4,1,10,6,0,2,2,6,16,.313,.375,.750
Admiral Schofield,22,33,368,35,92,19,61,10,15,7,47,15,8,4,7,50,99,.380,.311,.667
Marial Shayok,24,4,28,3,12,2,6,3,4,1,7,1,0,1,3,4,11,.250,.333,.750
Chris Silva,23,44,346,48,78,0,3,37,55,60,126,23,9,21,32,85,133,.615,.000,.673
Alen Smailagić,19,14,139,20,40,3,13,16,19,10,27,13,3,4,11,14,59,.500,.231,.842
Max Strus,23,2,6,2,3,0,1,1,1,1,1,0,0,0,0,1,5,.667,.000,1.000
Matt Thomas,25,41,440,73,150,47,99,9,12,9,61,22,10,1,16,38,202,.487,.475,.750
Matisse Thybulle,22,65,1287,112,265,56,157,25,41,44,107,79,94,47,51,141,305,.423,.357,.610
Juan Toscano-Anderson,26,13,272,29,63,8,23,3,5,9,52,26,13,5,16,30,69,.460,.348,.600
Rayjon Tucker,22,20,161,20,43,3,17,19,23,3,20,5,1,1,8,10,62,.465,.176,.826
Gabe Vincent,23,9,83,8,37,6,27,0,0,0,5,6,5,0,1,6,22,.216,.222,0.0
Dean Wade,23,12,71,9,13,2,4,0,1,3,19,2,2,4,3,8,20,.692,.500,.000
P.J. Washington,21,58,1759,268,589,86,230,88,136,58,316,123,51,44,93,158,710,.455,.374,.647
Tremont Waters,22,11,119,14,49,4,24,8,8,0,12,16,10,2,15,13,40,.286,.167,1.000
Paul Watson,25,10,87,10,26,4,12,7,9,2,17,8,4,1,3,5,31,.385,.333,.778
Quinndary Weatherspoon,23,11,78,5,17,1,5,1,2,1,7,11,3,1,5,8,12,.294,.200,.500
Coby White,19,65,1674,312,792,133,376,102,129,28,230,175,49,6,109,117,859,.394,.354,.791
Grant Williams,21,69,1043,87,211,24,96,39,54,59,178,68,30,36,50,163,237,.412,.250,.722
Nigel Williams-Goss,25,10,50,5,16,2,7,2,2,2,6,6,3,1,3,6,14,.313,.286,1.000
Zion Williamson,19,24,668,210,360,6,14,114,178,64,150,50,16,9,59,42,540,.583,.429,.640
Justin Wright-Foreman,22,4,45,7,20,2,10,3,4,0,5,7,2,0,3,5,19,.350,.200,.750
