Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Guy Rucker,25,3,4,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0,0.0,0.0
Kareem Rush,22,76,872,96,244,19,68,16,23,26,94,68,10,11,63,71,227,.393,.279,.696
John Salmons,23,64,504,48,116,10,31,26,35,16,59,47,17,6,29,53,132,.414,.323,.743
Jamal Sampson,19,5,8,0,2,0,0,0,0,1,2,1,1,0,0,0,0,.000,0.0,0.0
Predrag Savović,26,27,256,29,93,4,26,21,29,9,25,22,14,1,21,33,83,.312,.154,.724
Paul Shirley,25,2,5,0,4,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.0,0.0
Tamar Slay,22,36,274,39,103,7,25,7,10,8,31,14,14,3,20,31,92,.379,.280,.700
Amar'e Stoudemire,20,82,2570,392,830,2,10,320,484,250,721,78,62,87,189,269,1106,.472,.200,.661
Cezary Trybański,23,15,86,5,20,0,0,4,10,6,14,1,0,6,8,13,14,.250,0.0,.400
Nikoloz Tskitishvili,19,81,1320,115,393,37,152,48,65,64,181,91,31,29,84,136,315,.293,.243,.738
Dajuan Wagner,19,47,1385,223,605,55,174,128,160,20,82,130,38,7,85,107,629,.369,.316,.800
Jiří Welsch,23,37,234,19,75,1,4,22,29,12,28,27,8,2,19,32,61,.253,.250,.759
Chris Wilcox,20,46,479,73,140,0,0,25,50,32,104,21,7,12,26,65,171,.521,0.0,.500
Mike Wilks,23,46,688,50,148,10,35,37,47,20,71,92,27,4,28,69,147,.338,.286,.787
Frank Williams,22,21,167,9,33,6,16,4,6,3,18,34,7,2,17,20,28,.273,.375,.667
Jay Williams,21,75,1961,273,685,65,202,103,161,27,195,350,86,17,171,179,714,.399,.322,.640
Qyntel Woods,21,53,334,59,118,3,9,7,20,15,53,12,15,1,23,36,128,.500,.333,.350
Vincent Yarbrough,21,59,1381,168,428,21,78,49,62,36,162,130,57,33,81,145,406,.393,.269,.790
