Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Antonio Lang,22,12,53,4,10,0,0,3,4,3,4,1,0,2,5,11,11,.400,0.0,.750
Ryan Lorthridge,22,37,672,106,223,3,14,57,88,24,71,101,28,1,57,42,272,.475,.214,.648
Donyell Marshall,21,72,2086,345,876,69,243,147,222,137,405,105,45,88,115,157,906,.394,.284,.662
Darrick Martin,23,34,803,95,233,7,38,57,65,14,64,133,34,0,62,88,254,.408,.184,.877
Jim McIlvaine,22,55,534,34,71,0,0,28,41,40,105,10,10,60,19,95,96,.479,0.0,.683
Aaron McKie,22,45,827,116,261,11,28,50,73,35,129,89,36,16,39,97,293,.444,.393,.685
Anthony Miller,23,46,527,70,132,2,5,47,76,67,152,35,20,7,38,77,189,.530,.400,.618
Greg Minor,23,63,945,155,301,2,12,65,78,49,137,66,32,16,44,89,377,.515,.167,.833
Eric Mobley,24,46,587,78,132,2,2,22,45,55,153,21,8,27,24,63,180,.591,1.000,.489
Eric Montross,23,78,2315,307,575,0,1,167,263,196,566,36,29,61,112,299,781,.534,.000,.635
Dwayne Morton,23,41,395,50,129,9,25,58,85,21,58,18,11,15,27,45,167,.388,.360,.682
Lamond Murray,21,81,2556,439,1093,65,218,199,264,132,354,133,72,55,163,180,1142,.402,.298,.754
Ivano Newbill,24,34,331,16,45,0,0,8,22,40,81,17,12,11,12,60,40,.356,0.0,.364
Julius Nwosu,23,23,84,9,28,0,0,13,17,11,24,3,0,3,9,20,31,.321,0.0,.765
Wesley Person,23,78,1800,309,638,116,266,80,101,67,201,105,48,24,79,149,814,.484,.436,.792
Derrick Phelps,22,3,5,0,1,0,0,0,2,0,0,1,0,0,0,3,0,.000,0.0,.000
Eric Piatkowski,24,81,1208,201,456,74,198,90,115,63,133,77,37,15,63,150,566,.441,.374,.783
Eldridge Recasner,27,3,13,1,6,0,1,4,4,0,2,1,3,0,2,0,6,.167,.000,1.000
Khalid Reeves,22,67,1462,206,465,67,171,140,196,52,186,288,77,10,132,139,619,.443,.392,.714
Glenn Robinson,22,80,2958,636,1410,86,268,397,499,169,513,197,115,22,313,234,1755,.451,.321,.796
Carlos Rogers,23,49,1017,180,340,2,14,76,146,108,278,37,22,52,84,124,438,.529,.143,.521
Jalen Rose,22,81,1798,227,500,36,114,173,234,57,217,389,65,22,160,206,663,.454,.316,.739
Clifford Rozier,22,66,1494,189,390,2,7,68,152,200,486,45,35,39,89,196,448,.485,.286,.447
Trevor Ruffin,24,49,319,84,197,38,99,27,38,8,23,48,14,2,47,52,233,.426,.384,.711
Dickey Simpkins,22,59,586,78,184,0,0,50,72,60,151,37,10,7,45,72,206,.424,0.0,.694
Reggie Slater,24,25,236,40,81,0,0,40,55,21,57,12,7,3,26,47,120,.494,0.0,.727
Michael Smith,22,82,1736,220,406,0,2,127,262,174,486,67,61,49,106,235,567,.542,.000,.485
Mark Strickland,24,4,9,1,3,0,0,1,2,2,4,0,0,1,1,0,3,.333,0.0,.500
Aaron Swinson,24,9,51,10,18,0,0,4,5,3,8,3,1,0,5,8,24,.556,0.0,.800
Žan Tabak,24,37,182,24,53,0,1,27,44,23,57,4,2,7,18,37,75,.453,.000,.614
Brooks Thompson,24,38,246,45,114,18,58,8,12,7,23,43,10,2,27,46,116,.395,.310,.667
Anthony Tucker,25,62,982,96,210,0,1,51,83,44,170,68,46,11,56,129,243,.457,.000,.614
B.J. Tyler,23,55,809,72,189,16,51,35,50,13,62,174,36,2,97,58,195,.381,.314,.700
Fred Vinson,24,5,27,1,7,1,6,1,1,0,0,1,0,0,2,4,4,.143,.167,1.000
Charlie Ward,24,10,44,4,19,1,10,7,10,1,6,4,2,0,8,7,16,.211,.100,.700
Jamie Watson,22,60,673,76,152,5,19,38,56,16,74,59,35,11,51,86,195,.500,.263,.679
Monty Williams,23,41,503,60,133,0,8,17,38,42,98,49,20,4,41,87,137,.451,.000,.447
Dontonio Wingfield,20,20,81,18,51,2,12,8,10,11,30,3,5,3,8,15,46,.353,.167,.800
Sharone Wright,22,79,2044,361,776,0,8,182,282,191,472,48,37,104,151,246,904,.465,.000,.645
