Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Dyron Nix,22,20,109,14,39,0,0,11,16,8,26,5,3,1,7,15,39,.359,0.0,.688
Žarko Paspalj,23,28,181,27,79,0,1,18,22,15,30,10,3,7,21,37,72,.342,.000,.818
Kenny Payne,23,35,216,47,108,4,10,16,18,11,26,10,7,6,20,37,114,.435,.400,.889
Dražen Petrović*,25,77,967,207,427,34,74,135,160,50,111,116,23,2,96,134,583,.485,.459,.844
Brian Quinnett,23,31,193,19,58,0,2,2,3,9,28,11,3,4,4,27,40,.328,.000,.667
J.R. Reid,21,82,2757,358,814,0,5,192,289,199,691,101,92,54,172,292,908,.440,.000,.664
Glen Rice,22,77,2311,470,1071,17,69,91,124,100,352,138,67,27,113,198,1048,.439,.246,.734
Pooh Richardson,23,82,2581,426,925,23,83,63,107,55,217,554,133,25,141,143,938,.461,.277,.589
Clifford Robinson,23,82,1565,298,751,12,44,138,251,110,308,72,53,53,129,226,746,.397,.273,.550
David Robinson*,24,82,3002,690,1300,0,2,613,837,303,983,164,138,319,257,259,1993,.531,.000,.732
Doug Roth,22,42,412,37,86,0,1,7,14,44,120,20,8,13,16,70,81,.430,.000,.500
Donald Royal,23,66,746,117,255,0,1,153,197,69,137,43,32,8,81,107,387,.459,.000,.777
Delaney Rudd,27,77,850,111,259,16,56,35,53,12,55,177,22,1,88,81,273,.429,.286,.660
Jeff Sanders,24,31,182,13,40,0,0,2,4,17,39,9,4,4,15,27,28,.325,0.0,.500
Dexter Shouse,26,3,18,0,4,0,1,0,0,0,0,2,1,1,2,2,0,.000,.000,0.0
Charles Smith,22,60,519,59,133,0,7,53,76,14,69,103,35,3,36,75,171,.444,.000,.697
Michael Smith,24,65,620,136,286,2,28,53,64,40,100,79,9,1,54,51,327,.476,.071,.828
Jay Taylor,22,17,114,21,52,3,13,6,9,5,11,5,5,3,10,9,51,.404,.231,.667
Leonard Taylor,23,10,37,0,6,0,1,11,16,4,12,1,0,0,5,4,11,.000,.000,.688
Henry Turner,23,36,315,58,122,0,3,40,65,22,50,22,17,7,26,40,156,.475,.000,.615
Gary Voce,24,1,4,1,3,0,0,0,0,2,2,0,0,0,0,0,2,.333,0.0,0.0
Alexander Volkov,25,72,937,137,284,13,34,70,120,52,119,83,36,22,52,166,357,.482,.382,.583
Doug West,22,52,378,53,135,3,11,26,32,24,70,18,10,6,31,61,135,.393,.273,.813
Randy White,22,55,707,93,252,1,14,50,89,78,173,21,24,6,47,124,237,.369,.071,.562
Mike Williams,26,21,102,6,18,0,1,3,6,5,23,2,3,7,3,30,15,.333,.000,.500
Haywoode Workman,24,6,16,2,3,0,0,2,2,0,3,2,3,0,0,3,6,.667,0.0,1.000
