Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Ndudi Ebi,19,17,32,6,14,0,0,1,4,2,3,3,0,4,3,6,13,.429,0.0,.250
Francisco Elson,27,62,875,94,199,0,1,30,45,65,203,32,35,39,35,145,218,.472,.000,.667
Desmond Ferguson,26,7,32,5,12,3,8,0,2,0,4,1,0,0,1,0,13,.417,.375,.000
T.J. Ford,20,55,1472,153,398,5,21,80,98,37,177,356,60,3,139,123,391,.384,.238,.816
Richie Frahm,26,54,469,63,139,34,92,23,26,12,56,24,16,4,7,50,183,.453,.370,.885
Hiram Fuller,22,4,43,3,8,0,0,2,6,4,11,2,0,1,4,5,8,.375,0.0,.333
Reece Gaines,23,38,364,25,86,3,10,16,25,8,39,40,11,2,18,22,69,.291,.300,.640
Alex Garcia,23,2,13,1,7,0,0,1,2,0,0,0,2,0,1,0,3,.143,0.0,.500
Willie Green,22,53,767,143,357,19,61,59,81,16,65,53,26,5,59,83,364,.401,.311,.728
Ben Handlogten,30,17,172,25,47,0,0,18,27,22,55,6,3,4,10,32,68,.532,0.0,.667
Travis Hansen,25,41,507,46,130,9,30,22,27,30,70,19,10,9,15,67,123,.354,.300,.815
Udonis Haslem,23,75,1795,205,447,0,3,140,183,189,473,51,33,24,74,197,550,.459,.000,.765
Jarvis Hayes,22,70,2044,278,695,40,131,77,98,71,264,106,71,11,110,157,673,.400,.305,.786
Kirk Hinrich,23,76,2706,318,823,144,369,135,168,42,259,517,101,21,204,276,915,.386,.390,.804
Josh Howard,23,67,1589,229,532,20,66,97,138,149,368,97,69,54,67,168,575,.430,.303,.703
Brandon Hunter,23,36,406,53,116,0,3,19,43,50,118,19,13,1,22,40,125,.457,.000,.442
LeBron James,19,79,3122,622,1492,63,217,347,460,99,432,465,130,58,273,149,1654,.417,.290,.754
Britton Johnsen,24,20,290,17,59,1,12,7,16,15,45,12,7,1,14,28,42,.288,.083,.438
Linton Johnson,23,41,734,72,203,7,33,22,37,59,183,27,37,32,37,90,173,.355,.212,.595
Dahntay Jones,23,20,154,15,53,1,4,5,11,7,23,12,5,6,12,23,36,.283,.250,.455
James Jones,23,6,26,2,9,1,4,2,2,0,2,0,1,0,0,1,7,.222,.250,1.000
Chris Kaman,21,82,1843,200,435,0,2,99,142,126,461,85,23,73,155,211,499,.460,.000,.697
Jason Kapono,22,41,427,52,129,21,44,20,24,19,55,14,13,2,21,41,145,.403,.477,.833
Kyle Korver,22,74,882,115,327,81,207,19,24,30,111,40,25,8,41,102,330,.352,.391,.792
Maciej Lampe,18,21,224,43,88,0,4,10,13,9,44,9,3,3,15,28,96,.489,.000,.769
Raül López,23,82,1617,223,517,25,85,101,117,24,155,305,62,2,174,200,572,.431,.294,.863
Keith McLeod,24,33,391,27,82,1,10,33,43,5,34,59,16,1,29,39,88,.329,.100,.767
Darko Miličić,18,34,159,17,65,0,1,14,24,11,43,7,7,15,13,33,48,.262,.000,.583
Travis Outlaw,19,8,19,3,7,0,0,2,4,2,4,1,1,0,1,1,8,.429,0.0,.500
Zaza Pachulia,19,59,664,68,175,0,0,58,90,69,174,13,21,12,34,87,194,.389,0.0,.644
Sasha Pavlović,20,79,1144,149,376,19,70,65,84,44,159,60,41,16,67,187,382,.396,.271,.774
Desmond Penigar,22,10,89,14,28,0,0,4,4,6,24,3,2,2,6,14,32,.500,0.0,1.000
Kirk Penney,23,2,18,1,6,1,3,0,0,0,1,1,1,0,3,1,3,.167,.333,0.0
Kendrick Perkins,19,10,35,8,15,0,0,6,9,5,14,3,0,2,5,6,22,.533,0.0,.667
Mickaël Piétrus,21,53,748,96,231,35,105,52,75,48,119,27,32,12,40,100,279,.416,.333,.693
Zoran Planinić,21,49,473,53,129,9,32,38,60,14,55,68,13,3,36,70,153,.411,.281,.633
Luke Ridnour,22,69,1114,145,350,27,80,65,79,35,108,163,52,7,80,105,382,.414,.338,.823
Theron Smith,23,20,178,16,43,6,12,6,8,13,41,7,5,5,14,18,44,.372,.500,.750
Darius Songaila,25,73,976,133,273,0,0,71,88,91,225,48,42,12,43,126,337,.487,0.0,.807
Mike Sweetney,21,42,494,69,140,0,1,42,58,68,157,14,18,12,32,57,180,.493,.000,.724
Ime Udoka,26,4,28,3,9,0,1,2,4,1,5,2,2,1,3,3,8,.333,.000,.500
Slavko Vraneš,21,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0
Dwyane Wade*,22,61,2126,371,798,16,53,233,312,85,247,275,86,34,196,140,991,.465,.302,.747
Luke Walton,23,72,730,65,153,13,39,31,44,39,127,113,28,8,44,70,174,.425,.333,.705
David West,23,71,930,108,228,0,2,57,80,117,297,60,27,28,48,117,273,.474,.000,.713
Mo Williams,21,57,772,115,303,10,39,44,56,23,72,76,28,2,51,87,284,.380,.256,.786
