Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Carmelo Anthony,19,82,2995,624,1465,69,214,408,525,183,498,227,97,41,247,225,1725,.426,.322,.777
Marcus Banks,22,81,1385,177,442,27,86,99,131,30,133,175,88,13,125,171,480,.400,.314,.756
Leandro Barbosa,21,70,1500,210,470,83,210,47,61,23,123,165,93,7,120,184,550,.447,.395,.770
Matt Barnes,23,38,724,63,138,2,13,43,61,53,151,48,27,3,44,76,171,.457,.154,.705
Jerome Beasley,23,2,5,1,3,0,0,0,0,0,1,0,0,0,0,0,2,.333,0.0,0.0
Troy Bell,23,6,34,4,18,0,4,3,3,3,4,4,1,0,6,6,11,.222,.000,1.000
Steve Blake,23,75,1392,157,407,75,202,55,67,18,117,209,57,7,128,100,444,.386,.371,.821
Keith Bogans,23,73,1787,183,454,67,187,65,103,106,317,98,46,10,75,128,498,.403,.358,.631
Curtis Borchardt,23,16,258,22,56,0,1,14,18,13,54,15,4,14,18,40,58,.393,.000,.778
Chris Bosh*,19,75,2510,327,712,5,14,202,288,191,557,78,59,106,107,215,861,.459,.357,.701
Torraye Braggs,27,15,154,16,33,0,0,8,12,18,39,7,4,2,13,29,40,.485,0.0,.667
Žarko Čabarkapa,22,49,570,81,197,6,32,35,53,26,99,40,10,13,54,75,203,.411,.188,.660
Matt Carroll,23,16,70,7,16,1,3,4,6,1,6,2,1,0,6,8,19,.438,.333,.667
Maurice Carter,27,10,110,11,35,4,11,16,20,2,11,4,0,0,9,10,42,.314,.364,.800
Brian Cook,23,35,442,67,141,0,5,21,28,31,101,20,16,16,17,64,155,.475,.000,.750
Omar Cook,22,17,139,7,27,0,1,0,0,3,6,24,10,0,10,14,14,.259,.000,0.0
Marquis Daniels,23,56,1039,203,411,11,36,60,78,66,146,116,53,12,44,51,477,.494,.306,.769
Josh Davis,23,4,23,2,5,0,2,1,1,1,5,0,0,0,2,3,5,.400,.000,1.000
Boris Diaw,21,76,1919,140,313,6,26,56,93,111,342,182,59,37,126,191,342,.447,.231,.602
Kaniel Dickens,25,3,12,3,3,0,0,1,2,2,2,0,0,0,1,3,7,1.000,0.0,.500
Ronald Dupree,23,47,893,111,282,4,9,66,105,55,167,55,32,18,51,134,292,.394,.444,.629
