Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Cliff Alexander,20,8,36,5,10,0,0,0,0,2,6,0,1,2,1,1,10,.500,0.0,0.0
Justin Anderson,22,55,647,71,175,22,83,44,55,18,132,29,19,25,24,45,208,.406,.265,.800
Thanasis Antetokounmpo,23,2,6,3,4,0,1,0,0,0,1,0,0,0,0,2,6,.750,.000,0.0
Keith Appling,23,5,27,2,8,0,3,2,2,0,1,1,1,0,3,5,6,.250,.000,1.000
Nemanja Bjelica,27,60,1075,110,235,48,125,40,55,49,210,83,26,21,47,154,308,.468,.384,.727
Devin Booker,19,76,2108,367,867,99,289,215,256,27,187,200,44,20,160,225,1048,.423,.343,.840
Anthony Brown,23,29,599,39,126,20,70,17,20,9,70,19,14,5,15,34,115,.310,.286,.850
Willie Cauley-Stein,22,66,1412,191,339,0,2,81,125,134,352,37,48,66,46,146,463,.563,.000,.648
Rakeem Christmas,24,1,6,2,2,0,0,0,0,1,1,0,0,0,0,1,4,1.000,0.0,0.0
Coty Clarke,23,3,6,2,4,2,2,0,0,0,1,0,0,0,1,0,6,.500,1.000,0.0
Pat Connaughton,23,34,143,13,49,5,21,5,5,11,32,10,2,0,10,6,36,.265,.238,1.000
Branden Dawson,22,6,29,2,5,0,0,1,1,2,4,0,0,1,0,2,5,.400,0.0,1.000
Bryce Dejean-Jones,23,14,279,28,69,12,32,11,21,8,48,15,10,2,11,17,79,.406,.375,.524
Sam Dekker,21,3,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0
Duje Dukan,24,1,24,2,10,2,5,0,0,2,4,1,1,0,0,2,6,.200,.400,0.0
Jarell Eddie,24,26,147,20,65,15,47,8,8,2,23,5,5,1,1,5,63,.308,.319,1.000
Cristiano Felício,23,31,321,40,72,0,4,25,35,30,102,26,6,13,13,31,105,.556,.000,.714
Jerian Grant,23,76,1265,154,391,22,100,96,123,23,143,177,50,10,87,97,426,.394,.220,.780
Montrezl Harrell,22,39,379,58,90,0,1,24,46,25,65,17,11,11,17,48,140,.644,.000,.522
Aaron Harrison,21,21,93,5,19,3,10,5,12,4,15,2,6,0,4,10,18,.263,.300,.417
Mario Hezonja,20,79,1413,181,418,67,192,49,54,28,176,109,39,17,97,124,478,.433,.349,.907
Darrun Hilliard,22,38,383,52,131,19,50,29,40,5,45,27,9,1,19,28,152,.397,.380,.725
Rondae Hollis-Jefferson,21,29,615,63,138,4,14,37,52,39,154,43,39,16,26,61,167,.457,.286,.712
Richaun Holmes,22,51,702,114,222,8,44,51,74,62,135,33,19,40,32,92,287,.514,.182,.689
Marcelo Huertas,32,53,869,97,230,16,61,27,29,18,90,182,26,7,80,76,237,.422,.262,.931
Josh Huestis,24,5,55,5,12,4,6,0,4,2,10,0,1,2,3,3,14,.417,.667,.000
R.J. Hunter,22,36,315,36,98,19,63,6,7,2,37,13,14,4,11,29,97,.367,.302,.857
Damien Inglis,20,20,156,13,37,3,13,7,8,2,31,10,6,3,11,11,36,.351,.231,.875
Stanley Johnson,19,73,1687,225,600,63,205,80,102,58,306,118,55,12,114,178,593,.375,.307,.784
Nikola Jokić,20,80,1733,307,600,28,84,154,190,181,560,189,79,50,104,208,796,.512,.333,.811
Tyus Jones,19,37,573,56,156,16,53,28,39,7,47,108,31,3,33,33,156,.359,.302,.718
Frank Kaminsky,22,81,1708,215,525,68,202,108,148,69,335,98,38,43,58,126,606,.410,.337,.730
Sasha Kaun,30,25,95,9,17,0,0,5,11,12,26,3,4,5,7,11,23,.529,0.0,.455
Kevon Looney,19,5,21,4,7,1,2,0,0,4,10,0,0,0,1,2,9,.571,.500,0.0
Trey Lyles,20,80,1382,191,436,49,128,57,82,59,299,59,26,18,65,114,488,.438,.383,.695
Boban Marjanović,27,54,508,105,174,0,0,87,114,73,194,21,12,23,29,54,297,.603,0.0,.763
Jarell Martin,21,27,380,54,116,0,2,45,62,39,86,15,8,7,19,58,153,.466,.000,.726
T.J. McConnell,23,81,1606,218,464,31,89,26,41,43,250,367,95,10,140,114,493,.470,.348,.634
Chris McCullough,20,24,362,44,109,13,34,11,23,25,68,9,28,12,15,39,112,.404,.382,.478
Jordan McRae,24,22,195,34,78,10,22,21,28,4,20,25,3,1,15,17,99,.436,.455,.750
Salah Mejri,29,34,397,49,78,0,1,27,46,41,123,10,8,36,23,54,125,.628,.000,.587
Jordan Mickey,21,16,57,8,22,0,0,5,10,6,13,1,0,11,1,5,21,.364,0.0,.500
Luis Montero,22,12,42,5,19,1,9,3,4,0,4,1,0,0,4,1,14,.263,.111,.750
Emmanuel Mudiay,19,68,2068,329,905,74,232,140,209,32,232,372,65,35,217,141,872,.364,.319,.670
Xavier Munford,23,14,244,32,77,9,23,7,14,3,31,22,13,3,15,25,80,.416,.391,.500
Larry Nance Jr.,23,63,1266,158,300,1,10,32,47,101,312,44,54,23,41,124,349,.527,.100,.681
Raul Neto,23,81,1499,180,418,64,162,52,70,17,120,174,62,2,109,122,476,.431,.395,.743
J.J. O'Brien,23,2,6,0,1,0,0,0,0,0,1,0,1,0,0,1,0,.000,0.0,0.0
Jahlil Okafor,20,53,1591,397,781,1,6,133,194,122,373,65,22,61,124,140,928,.508,.167,.686
Kelly Oubre Jr.,20,63,671,90,211,25,79,31,49,25,133,13,22,7,34,100,236,.427,.316,.633
Lamar Patterson,24,35,395,28,80,12,49,16,22,4,50,39,9,2,23,45,84,.350,.245,.727
Cameron Payne,21,57,698,114,278,36,111,19,24,9,85,108,36,6,44,80,283,.410,.324,.792
Tibor Pleiß,26,12,82,11,25,0,2,2,2,6,15,2,1,2,8,19,24,.440,.000,1.000
Bobby Portis,20,62,1102,186,436,16,52,48,66,123,337,52,25,22,54,100,436,.427,.308,.727
Kristaps Porziņģis,20,72,2047,373,886,81,243,201,240,132,526,94,53,134,121,205,1028,.421,.333,.838
Norman Powell,22,49,725,97,229,36,89,43,53,16,111,47,29,10,32,59,273,.424,.404,.811
Willie Reed,25,39,426,76,133,0,0,30,55,49,122,10,6,30,16,47,182,.571,0.0,.545
Josh Richardson,22,52,1107,123,272,53,115,42,63,21,107,73,36,25,35,107,341,.452,.461,.667
Terry Rozier,21,39,311,29,106,6,27,8,10,24,63,37,6,1,19,23,72,.274,.222,.800
D'Angelo Russell,19,80,2259,392,956,130,370,140,190,47,274,266,93,13,196,142,1054,.410,.351,.737
Jonathon Simmons,26,55,813,122,242,18,47,69,92,16,96,58,24,5,53,103,331,.504,.383,.750
Alex Stepheson,28,8,73,9,27,0,0,4,12,19,28,2,1,5,0,12,22,.333,0.0,.333
Edy Tavares,23,11,73,11,19,0,0,3,8,7,21,3,1,6,5,8,25,.579,0.0,.375
Axel Toupane,23,21,305,25,70,13,40,13,17,8,31,15,7,6,6,40,76,.357,.325,.765
Karl-Anthony Towns,20,82,2627,625,1153,30,88,223,275,229,858,161,58,138,183,245,1503,.542,.341,.811
Myles Turner,19,60,1367,264,530,3,14,88,121,68,332,41,25,86,67,158,619,.498,.214,.727
Rashad Vaughn,19,70,1001,81,266,43,147,12,15,11,88,39,29,16,28,73,217,.305,.293,.800
Briante Weber,23,7,169,14,39,0,5,3,4,8,25,21,9,3,9,12,31,.359,.000,.750
Alan Williams,23,10,68,10,24,0,0,9,14,14,38,5,4,5,6,15,29,.417,0.0,.643
Justise Winslow,19,78,2232,195,462,32,116,80,117,81,403,117,68,26,95,184,502,.422,.276,.684
Christian Wood,20,17,145,22,53,4,11,13,21,13,38,3,5,7,2,11,61,.415,.364,.619
Delon Wright,23,27,229,36,80,5,13,26,35,8,37,31,8,3,16,7,103,.450,.385,.743
Joe Young,23,41,384,62,169,10,46,20,25,6,50,65,15,0,33,30,154,.367,.217,.800
