Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
David Pope,22,22,129,17,53,0,1,7,13,9,18,5,3,3,7,30,41,.321,.000,.538
Alvin Robertson,22,79,1685,299,600,4,11,124,169,116,265,275,127,24,167,217,726,.498,.364,.734
Wayne Sappleton,24,33,298,41,87,0,0,14,34,28,75,7,7,4,21,50,96,.471,0.0,.412
Tom Scheffler,30,39,268,21,51,0,0,10,20,18,76,11,8,11,15,48,52,.412,0.0,.500
John Schweitz,24,19,110,25,74,0,4,7,10,6,21,18,0,1,14,12,57,.338,.000,.700
Tom Sewell,22,21,87,9,36,0,2,2,4,2,4,6,3,1,7,13,20,.250,.000,.500
Charlie Sitton,22,43,304,39,94,0,2,13,25,24,60,26,7,6,19,50,91,.415,.000,.520
Tom Sluby,22,31,151,30,58,0,2,13,21,5,12,16,3,0,11,18,73,.517,.000,.619
Terence Stansbury,23,74,1278,210,458,4,25,102,126,39,114,127,47,12,80,205,526,.459,.160,.810
John Stockton*,22,82,1490,157,333,2,11,142,193,26,105,415,109,11,150,203,458,.471,.182,.736
Peter Thibeaux,23,51,461,94,195,0,2,43,67,29,69,17,11,17,34,85,231,.482,.000,.642
Bernard Thompson,22,59,535,79,212,0,8,39,51,37,76,52,31,10,35,79,197,.373,.000,.765
Otis Thorpe,22,82,1918,411,685,0,2,230,371,187,556,111,34,37,187,256,1052,.600,.000,.620
Jeff Turner,22,72,1429,171,377,0,3,79,92,88,218,108,29,7,90,243,421,.454,.000,.859
Melvin Turpin,24,79,1949,363,711,0,0,109,139,155,452,36,38,87,118,211,835,.511,0.0,.784
Willie White,22,39,234,52,124,4,11,21,31,15,36,29,5,2,30,24,129,.419,.364,.677
Eddie Lee Wilkins,22,54,917,116,233,0,2,66,122,86,262,16,21,16,64,155,298,.498,.000,.541
Dale Wilkinson,24,12,45,4,16,0,1,6,7,1,4,2,0,0,4,10,14,.250,.000,.857
Guy Williams,24,21,119,29,63,1,4,2,5,15,27,9,5,2,8,17,61,.460,.250,.400
Kevin Willis,22,82,1785,322,690,2,9,119,181,177,522,36,31,49,104,226,765,.467,.222,.657
Othell Wilson,23,74,1260,134,291,3,16,54,76,35,131,217,77,12,95,122,325,.460,.188,.711
Leon Wood,22,38,269,50,134,4,30,18,26,3,18,45,8,0,25,17,122,.373,.133,.692
Danny Young,22,3,26,2,10,0,1,0,0,0,3,2,3,0,2,2,4,.200,.000,0.0
Michael Young,24,2,11,2,6,0,1,0,0,1,2,0,0,0,0,0,4,.333,.000,0.0
