Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Alonzo Mourning*,22,78,2644,572,1119,0,3,495,634,263,805,76,27,271,236,286,1639,.511,.000,.781
Tracy Murray,21,48,495,108,260,21,70,35,40,40,83,11,8,5,31,59,272,.415,.300,.875
Melvin Newbern,25,33,311,42,113,1,8,34,60,19,37,57,23,1,32,42,119,.372,.125,.567
Shaquille O'Neal*,20,81,3071,733,1304,0,2,427,721,342,1122,152,60,286,307,321,1893,.562,.000,.592
Matt Othick,23,4,39,3,5,2,4,0,2,1,2,7,1,0,4,7,8,.600,.500,.000
Doug Overton,23,45,990,152,323,3,13,59,81,25,106,157,31,6,72,81,366,.471,.231,.728
Anthony Peeler,23,77,1656,297,634,46,118,162,206,64,179,166,60,14,123,193,802,.468,.390,.786
Brent Price,24,68,859,100,279,8,48,54,68,28,103,154,56,3,85,90,262,.358,.167,.794
Anthony Pullard,26,8,37,8,18,0,0,1,3,2,8,2,2,2,5,5,17,.444,0.0,.333
Sean Rooks,23,72,2087,368,747,0,2,234,389,196,536,95,38,81,160,204,970,.493,.000,.602
Malik Sealy,22,58,672,136,319,7,31,51,74,60,112,47,36,7,58,74,330,.426,.226,.689
Chris Smith,22,80,1266,125,289,2,14,95,120,32,96,196,48,16,68,96,347,.433,.143,.792
Reggie Smith,22,23,68,10,27,0,1,3,14,15,21,1,4,1,4,16,23,.370,.000,.214
Andre Spencer,28,20,422,73,163,0,2,41,54,38,81,24,17,7,26,64,187,.448,.000,.759
Elmore Spencer,23,44,280,44,82,0,0,16,32,17,62,8,8,18,26,54,104,.537,0.0,.500
Latrell Sprewell,22,77,2741,449,968,73,198,211,283,79,271,295,126,52,203,166,1182,.464,.369,.746
Barry Stevens,30,2,6,1,2,0,0,0,0,2,2,0,0,0,0,1,2,.500,0.0,0.0
Bryant Stith,22,39,865,124,278,0,4,99,119,39,124,49,24,5,44,82,347,.446,.000,.832
Gundars Vētra,25,13,89,19,40,3,3,4,6,4,8,6,2,0,2,12,45,.475,1.000,.667
Clarence Weatherspoon,22,82,2654,494,1053,1,4,291,408,179,589,147,85,67,176,188,1280,.469,.250,.713
Marcus Webb,22,9,51,13,25,0,1,13,21,5,10,2,1,2,5,11,39,.520,.000,.619
Robert Werdann,22,28,149,18,59,0,1,17,31,23,52,7,6,4,12,38,53,.305,.000,.548
Corey Williams,22,35,242,31,85,1,3,18,22,19,31,23,4,2,11,24,81,.365,.333,.818
Lorenzo Williams,23,27,179,17,36,0,0,2,7,17,55,5,5,17,8,29,36,.472,0.0,.286
Walt Williams,22,59,1673,358,823,61,191,224,302,115,265,178,66,29,179,209,1001,.435,.319,.742
Randy Woods,22,41,174,23,66,3,14,19,26,6,14,40,14,1,16,26,68,.348,.214,.731
