Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Carldell Johnson,29,15,119,11,35,4,15,1,3,1,9,22,8,0,7,11,27,.314,.267,.333
Ivan Johnson,27,56,934,141,275,2,6,72,100,65,226,32,43,18,69,116,356,.513,.333,.720
JaJuan Johnson,22,36,298,54,121,0,0,6,9,20,58,6,5,14,14,25,114,.446,0.0,.667
Jerome Jordan,25,21,108,17,33,0,0,8,10,14,27,4,1,6,2,15,42,.515,0.0,.800
Cory Joseph,20,29,266,22,70,3,15,11,17,5,25,34,7,3,12,16,58,.314,.200,.647
D.J. Kennedy,22,2,59,5,12,2,4,0,2,1,7,3,2,0,3,7,12,.417,.500,.000
Brandon Knight,20,66,2129,319,769,105,276,104,137,33,211,251,49,10,171,154,847,.415,.380,.759
Malcolm Lee,21,19,243,23,59,2,10,14,17,9,26,31,8,4,17,22,62,.390,.200,.824
Kawhi Leonard,20,64,1534,199,404,41,109,68,88,104,327,70,85,24,44,88,507,.493,.376,.773
Travis Leslie,21,10,45,5,14,0,0,4,9,6,9,5,2,2,2,4,14,.357,0.0,.444
Jon Leuer,22,46,555,97,191,3,9,21,28,45,120,25,14,17,18,67,218,.508,.333,.750
DeAndre Liggins,23,17,115,12,25,0,4,9,19,6,15,5,6,0,10,6,33,.480,.000,.474
Shelvin Mack,21,64,779,88,220,12,42,42,59,12,92,131,28,2,48,50,230,.400,.286,.712
Vernon Macklin,25,23,135,19,35,0,0,8,14,14,34,5,4,4,3,9,46,.543,0.0,.571
E'Twaun Moore,22,38,331,43,113,17,45,7,7,4,33,34,11,3,21,33,110,.381,.378,1.000
Darius Morris,21,19,169,18,42,4,9,6,9,2,16,21,2,0,19,16,46,.429,.444,.667
Marcus Morris,22,17,126,16,54,2,17,6,8,5,16,3,2,2,4,12,40,.296,.118,.750
Markieff Morris,22,63,1227,174,436,43,124,76,106,69,279,65,41,42,70,179,467,.399,.347,.717
Daniel Orton,21,16,187,17,30,0,1,11,25,19,39,5,8,9,7,30,45,.567,.000,.440
Jeremy Pargo,25,44,424,50,150,10,38,16,27,12,37,55,15,0,46,46,126,.333,.263,.593
Chandler Parsons,23,63,1804,248,549,60,178,43,78,90,300,134,73,29,81,142,599,.452,.337,.551
Ryan Reid,25,5,17,4,5,0,0,0,0,1,2,0,0,0,1,1,8,.800,0.0,0.0
Ricky Rubio,21,41,1404,139,389,32,94,126,157,21,171,336,91,8,131,97,436,.357,.340,.803
Walker Russell,29,28,357,33,95,4,13,14,22,7,26,58,18,1,33,29,84,.347,.308,.636
Josh Selby,20,28,237,25,72,2,15,11,14,2,15,30,7,0,29,17,63,.347,.133,.786
Iman Shumpert,21,59,1705,214,534,48,157,87,109,42,186,164,101,8,111,173,563,.401,.306,.798
Xavier Silas,24,2,39,4,15,1,6,2,3,2,4,3,0,0,3,5,11,.267,.167,.667
Chris Singleton,22,66,1431,116,312,44,127,30,44,43,233,49,70,30,38,176,306,.372,.346,.682
Donald Sloan,24,33,669,79,198,2,25,23,30,18,67,105,13,3,49,37,183,.399,.080,.767
Greg Smith,21,8,69,7,11,0,0,0,0,5,20,1,2,5,1,17,14,.636,0.0,0.0
Jerry Smith,24,5,46,3,14,1,6,0,0,2,7,4,5,0,0,5,7,.214,.167,0.0
Nolan Smith,23,44,541,67,180,13,45,20,28,17,56,62,18,3,42,55,167,.372,.289,.714
Greg Stiemsma,26,55,766,66,121,0,0,29,41,48,177,28,37,85,33,144,161,.545,0.0,.707
Julyan Stone,23,22,179,13,31,2,11,8,11,5,25,37,8,6,11,18,36,.419,.182,.727
Isaiah Thomas,22,65,1656,256,571,83,219,154,185,48,168,266,53,8,105,121,749,.448,.379,.832
Lance Thomas,23,42,630,57,126,0,1,52,62,49,126,12,10,7,24,78,166,.452,.000,.839
Malcolm Thomas,23,3,15,0,3,0,0,1,2,1,3,1,1,1,0,0,1,.000,0.0,.500
Trey Thompkins,21,24,119,24,61,4,13,5,7,4,24,3,3,3,6,10,57,.393,.308,.714
Klay Thompson,21,66,1608,318,718,111,268,79,91,24,161,133,49,20,103,155,826,.443,.414,.868
Mychel Thompson,23,5,95,7,24,4,11,0,0,0,5,7,2,1,5,8,18,.292,.364,0.0
Tristan Thompson,20,60,1424,194,442,0,2,106,192,187,389,27,27,62,81,134,494,.439,.000,.552
Jeremy Tyler,20,42,568,88,209,0,1,29,52,54,140,16,16,20,36,84,205,.421,.000,.558
Edwin Ubiles,25,4,52,5,18,1,5,3,3,2,10,1,1,1,1,1,14,.278,.200,1.000
Jan Veselý,21,57,1078,117,218,0,1,33,62,101,249,47,39,32,60,156,267,.537,.000,.532
Nikola Vučević,21,51,812,131,291,3,8,18,34,88,246,31,20,34,33,111,283,.450,.375,.529
Kemba Walker,21,66,1792,281,767,69,226,168,213,30,234,289,60,20,119,79,799,.366,.305,.789
Derrick Williams,20,66,1418,205,498,37,138,136,195,77,311,38,30,31,77,95,583,.412,.268,.697
Elliot Williams,22,24,149,37,74,8,27,6,18,7,19,6,6,3,5,18,88,.500,.296,.333
Jordan Williams,21,43,635,77,152,0,0,43,66,66,156,11,21,15,23,61,197,.507,0.0,.652
Chris Wright,23,24,186,23,45,0,0,24,31,19,45,4,7,13,8,22,70,.511,0.0,.774
