Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
Chris Duarte,24,55,1541,268,621,94,255,90,112,41,226,114,56,10,90,95,720,.432,.369,.804
David Duke Jr.,22,22,341,39,108,9,37,17,21,30,67,17,14,7,9,36,104,.361,.243,.810
Jaime Echenique,24,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Kessler Edwards,21,48,987,110,267,48,136,16,19,44,172,31,29,24,42,85,284,.412,.353,.842
Rob Edwards,25,2,11,1,4,1,4,0,0,0,3,0,0,0,1,0,3,.250,.250,0.0
Aleem Ford,24,5,74,6,20,2,15,0,0,2,15,2,1,0,4,7,14,.300,.133,0.0
Marcus Garrett,23,12,128,5,21,1,4,2,5,9,23,7,5,3,2,16,13,.238,.250,.400
Usman Garuba,19,24,239,19,44,5,20,5,7,21,83,17,10,11,6,28,48,.432,.250,.714
Luka Garza,23,32,389,66,147,16,49,38,61,58,100,20,9,6,18,55,186,.449,.327,.623
Josh Giddey,19,54,1700,281,670,56,213,56,79,98,421,345,51,20,171,88,674,.419,.263,.709
Jordan Goodwin,23,2,6,0,3,0,1,0,0,0,1,0,0,0,0,1,0,.000,.000,0.0
Hassani Gravett,25,8,171,18,38,11,26,3,4,1,21,20,5,1,9,13,50,.474,.423,.750
Jalen Green,19,67,2138,406,954,157,458,188,236,33,226,176,44,18,135,103,1157,.426,.343,.797
Quentin Grimes,21,46,786,95,235,72,189,13,19,24,94,44,31,11,28,72,275,.404,.381,.684
Tyler Hall,24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Sam Hauser,24,26,158,23,50,19,44,0,0,5,29,10,1,2,2,7,65,.460,.432,0.0
Aaron Henry,22,6,17,1,5,0,1,0,0,0,1,0,0,2,2,2,2,.200,.000,0.0
Malcolm Hill,26,19,212,24,52,13,36,11,14,11,35,8,7,3,3,24,72,.462,.361,.786
Jay Huff,23,4,20,0,3,0,2,0,0,1,4,1,1,1,1,1,0,.000,.000,0.0
Feron Hunt,22,2,8,0,2,0,0,0,0,1,1,1,1,0,1,1,0,.000,0.0,0.0
Bones Hyland,21,69,1310,230,571,131,358,107,125,14,188,191,41,20,86,153,698,.403,.366,.856
Isaiah Jackson,20,36,541,116,206,5,16,60,88,60,149,10,25,52,40,92,297,.563,.313,.682
DeJon Jarreau,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
David Johnson,20,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
Jalen Johnson,20,22,120,22,41,3,13,5,7,2,26,3,3,2,9,9,52,.537,.231,.714
Keon Johnson,19,37,697,96,272,34,100,41,51,24,81,76,28,12,46,69,267,.353,.340,.804
Carlik Jones,24,5,23,1,9,0,1,2,2,1,3,5,1,0,3,0,4,.111,.000,1.000
Herbert Jones,23,78,2335,274,576,57,169,137,163,98,296,167,130,60,100,238,742,.476,.337,.840
Kai Jones,21,21,63,9,14,1,2,3,8,3,11,4,1,2,6,8,22,.643,.500,.375
Georgios Kalaitzakis,23,13,214,31,67,10,26,14,30,6,21,12,11,2,20,19,86,.463,.385,.467
Braxton Key,24,11,197,33,72,6,21,7,13,13,50,11,10,11,11,26,79,.458,.286,.538
Corey Kispert,22,77,1801,234,514,112,320,54,62,53,209,85,35,22,50,93,634,.455,.350,.871
Vit Krejci,21,30,690,68,167,32,98,19,22,18,101,57,19,8,29,65,187,.407,.327,.864
Arnoldas Kulboka,24,2,5,0,1,0,1,0,0,0,0,0,0,0,0,1,0,.000,.000,0.0
Jonathan Kuminga,19,70,1185,236,460,50,149,130,190,54,234,64,31,22,74,146,652,.513,.336,.684
Jock Landale,26,54,589,101,204,29,89,34,41,63,138,45,10,14,31,53,265,.495,.326,.829
Scottie Lewis,21,2,7,0,0,0,0,1,2,0,0,1,1,0,0,0,1,0.0,0.0,.500
Isaiah Livers,23,19,383,41,90,27,64,12,14,15,57,21,13,7,15,37,121,.456,.422,.857
Gabriel Lundberg,27,4,44,5,19,3,8,0,0,2,7,11,3,0,3,7,13,.263,.375,0.0
Sandro Mamukelashvili,22,41,407,57,115,22,52,18,22,35,82,22,9,9,15,28,154,.496,.423,.818
Tre Mann,20,60,1367,231,588,98,272,65,82,25,171,91,47,12,71,102,625,.393,.360,.793
Miles McBride,21,40,372,32,108,17,68,8,12,4,42,41,14,1,5,45,89,.296,.250,.667
Mac McClung,23,2,25,3,6,1,3,1,1,0,3,1,1,1,3,5,8,.500,.333,1.000
Cameron McGriff,24,3,46,5,14,2,6,2,2,6,15,3,0,1,0,7,14,.357,.333,1.000
JaQuori McLaughlin,24,4,11,0,2,0,1,0,0,0,0,2,0,0,0,1,0,.000,.000,0.0
Davion Mitchell,23,75,2076,352,843,101,320,56,85,33,166,313,55,24,114,141,861,.418,.316,.659
Evan Mobley,20,69,2331,422,830,23,92,167,252,143,570,174,56,115,133,147,1034,.508,.250,.663
Moses Moody,19,52,607,80,183,40,110,28,36,17,80,23,7,10,13,43,228,.437,.364,.778
Xavier Moon,27,10,137,25,51,5,14,3,5,2,14,24,7,3,6,9,58,.490,.357,.600
Ade Murkey,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Trey Murphy III,21,62,864,109,277,71,186,45,51,47,147,38,23,7,16,60,334,.394,.382,.882
RJ Nembhard Jr.,22,14,63,6,18,0,2,3,4,3,7,12,1,0,3,2,15,.333,.000,.750
Daishen Nix,19,24,261,27,67,7,26,16,30,7,33,40,15,0,26,21,77,.403,.269,.533
Eugene Omoruyi,24,4,18,2,5,1,2,2,4,2,7,2,0,0,0,2,7,.400,.500,.500
Jaysean Paige,27,1,7,0,3,0,2,0,0,0,1,1,0,0,1,2,0,.000,.000,0.0
Trayvon Palmer,27,1,17,0,1,0,0,0,0,0,2,0,0,0,1,2,0,.000,0.0,0.0
Kevin Pangos,29,24,166,15,46,6,26,3,4,2,11,30,3,0,7,11,39,.326,.231,.750
Jamorko Pickett,24,13,176,18,50,13,39,1,2,6,32,7,0,7,5,12,50,.360,.333,.500
Yves Pons,22,12,71,5,16,3,9,0,2,5,12,1,1,4,1,6,13,.313,.333,.000
Micah Potter,23,3,31,5,11,0,2,2,2,4,9,0,1,1,1,4,12,.455,.000,1.000
Myles Powell,24,11,52,5,17,1,6,2,2,1,6,3,1,0,3,8,13,.294,.167,1.000
Joshua Primo,19,50,965,101,270,42,137,44,59,32,113,81,20,23,57,79,288,.374,.307,.746
Trevelin Queen,24,10,74,15,33,9,24,4,4,7,16,4,5,1,7,6,43,.455,.375,1.000
Neemias Queta,22,15,120,17,38,0,0,11,17,14,31,6,1,8,6,18,45,.447,0.0,.647
Austin Reaves,23,61,1418,146,318,53,167,99,118,45,193,110,29,20,40,87,444,.459,.317,.839
Jeremiah Robinson-Earl,21,49,1087,134,324,58,165,40,54,75,274,49,29,15,39,75,366,.414,.352,.741
Matt Ryan,24,1,5,1,5,1,5,0,0,0,0,0,1,0,0,0,3,.200,.200,0.0
Olivier Sarr,22,22,421,58,101,13,29,24,29,34,93,19,6,15,22,52,153,.574,.448,.828
Jordan Schakel,23,4,30,1,11,1,6,2,2,2,8,0,1,0,1,0,5,.091,.167,1.000
Tre Scott,25,2,11,3,6,0,1,0,0,1,2,0,1,1,0,2,6,.500,.000,0.0
Alperen Sengun,19,72,1489,249,525,29,117,165,232,138,393,185,59,68,145,214,692,.474,.248,.711
Day'Ron Sharpe,20,32,391,86,149,2,7,24,41,81,160,17,10,15,30,60,198,.577,.286,.585
Marko Simonovic,22,9,35,4,15,1,5,8,11,5,10,0,1,1,2,6,17,.267,.200,.727
Zavier Simpson,24,4,174,19,52,1,8,5,5,2,21,30,5,4,10,15,44,.365,.125,1.000
Jericho Sims,23,41,555,39,54,0,0,12,29,61,169,21,11,22,20,66,90,.722,0.0,.414
Javonte Smart,22,17,200,19,60,8,27,5,6,5,24,16,6,3,11,12,51,.317,.296,.833
Xavier Sneed,24,9,39,2,10,1,8,0,0,2,6,1,0,0,0,2,5,.200,.125,0.0
Jaden Springer,19,2,6,1,1,0,0,0,0,1,2,0,0,2,1,0,2,1.000,0.0,0.0
Jalen Suggs,20,48,1307,198,548,42,196,126,163,26,171,209,59,19,143,142,564,.361,.214,.773
Craig Sword,28,3,19,3,4,0,1,0,0,0,0,1,4,0,1,7,6,.750,.000,0.0
Keifer Sykes,28,32,566,69,190,27,90,15,17,8,45,62,12,4,33,51,180,.363,.300,.882
Terry Taylor,22,33,714,135,220,12,38,36,51,95,172,41,14,8,23,61,318,.614,.316,.706
Jon Teske,24,3,8,0,1,0,0,0,2,0,2,1,1,0,0,1,0,.000,0.0,.000
Cam Thomas,20,67,1176,218,503,47,174,87,105,16,161,78,33,8,55,66,570,.433,.270,.829
JT Thor,19,33,262,24,55,7,27,12,20,11,43,19,8,11,10,26,67,.436,.259,.600
Isaiah Todd,20,12,74,7,26,4,16,2,6,3,12,4,4,2,4,4,20,.269,.250,.333
Franz Wagner,20,79,2429,456,975,96,271,189,219,84,356,231,68,34,119,164,1197,.468,.354,.863
Ish Wainright,27,45,359,41,104,19,59,7,12,27,54,15,20,6,13,49,108,.394,.322,.583
M.J. Walker,23,2,8,0,4,0,2,0,0,0,1,1,2,0,0,1,0,.000,.000,0.0
Duane Washington Jr.,21,48,968,173,427,81,215,46,61,4,83,85,26,3,57,66,473,.405,.377,.754
Lindy Waters III,24,25,465,71,175,53,146,4,5,6,73,24,19,8,11,31,199,.406,.363,.800
Trendon Watford,21,48,869,142,267,9,38,71,94,57,199,81,25,28,44,116,364,.532,.237,.755
Joe Wieskamp,22,29,205,20,56,14,43,7,13,4,14,9,4,3,2,14,61,.357,.326,.538
Aaron Wiggins,23,50,1209,156,337,42,138,62,85,51,178,68,30,10,54,93,416,.463,.304,.729
Lindell Wigginton,23,19,199,26,61,9,26,19,35,3,25,23,5,1,12,17,80,.426,.346,.543
Brandon Williams,22,24,640,105,282,31,106,68,97,19,74,94,24,10,58,52,309,.372,.292,.701
Ziaire Williams,20,62,1346,191,424,76,242,43,55,26,129,65,35,12,41,113,501,.450,.314,.782
McKinley Wright IV,23,5,19,2,3,1,2,0,0,0,0,3,0,0,1,1,5,.667,.500,0.0
Moses Wright,23,4,14,1,4,0,1,3,3,1,3,2,0,1,0,0,5,.250,.000,1.000
Gabe York,28,2,21,2,7,1,6,3,5,0,2,4,2,1,1,4,8,.286,.167,.600
Omer Yurtseven,23,56,706,130,247,1,11,38,61,85,294,49,17,20,41,84,299,.526,.091,.623
